ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
017691	001	OINTMENT;TOPICAL	EQ 0.05% BASE	0	DIPROSONE	BETAMETHASONE DIPROPIONATE	0
017692	001	INJECTABLE;INJECTION	10,000 UNITS/VIAL	0	PREGNYL	GONADOTROPIN, CHORIONIC	0
017693	001	SOLUTION;INTRAVENOUS, ORAL	830-16600mCi/GENERATOR	0	DRYTEC	TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR	0
017693	002	SOLUTION;INTRAVENOUS, ORAL	68-2703mCi/GENERATOR	1	DRYTEC	TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR	0
017694	001	CAPSULE;ORAL	2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	IMODIUM	LOPERAMIDE HYDROCHLORIDE	0
017697	001	POWDER;INTRAVENOUS	0.005MG/VIAL	1	KINEVAC	SINCALIDE	1
017698	001	INJECTABLE;INJECTION	40GM/VIAL	0	STERILE UREA	UREA	0
017700	001	INJECTABLE;INJECTION	1mCi/ML	0	GALLIUM CITRATE GA 67	GALLIUM CITRATE GA-67	0
017701	001	INJECTABLE;INJECTION	2%	0	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE	0
017701	002	INJECTABLE;INJECTION	1%	0	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE	0
017702	001	INJECTABLE;INJECTION	20%	0	LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
017702	002	INJECTABLE;INJECTION	4%	0	LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
017703	001	TABLET, CHEWABLE;ORAL	37.5MG	0	CYLERT	PEMOLINE	0
017710	001	TABLET;ORAL	EQ 600MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NALFON	FENOPROFEN CALCIUM	0
017714	001	INJECTABLE;INJECTION	N/A	0	AN-DTPA	TECHNETIUM TC-99M PENTETATE KIT	0
017716	001	TABLET;ORAL-28	0.035MG;0.4MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	OVCON-35	ETHINYL ESTRADIOL; NORETHINDRONE	0
017717	002	TABLET;VAGINAL	100MG	1	GYNE-LOTRIMIN	CLOTRIMAZOLE	0
017725	001	SOLUTION;INJECTION, ORAL	10-60mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SODIUM PERTECHNETATE TC 99M	TECHNETIUM TC-99M SODIUM PERTECHNETATE	0
017735	001	TABLET;ORAL-28	0.035MG;0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MODICON 28	ETHINYL ESTRADIOL; NORETHINDRONE	0
017741	001	CREAM;TOPICAL	0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	FLORONE	DIFLORASONE DIACETATE	0
017743	001	TABLET;ORAL-28	0.035MG;0.5MG	0	BREVICON 28-DAY	ETHINYL ESTRADIOL; NORETHINDRONE	0
017744	001	TABLET;ORAL	0.025MG;0.5MG	0	MOTOFEN HALF-STRENGTH	ATROPINE SULFATE; DIFENOXIN HYDROCHLORIDE	0
017744	002	TABLET;ORAL	0.025MG;1MG	1	MOTOFEN	ATROPINE SULFATE; DIFENOXIN HYDROCHLORIDE	1
017751	003	INJECTABLE;INJECTION	0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DURANEST	ETIDOCAINE HYDROCHLORIDE	0
017751	004	INJECTABLE;INJECTION	0.005MG/ML;0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DURANEST	EPINEPHRINE; ETIDOCAINE HYDROCHLORIDE	0
017751	005	INJECTABLE;INJECTION	1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DURANEST	ETIDOCAINE HYDROCHLORIDE	0
017751	006	INJECTABLE;INJECTION	0.005MG/ML;1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DURANEST	EPINEPHRINE BITARTRATE; ETIDOCAINE HYDROCHLORIDE	0
017751	007	INJECTABLE;INJECTION	0.005MG/ML;1.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DURANEST	EPINEPHRINE BITARTRATE; ETIDOCAINE HYDROCHLORIDE	0
017756	001	SUPPOSITORY;RECTAL	650MG	0	TYLENOL	ACETAMINOPHEN	0
017756	002	SUPPOSITORY;RECTAL	120MG	0	TYLENOL	ACETAMINOPHEN	0
017765	001	CREAM;TOPICAL	0.1%	1	CLODERM	CLOCORTOLONE PIVALATE	0
017766	001	INJECTABLE;INJECTION	5.4% (5.4GM/100ML)	0	NEPHRAMINE 5.4%	AMINO ACIDS	0
017768	001	SOLUTION;TOPICAL	4%	1	HIBICLENS	CHLORHEXIDINE GLUCONATE	1
017769	001	INJECTABLE;INJECTION	200 IU/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CALCIMAR	CALCITONIN SALMON	0
017771	001	SOLUTION;INTRAVENOUS	0.0083-2.7 CI/GENERATOR	0	TECHNELITE	TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR	0
017771	002	SOLUTION;INTRAVENOUS	1-20 CI/GENERATOR	1	TECHNELITE	TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR	1
017776	001	INJECTABLE;INJECTION	N/A	0	PULMOLITE	TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT	0
017780	001	INJECTABLE;INJECTION	1,000 UNITS/ML	0	HEPARIN SODIUM	HEPARIN SODIUM	0
017780	002	INJECTABLE;INJECTION	5,000 UNITS/ML	0	HEPARIN SODIUM	HEPARIN SODIUM	0
017780	003	INJECTABLE;INJECTION	10,000 UNITS/ML	0	HEPARIN SODIUM	HEPARIN SODIUM	0
017780	004	INJECTABLE;INJECTION	20,000 UNITS/ML	0	HEPARIN SODIUM	HEPARIN SODIUM	0
017780	005	INJECTABLE;INJECTION	40,000 UNITS/ML	0	HEPARIN SODIUM	HEPARIN SODIUM	0
017781	001	LOTION;TOPICAL	EQ 0.05% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIPROSONE	BETAMETHASONE DIPROPIONATE	0
017784	001	SOLUTION;INJECTION, ORAL	N/A	0	TECHNETIUM TC 99M TSC	TECHNETIUM TC-99M SULFUR COLLOID KIT	0
017788	001	SOLUTION;INTRAVESICAL	50%	1	RIMSO-50	DIMETHYL SULFOXIDE	1
017789	002	INJECTABLE;INJECTION	7%;102MG/100ML;522MG/100ML;410MG/100ML	0	AMINOSYN 7% W/ ELECTROLYTES	AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	0
017789	003	INJECTABLE;INJECTION	3.5%;21MG/100ML;40MG/100ML;128MG/100ML;234MG/100ML	0	AMINOSYN 3.5% M	AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE	0
017789	004	INJECTABLE;INJECTION	3.5% (3.5GM/100ML)	0	AMINOSYN 3.5%	AMINO ACIDS	0
017789	005	INJECTABLE;INJECTION	3.5%;21MG/100ML;128MG/100ML;234MG/100ML	0	AMINOSYN 3.5% M	AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE	0
017794	001	TABLET;ORAL	0.5MG	1	ATIVAN	LORAZEPAM	0
017794	002	TABLET;ORAL	1MG	1	ATIVAN	LORAZEPAM	0
017794	003	TABLET;ORAL	2MG	1	ATIVAN	LORAZEPAM	1
017799	001	INJECTABLE;INJECTION	5GM/100ML;300MG/100ML	1	DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	1
017802	001	TABLET;ORAL-28	0.03MG;0.3MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LO/OVRAL-28	ETHINYL ESTRADIOL; NORGESTREL	0
017806	001	INJECTABLE;INJECTION	1mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	THALLOUS CHLORIDE TL 201	THALLOUS CHLORIDE TL-201	0
017806	002	INJECTABLE;INTRAVENOUS	2mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	THALLOUS CHLORIDE TL 201	THALLOUS CHLORIDE TL-201	0
017810	001	SUPPOSITORY;VAGINAL	20MG	1	PROSTIN E2	DINOPROSTONE	0
017818	001	CREAM;TOPICAL	0.025%	1	HALOG	HALCINONIDE	0
017820	002	INJECTABLE;INJECTION	EQ 12.5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DOBUTREX	DOBUTAMINE HYDROCHLORIDE	0
017821	001	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	FLEXERIL	CYCLOBENZAPRINE HYDROCHLORIDE	0
017821	002	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	FLEXERIL	CYCLOBENZAPRINE HYDROCHLORIDE	0
017823	001	SOLUTION;TOPICAL	0.1%	1	HALOG	HALCINONIDE	0
017824	001	OINTMENT;TOPICAL	0.1%	1	HALOG	HALCINONIDE	0
017830	001	TABLET;ORAL	25MG	1	LODOSYN	CARBIDOPA	1
017831	001	TABLET;ORAL	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIDRONEL	ETIDRONATE DISODIUM	0
017831	002	TABLET;ORAL	400MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIDRONEL	ETIDRONATE DISODIUM	0
017833	001	INJECTABLE;INJECTION	N/A	0	MACROTEC	TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT	0
017835	001	INJECTABLE;INJECTION	100uCi/VIAL	0	CHROMALBIN	ALBUMIN CHROMATED CR-51 SERUM	0
017835	002	INJECTABLE;INJECTION	250uCi/VIAL	0	CHROMALBIN	ALBUMIN CHROMATED CR-51 SERUM	0
017835	003	INJECTABLE;INJECTION	500uCi/VIAL	0	CHROMALBIN	ALBUMIN CHROMATED CR-51 SERUM	0
017836	001	INJECTABLE;INJECTION	500uCi/0.5ML	0	JEANATOPE	ALBUMIN IODINATED I-125 SERUM	0
017836	002	INJECTABLE;INJECTION	1,000uCi/ML	0	JEANATOPE	ALBUMIN IODINATED I-125 SERUM	0
017836	003	INJECTABLE;INJECTION	100uCi/10ML (10uCi/ML)	0	JEANATOPE	ALBUMIN IODINATED I-125 SERUM	0
017837	001	INJECTABLE;INJECTION	0.5mCi/VIAL	0	MEGATOPE	ALBUMIN IODINATED I-131 SERUM	0
017837	002	INJECTABLE;INJECTION	1mCi/VIAL	0	MEGATOPE	ALBUMIN IODINATED I-131 SERUM	0
017837	003	INJECTABLE;INJECTION	2mCi/VIAL	0	MEGATOPE	ALBUMIN IODINATED I-131 SERUM	0
017837	004	INJECTABLE;INJECTION	5uCi/AMP	0	MEGATOPE	ALBUMIN IODINATED I-131 SERUM	0
017837	005	INJECTABLE;INJECTION	20uCi/AMP	0	MEGATOPE	ALBUMIN IODINATED I-131 SERUM	0
017849	001	TABLET;ORAL	2.5MG	1	BRETHINE	TERBUTALINE SULFATE	0
017849	002	TABLET;ORAL	5MG	1	BRETHINE	TERBUTALINE SULFATE	0
017851	001	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LIORESAL	BACLOFEN	0
017851	003	TABLET;ORAL	20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LIORESAL	BACLOFEN	0
017856	001	CREAM;TOPICAL	0.25% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TOPICORT	DESOXIMETASONE	0
017857	001	INJECTABLE;INJECTION	1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	STADOL PRESERVATIVE FREE	BUTORPHANOL TARTRATE	0
017857	002	INJECTABLE;INJECTION	2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	STADOL PRESERVATIVE FREE	BUTORPHANOL TARTRATE	0
017857	004	INJECTABLE;INJECTION	2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	STADOL	BUTORPHANOL TARTRATE	0
017858	001	SOLUTION;INJECTION, ORAL	N/A	1	AN-SULFUR COLLOID	TECHNETIUM TC-99M SULFUR COLLOID KIT	1
017862	001	INJECTABLE;INJECTION	EQ 5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	REGLAN	METOCLOPRAMIDE HYDROCHLORIDE	0
017862	004	INJECTABLE;INJECTION	EQ 10MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	REGLAN	METOCLOPRAMIDE HYDROCHLORIDE	0
017869	001	INJECTABLE;INJECTION	25% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	FUNDUSCEIN-25	FLUORESCEIN SODIUM	0
017871	001	CAPSULE;ORAL	250MG	1	DEMSER	METYROSINE	1
017874	001	SYSTEM;TRANSDERMAL	1MG/72HR	1	TRANSDERM SCOP	SCOPOLAMINE	0
017875	001	TABLET;ORAL-21	0.03MG;1.5MG	1	LOESTRIN 21 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE	0
017876	001	TABLET;ORAL-21	0.02MG;1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LOESTRIN 21 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE	0
017884	001	SOLUTION;ORAL	10GM/15ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CHRONULAC	LACTULOSE	0
017895	001	TABLET;ORAL	10MG	0	JANIMINE	IMIPRAMINE HYDROCHLORIDE	0
017895	002	TABLET;ORAL	25MG	0	JANIMINE	IMIPRAMINE HYDROCHLORIDE	0
017895	003	TABLET;ORAL	50MG	0	JANIMINE	IMIPRAMINE HYDROCHLORIDE	0
017902	001	INJECTABLE;INJECTION	65%	0	RENOVUE-65	IODAMIDE MEGLUMINE	0
017903	001	INJECTABLE;INJECTION	24%	0	RENOVUE-DIP	IODAMIDE MEGLUMINE	0
017907	001	INJECTABLE;INJECTION	N/A	0	GLUCOSCAN	TECHNETIUM TC-99M GLUCEPTATE KIT	0
017911	001	TABLET;ORAL	150MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CLINORIL	SULINDAC	0
017911	002	TABLET;ORAL	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CLINORIL	SULINDAC	0
017914	001	SOLUTION/DROPS;OTIC	2%;0.05%	0	TRIDESILON	ACETIC ACID, GLACIAL; DESONIDE	0
017919	002	TABLET;ORAL-28	0.035MG;1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ORTHO-NOVUM 1/35-28	ETHINYL ESTRADIOL; NORETHINDRONE	0
017920	002	TABLET;ORAL	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TAGAMET	CIMETIDINE	0
017920	003	TABLET;ORAL	300MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TAGAMET	CIMETIDINE	0
017920	004	TABLET;ORAL	400MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TAGAMET	CIMETIDINE	0
017920	005	TABLET;ORAL	800MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TAGAMET	CIMETIDINE	0
017922	001	SOLUTION;NASAL	0.01%	1	DDAVP	DESMOPRESSIN ACETATE	0
017922	002	SPRAY, METERED;NASAL	0.01MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DDAVP	DESMOPRESSIN ACETATE	0
017922	003	SPRAY, METERED;NASAL	0.01MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DDAVP (NEEDS NO REFRIGERATION)	DESMOPRESSIN ACETATE	0
017923	001	SUSPENSION;ORAL	EQ 25MG HYDROCHLORIDE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	MELLARIL-S	THIORIDAZINE	0
017923	002	SUSPENSION;ORAL	EQ 100MG HYDROCHLORIDE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	MELLARIL-S	THIORIDAZINE	0
017924	001	SOLUTION;ORAL	EQ 300MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	TAGAMET	CIMETIDINE HYDROCHLORIDE	0
017938	001	CONCENTRATE;ORAL	20MG/ML	0	MOBAN	MOLINDONE HYDROCHLORIDE	0
017939	002	INJECTABLE;INJECTION	EQ 300MG BASE/2ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	TAGAMET	CIMETIDINE HYDROCHLORIDE	0
017948	001	TABLET;ORAL	0.035MG;0.5MG;75MG	0	NORMINEST FE	ETHINYL ESTRADIOL;NORETHINDRONE; FERROUS FUMARATE	0
017950	001	CREAM;TOPICAL	0.2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	WESTCORT	HYDROCORTISONE VALERATE	0
017955	001	GEL;TOPICAL	0.01%	1	RETIN-A	TRETINOIN	1
017956	001	TABLET, EXTENDED RELEASE;ORAL	75MG	0	TEPANIL TEN-TAB	DIETHYLPROPION HYDROCHLORIDE	0
017957	001	INJECTABLE;INJECTION	8%;61MG/100ML;211MG/100ML;56MG/100ML;388MG/100ML	0	VEINAMINE 8%	AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE	0
017957	002	INJECTABLE;INJECTION	8.5% (8.5GM/100ML)	0	NOVAMINE 8.5%	AMINO ACIDS	0
017957	003	INJECTABLE;INJECTION	11.4% (11.4GM/100ML)	0	NOVAMINE 11.4%	AMINO ACIDS	0
017957	004	INJECTABLE;INJECTION	15% (75GM/500ML)	0	NOVAMINE 15%	AMINO ACIDS	0
017962	001	TABLET;ORAL	EQ 2.5MG BASE	1	PARLODEL	BROMOCRIPTINE MESYLATE	0
017962	002	CAPSULE;ORAL	EQ 5MG BASE	1	PARLODEL	BROMOCRIPTINE MESYLATE	0
017963	001	TABLET;ORAL	50MG	1	LOPRESSOR	METOPROLOL TARTRATE	0
017963	002	TABLET;ORAL	100MG	1	LOPRESSOR	METOPROLOL TARTRATE	0
017970	001	TABLET;ORAL	EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NOLVADEX	TAMOXIFEN CITRATE	0
017970	002	TABLET;ORAL	EQ 20MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NOLVADEX	TAMOXIFEN CITRATE	0
017971	001	TABLET;ORAL	300MG	0	ESKALITH	LITHIUM CARBONATE	0
017972	001	INJECTABLE;INJECTION	N/A	0	OSTEOLITE	TECHNETIUM TC-99M MEDRONATE KIT	0
017979	001	INJECTABLE;INJECTION	1,000 UNITS/ML	0	HEPARIN SODIUM	HEPARIN SODIUM	0
017979	002	INJECTABLE;INJECTION	10,000 UNITS/ML	0	HEPARIN SODIUM	HEPARIN SODIUM	0
017979	003	INJECTABLE;INJECTION	5,000 UNITS/ML	0	HEPARIN SODIUM	HEPARIN SODIUM	0
017982	001	INJECTABLE;INJECTION	3.75GM/VIAL	0	AMIPAQUE	METRIZAMIDE	0
017982	002	INJECTABLE;INJECTION	6.75GM/VIAL	0	AMIPAQUE	METRIZAMIDE	0
017982	003	INJECTABLE;INJECTION	2.5GM/VIAL	0	AMIPAQUE	METRIZAMIDE	0
017982	004	INJECTABLE;INJECTION	13.5GM/VIAL	0	AMIPAQUE	METRIZAMIDE	0
017989	001	INJECTABLE;INJECTION	EQ 0.25MG BASE/ML	1	HEMABATE	CARBOPROST TROMETHAMINE	1
017993	001	TABLET;ORAL	1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	HYDERGINE	ERGOLOID MESYLATES	0
017993	003	TABLET;ORAL	0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	HYDERGINE	ERGOLOID MESYLATES	0
017994	001	OINTMENT;TOPICAL	0.05%	0	PSORCON E	DIFLORASONE DIACETATE	0
017995	001	INJECTABLE;INJECTION	60GM/100ML	0	DEXTROSE 60% IN PLASTIC CONTAINER	DEXTROSE	0
017995	002	INJECTABLE;INJECTION	60GM/100ML	0	DEXTROSE 60%	DEXTROSE	0
018008	001	INJECTABLE;INJECTION	5GM/100ML;300MG/100ML;450MG/100ML	0	DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 20MEQ (K) IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	002	INJECTABLE;INJECTION	5GM/100ML;75MG/100ML;450MG/100ML	0	DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 5MEQ IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	003	INJECTABLE;INJECTION	5GM/100ML;224MG/100ML;450MG/100ML	0	DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 15MEQ IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	004	INJECTABLE;INJECTION	5GM/100ML;150MG/100ML;450MG/100ML	0	POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	005	INJECTABLE;INJECTION	5GM/100ML;75MG/100ML;450MG/100ML	0	POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	006	INJECTABLE;INJECTION	5GM/100ML;150MG/100ML;450MG/100ML	0	POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	007	INJECTABLE;INJECTION	5GM/100ML;150MG/100ML;450MG/100ML	0	POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	008	INJECTABLE;INJECTION	5GM/100ML;224MG/100ML;450MG/100ML	0	POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	009	INJECTABLE;INJECTION	5GM/100ML;300MG/100ML;450MG/100ML	0	POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018008	010	INJECTABLE;INJECTION	5GM/100ML;300MG/100ML;450MG/100ML	0	DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 20MEQ (K) IN PLASTIC CONTAINER	DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
018012	001	SOLUTION;ORAL	EQ 10MG BASE/5ML	0	PAMELOR	NORTRIPTYLINE HYDROCHLORIDE	0
018013	001	CAPSULE;ORAL	EQ 10MG BASE	1	PAMELOR	NORTRIPTYLINE HYDROCHLORIDE	0
018013	002	CAPSULE;ORAL	EQ 25MG BASE	1	PAMELOR	NORTRIPTYLINE HYDROCHLORIDE	0
018013	003	CAPSULE;ORAL	EQ 75MG BASE	1	PAMELOR	NORTRIPTYLINE HYDROCHLORIDE	0
018013	004	CAPSULE;ORAL	EQ 50MG BASE	1	PAMELOR	NORTRIPTYLINE HYDROCHLORIDE	0
018016	001	INJECTABLE;INJECTION	450MG/100ML	1	SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	SODIUM CHLORIDE	1
018023	001	INJECTABLE;INJECTION	20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML	0	LACTATED RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE	0
018024	001	SOLUTION;INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS	10MG/ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NUBAIN	NALBUPHINE HYDROCHLORIDE	0
018024	002	SOLUTION;INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS	20MG/ML (20MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NUBAIN	NALBUPHINE HYDROCHLORIDE	0
018024	003	SOLUTION;INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS	100MG/10ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NUBAIN	NALBUPHINE HYDROCHLORIDE	0
018024	004	SOLUTION;INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS	20MG/2ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NUBAIN	NALBUPHINE HYDROCHLORIDE	0
018024	005	SOLUTION;INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS	200MG/10ML (20MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NUBAIN	NALBUPHINE HYDROCHLORIDE	0
018025	001	INJECTABLE;INJECTION	10MG/ML	0	FUROSEMIDE	FUROSEMIDE	0
018026	001	INJECTABLE;INJECTION	5GM/100ML;900MG/100ML	0	DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
018027	001	TABLET, EXTENDED RELEASE;ORAL	300MG	1	LITHOBID	LITHIUM CARBONATE	1
018030	001	INJECTABLE;INJECTION	2.5GM/100ML;450MG/100ML	0	DEXTROSE 2.5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
018030	002	INJECTABLE;INJECTION	5GM/100ML;450MG/100ML	0	DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
018030	003	INJECTABLE;INJECTION	5GM/100ML;330MG/100ML	0	DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
018030	004	INJECTABLE;INJECTION	5GM/100ML;200MG/100ML	0	DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
018030	005	INJECTABLE;INJECTION	5GM/100ML;110MG/100ML	0	DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
