audit_id,year,application_number,application_kind,drug_brand,drug_generic,openfda_holder,payload_decision_date,payload_class_code,payload_class_description,payload_review_priority,tracked_in,tracked_row_id,tracked_table_date,tracked_table_class,tracked_table_priority,date_agreement,class_agreement,priority_agreement,matched_via,verdict,review_flag,source_url_drugsatfda,source_query_url
F1983-010,1983,NDA050544,NDA,NETROMYCIN,NETILMICIN SULFATE EQ 25MG BASE/ML,SCHERING,1983-02-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1983-05,1983-02-28,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050544,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-011,1983,NDA018871,NDA,PROTOSTAT,METRONIDAZOLE 250MG,ORTHO MCNEIL PHARM,1983-03-02,,,,fda_original_non_nme_decisions.csv,O-NDA018871,1983-03-02,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018871,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-012,1983,NDA018723,NDA,DEPAKOTE,DIVALPROEX SODIUM,ABBVIE,1983-03-10,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018723,1983-03-10,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018723,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-013,1983,NDA018642,NDA,BETA-VAL,BETAMETHASONE VALERATE,COSETTE PHARMS NC,1983-03-24,,,,fda_original_non_nme_decisions.csv,O-NDA018642,1983-03-24,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018642,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=1000"
F1983-014,1983,BLA018263,BLA,MICROLITE,TECHNETIUM TC-99M ALBUMIN COLLOID KIT N/A,PHARMALUCENCE,1983-03-25,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-BLA018263,1983-03-25,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018263,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-015,1983,NDA018821,NDA,REGLAN,METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ROBINS AH,1983-03-25,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018821,1983-03-25,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018821,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=1000"
F1983-016,1983,NDA018683,NDA,TODAY,NONOXYNOL-9 1GM,MAYER LABS INC,1983-04-01,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018683,1983-04-01,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018683,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-017,1983,NDA018920,NDA,M.V.I. PEDIATRIC,ASCORBIC ACID 80MG/VIAL; BIOTIN 0.02MG/VIAL; CYANOCOBALAMIN 0.001MG/VIAL; DEXPANTHENOL 5MG/VIAL; ERGOCALCIFEROL 0.01MG/VIAL; FOLIC ACID 0.14MG/VIAL; NIACINAMIDE 17MG/VIAL; PHYTONADIONE 0.2MG/VIAL; PYRIDOXINE HYDROCHLORIDE 1MG/VIAL; RIBOFLAVIN 5'-PHOSPHATE SODIUM 1.4MG/VIAL; THIAMINE HYDROCHLORIDE EQ 1.2MG BASE/VIAL; VITAMIN A 0.7MG/VIAL; VITAMIN E 7MG/VIAL,HOSPIRA,1983-04-06,TYPE 4,Type 4 - New Combination,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018920,1983-04-06,TYPE 4,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018920,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-018,1983,NDA018553,NDA,INDERAL LA,PROPRANOLOL HYDROCHLORIDE,ANI PHARMS,1983-04-19,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018553,1983-04-19,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018553,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-019,1983,NDA018986,NDA,PRALIDOXIME CHLORIDE (AUTOINJECTOR),PRALIDOXIME CHLORIDE 600MG/2ML (300MG/ML),MERIDIAN MEDCL TECHN,1983-04-26,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018986,1983-04-26,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018986,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-020,1983,NDA018893,NDA,SODIUM ACETATE,SODIUM ACETATE,HOSPIRA,1983-05-04,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018893,1983-05-04,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018893,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-021,1983,NDA018852,NDA,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE 400MG; TRIMETHOPRIM 80MG,WATSON LABS,1983-05-09,,,,fda_original_non_nme_decisions.csv,O-NDA018852,1983-05-09,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018852,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-022,1983,NDA018854,NDA,SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH,SULFAMETHOXAZOLE 800MG; TRIMETHOPRIM 160MG,WATSON LABS,1983-05-09,,,,fda_original_non_nme_decisions.csv,O-NDA018854,1983-05-09,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018854,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-023,1983,NDA018892,NDA,SODIUM PHOSPHATES IN PLASTIC CONTAINER,"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE AND SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",HOSPIRA,1983-05-10,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018892,1983-05-10,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018892,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-024,1983,NDA018647,NDA,CORZIDE,BENDROFLUMETHIAZIDE 5MG; NADOLOL 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,KING PHARMS LLC,1983-05-25,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018647,1983-05-25,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018647,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-025,1983,NDA018749,NDA,LITHOSTAT,ACETOHYDROXAMIC ACID,MISSION PHARMA,1983-05-31,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1983-04,1983-05-31,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018749,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-026,1983,NDA018703,NDA,ZANTAC 300,RANITIDINE HYDROCHLORIDE EQ 300MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,GLAXO GRP LTD,1983-06-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1983-02,1983-06-09,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018703,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-027,1983,NDA018713,NDA,MYCELEX,CLOTRIMAZOLE 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,BAYER HLTHCARE,1983-06-17,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018713,1983-06-17,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018713,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-028,1983,NDA018656,NDA,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE 40MG/ML,TELIGENT,1983-06-28,,,,fda_original_non_nme_decisions.csv,O-NDA018656,1983-06-28,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018656,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-029,1983,NDA018465,NDA,SOYACAL 10%,SOYBEAN OIL 10%,ALPHA THERA,1983-06-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018465,1983-06-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018465,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-030,1983,NDA018786,NDA,SOYACAL 20%,SOYBEAN OIL 20%,ALPHA THERA,1983-06-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018786,1983-06-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018786,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=1000"
F1983-031,1983,NDA018840,NDA,DEXTROSE 5% AND ELECTROLYTE NO. 75 IN PLASTIC CONTAINER,"DEXTROSE 5GM/100ML; POTASSIUM CHLORIDE 205MG/100ML; POTASSIUM PHOSPHATE, MONOBASIC 100MG/100ML; SODIUM CHLORIDE 120MG/100ML; SODIUM LACTATE 220MG/100ML",BAXTER HLTHCARE,1983-06-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018840,1983-06-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018840,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-032,1983,NDA018761,NDA,ALUPENT,METAPROTERENOL SULFATE 0.6%,BOEHRINGER INGELHEIM,1983-06-30,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018761,1983-06-30,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018761,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-033,1983,NDA018839,NDA,BETADERM,BETAMETHASONE VALERATE EQ 0.1% BASE,ROACO,1983-06-30,,,,fda_original_non_nme_decisions.csv,O-NDA018839,1983-06-30,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018839,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-034,1983,NDA018538,NDA,LOZOL,INDAPAMIDE 1.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SANOFI AVENTIS US,1983-07-06,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1983-11,1983-07-06,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018538,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-035,1983,NDA018342,NDA,WELLCOVORIN,LEUCOVORIN CALCIUM EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,GLAXOSMITHKLINE,1983-07-08,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018342,1983-07-08,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018342,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=1000"
F1983-036,1983,NDA022046,NDA,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE 0.5%,HOSPIRA,1983-07-13,UNKNOWN,,STANDARD,fda_original_non_nme_decisions.csv,O-NDA022046,1983-07-13,UNKNOWN,STANDARD,YES,BOTH_NOT_STATED,YES,application_number,TRACKED_REVIEW,payload published no submission_class_code,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022046,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-037,1983,NDA018741,NDA,DIPROLENE,BETAMETHASONE DIPROPIONATE,ORGANON,1983-07-27,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018741,1983-07-27,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018741,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-038,1983,NDA018513,NDA,CHENIX,CHENODIOL 250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,LEADIANT BIOSCI INC,1983-07-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1983-12,1983-07-28,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018513,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-039,1983,NDA018726,NDA,WESTCORT,HYDROCORTISONE VALERATE 0.2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SUN PHARM INDS INC,1983-08-08,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018726,1983-08-08,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018726,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-040,1983,NDA018845,NDA,METRONIDAZOLE,METRONIDAZOLE 250MG,CHARTWELL MOLECULES,1983-08-18,,,,fda_original_non_nme_decisions.csv,O-NDA018845,1983-08-18,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018845,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-041,1983,NDA018930,NDA,METRONIDAZOLE,METRONIDAZOLE 500MG,CHARTWELL MOLECULES,1983-08-18,,,,fda_original_non_nme_decisions.csv,O-NDA018930,1983-08-18,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018930,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-042,1983,NDA018807,NDA,DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER,CALCIUM CHLORIDE 510MG/100ML; DEXTROSE 50GM/100ML; MAGNESIUM CHLORIDE 200MG/100ML; SODIUM ACETATE 9.4GM/100ML; SODIUM CHLORIDE 11GM/100ML,B BRAUN,1983-08-26,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018807,1983-08-26,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018807,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-043,1983,NDA018861,NDA,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,FOUGERA,1983-08-31,,,,fda_original_non_nme_decisions.csv,O-NDA018861,1983-08-31,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018861,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=1000"
F1983-044,1983,NDA018862,NDA,BETATREX,BETAMETHASONE VALERATE EQ 0.1% BASE,SAVAGE LABS,1983-08-31,,,,fda_original_non_nme_decisions.csv,O-NDA018862,1983-08-31,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018862,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=1000"
F1983-045,1983,NDA018863,NDA,BETATREX,BETAMETHASONE VALERATE EQ 0.1% BASE,SAVAGE LABS,1983-08-31,,,,fda_original_non_nme_decisions.csv,O-NDA018863,1983-08-31,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018863,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-046,1983,NDA018865,NDA,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,FOUGERA,1983-08-31,,,,fda_original_non_nme_decisions.csv,O-NDA018865,1983-08-31,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018865,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-047,1983,NDA018866,NDA,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,FOUGERA,1983-08-31,,,,fda_original_non_nme_decisions.csv,O-NDA018866,1983-08-31,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018866,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-048,1983,NDA018867,NDA,BETATREX,BETAMETHASONE VALERATE EQ 0.1% BASE,SAVAGE LABS,1983-08-31,,,,fda_original_non_nme_decisions.csv,O-NDA018867,1983-08-31,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018867,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
F1983-049,1983,NDA017813,NDA,LIBRELEASE,CHLORDIAZEPOXIDE 30MG,VALEANT PHARM INTL,1983-09-12,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA017813,1983-09-12,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017813,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19830101%20TO%2019831231]&limit=1000&skip=0"
