ticker,company,decision_date,decision_type,close_before,date_before,close_on_or_after,date_on_or_after,close_few_days_later,date_few_days_later,pct_change_on_decision,source_url,verification_status,notes
CELC,Celcuity Inc.,2026-07-14,Approval,103.79,2026-07-13,111.05,2026-07-14,91.51,2026-07-15,6.99,https://query1.finance.yahoo.com/v8/finance/chart/CELC?period1=1783468800&period2=1784505600&interval=1d,Verified,
MRK,"Merck & Co., Inc.",2026-07-15,Approval,120.78,2026-07-14,123.61,2026-07-15,127.63,2026-07-16,2.34,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1783555200&period2=1784592000&interval=1d,Verified,
NUVL,"Nuvalent, Inc.",2026-07-22,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/NUVL?period1=1784160000&period2=1785196800&interval=1d,Verified - price unavailable,"REJECTED AS UNRELIABLE - the API returned a degenerate series for this window: four identical bars at 123.96 with zero volume, then nulls, and a firstTradeDate of 2026-07-14. That is not a valid price history, so no prices are recorded for this row rather than recording a fabricated number."
OTLK,"Outlook Therapeutics, Inc.",2026-07-24,Approval,1.32,2026-07-23,1.405,2026-07-24,1.065,2026-07-27,6.44,https://query1.finance.yahoo.com/v8/finance/chart/OTLK?period1=1784332800&period2=1785369600&interval=1d,Verified,"IRREGULARITY FLAGGED: the stock ROSE 6.44% on the approval day itself (1.32 -> 1.405) but then fell 24.2% and 15.1% over the next two sessions (1.405 -> 1.065 -> 0.904), i.e. an approval followed by a ~35% two-session drawdown. The cause is NOT established here and must be checked manually (financing / company-specific news is the likely explanation) - it is deliberately not guessed."
BMY,Bristol Myers Squibb Company,2026-08-13,Approval,63.7,2026-08-12,64.65,2026-08-13,63.83,2026-08-14,1.49,https://query1.finance.yahoo.com/v8/finance/chart/BMY?period1=1786060800&period2=1787097600&interval=1d,Verified,
LNTH,"Lantheus Holdings, Inc.",2026-08-13,Approval,100.73,2026-08-12,100.94,2026-08-13,100.95,2026-08-14,0.21,https://query1.finance.yahoo.com/v8/finance/chart/LNTH?period1=1786060800&period2=1787097600&interval=1d,Verified,
REGN,"Regeneron Pharmaceuticals, Inc.",2026-08-19,Approval,810.24,2026-08-18,840.84,2026-08-19,826.64,2026-08-20,3.78,https://query1.finance.yahoo.com/v8/finance/chart/REGN?period1=1786579200&period2=1787616000&interval=1d,Verified,
IONS,"Ionis Pharmaceuticals, Inc.",2026-09-03,Approval,61.33,2026-09-02,58.13,2026-09-03,58.09,2026-09-04,-5.22,https://query1.finance.yahoo.com/v8/finance/chart/IONS?period1=1787875200&period2=1788912000&interval=1d,Verified,
AZN,AstraZeneca plc,2026-09-04,Approval,164.77,2026-09-03,162.7,2026-09-04,160.04,2026-09-08,-1.26,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1787961600&period2=1788998400&interval=1d,Verified,
SRRK,Scholar Rock Holding Corporation,2026-09-11,Approval,55.67,2026-09-10,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/SRRK?period1=1788566400&period2=1789603200&interval=1d,Verified - incomplete (see notes),"The 2026-09-11 daily bar was still open/null when captured (the API was read within minutes of the 16:00 ET closing bell on the approval day, and the company's press release went out at 18:25 ET the same day). close_on is therefore left blank - it must be re-fetched. close_before is the 2026-09-10 close. A daily bar exists for the decision date but its close had not been published when the capture was taken, so close_on_or_after and pct_change are left blank pending a re-fetch."
