company_name,ticker,drug_brand,drug_generic,decision_type,decision_date,indication,review_pathway,source_url_1,source_url_2,verification_status,notes,us_investable_class,classification_basis,exchange,decision_id
Bayer AG,BAYRY,Stivarga,regorafenib,Approval,2012-09-27,Metastatic colorectal cancer; GIST; HCC,Priority,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203085,Verified,,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'OTC ADR; primary XETRA:BAYN',OTC ADR; primary XETRA:BAYN,D610
Onyx Pharmaceuticals (acquired by Amgen 2013),ONXX,Kyprolis,carfilzomib,Approval,2012-07-20,Relapsed/refractory multiple myeloma,Priority,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202714,Verified,Onyx was ONXX at approval; Amgen acquired Onyx Oct 2013. Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ (delisted 2013)',NASDAQ (delisted 2013),D611
"Boehringer Ingelheim Pharmaceuticals, Inc.",NO_TICKER,Striverdi Respimat,olodaterol,Approval,2014-07-31,Long-term maintenance COPD (LABA),Standard,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203108,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - privately held')",N/A - privately held,D612
"Boehringer Ingelheim Pharmaceuticals, Inc.",NO_TICKER,Jardiance,empagliflozin,Approval,2014-08-01,Type 2 diabetes,Standard,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204629,Verified,Empagliflozin later approved for CV death reduction in T2DM in 2016. Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - privately held')",N/A - privately held,D613
Helsinn Healthcare SA,NO_TICKER,Akynzeo,netupitant/palonosetron,Approval,2014-10-10,Prevention of acute and delayed CINV,Standard,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205718,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - privately held Swiss pharma')",N/A - privately held Swiss pharma,D614
Bracco Diagnostics Inc.,NO_TICKER,Lumason,sulfur hexafluoride lipid microspheres,Approval,2014-10-10,Left ventricular opacification in suboptimal echocardiograms,Standard,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203684,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - subsidiary of privately held Bracco Group (Italy)')",N/A - subsidiary of privately held Bracco Group (Italy),D615
The Medicines Company (acquired by Chiesi/Novartis),MDCO,Orbactiv,oritavancin,Approval,2014-08-06,Acute bacterial skin and skin structure infections (ABSSSI),Priority,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206334,Verified,MDCO was decision-date NASDAQ ticker; antibiotic business sold to Melinta 2017; rest of Co. acquired by Novartis/Chiesi. Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ (delisted 2020)',NASDAQ (delisted 2020),D616
Bausch Health Companies Inc. (Valeant/Dow Pharma),BHC,Jublia,efinaconazole,Approval,2014-06-06,Onychomycosis of toenails,Standard,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203567,Verified,"Dow Pharmaceutical Sciences was acquired by Valeant (later Bausch Health) May 2014, immediately before Jublia approval; BHC is the surviving ticker with the name change flagged.",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D617
Paladin Therapeutics (acquired by Endo International Feb 2014),ENDP,Impavido,miltefosine,Approval,2014-03-19,"Visceral, cutaneous, mucosal leishmaniasis",Priority,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204684,Verified,Paladin was acquired by Endo Feb 2014; Endo traded as ENDP on NASDAQ until later restructuring. IRREGULARITY: ENDP was decision-date parent; later bankrupt/OTC; price cells left blank. Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'NASDAQ (later OTC/now delisted)',NASDAQ (later OTC/now delisted),D618
Piramal Imaging,NO_TICKER,Neuraceq,florbetaben F 18,Approval,2014-03-19,PET imaging of beta-amyloid plaques,Standard,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204677,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - Piramal Group privately held; no US listing')",N/A - Piramal Group privately held; no US listing,D619
Salix Pharmaceuticals (acquired by Valeant/Bausch 2015),SLXP,Fulyzaq,crofelemer,Approval,2012-12-31,Symptomatic non-infectious diarrhea in HIV patients on ART,Priority,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202292,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ (delisted 2015)',NASDAQ (delisted 2015),D620
Pfizer Inc.,PFE,Xeljanz,tofacitinib,Approval,2012-11-06,Moderate-to-severe rheumatoid arthritis,Priority,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203214,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D621
Bristol Myers Squibb Company,BMY,Eliquis,apixaban,Approval,2012-12-28,Nonvalvular AF stroke prevention; DVT/PE treatment/VTE prophylaxis,Priority,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202155,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D622
Johnson & Johnson (Janssen),JNJ,Sirturo,bedaquiline,Approval,2012-12-28,Multi-drug resistant pulmonary tuberculosis,Priority,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204384,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D623
"Ironwood Pharmaceuticals, Inc. (acquired by Alfasigma 2024)",IRWD,Linzess,linaclotide,Approval,2012-08-30,Irritable bowel syndrome with constipation; chronic idiopathic constipation,Standard,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202811,Verified,"Co-marketed with Forest/Allergan; IRWD was decision-date NASDAQ issuer, taken private by Alfasigma in 2024. Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ (delisted 2024)',NASDAQ (delisted 2024),D624
BTG International,NO_TICKER,Voraxaze,glucarpidase,Approval,2012-01-17,Toxic methotrexate levels in patients with impaired renal function,Priority,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202519,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - BTG (UK LSE:BGC); acquired by Boston Scientific 2019; no US ADR')",N/A - BTG (UK LSE:BGC); acquired by Boston Scientific 2019; no US ADR,D625
"Exelixis, Inc.",EXEL,Cometriq,cabozantinib,Approval,2012-11-29,Progressive metastatic medullary thyroid cancer,Priority,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203756,Verified,Capsule formulation for MTC (cometriq); tablet formulation (Cabometyx) later approved for RCC and HCC.,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D626
Forest Laboratories (Allergan/AbbVie),NO_US_TICKER,Daliresp,roflumilast,Approval,2011-02-28,Severe COPD exacerbation reduction,Standard,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=22522,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_US_TICKER', exchange='N/A - FRX/AGN delisted')",N/A - FRX/AGN delisted,D627
Forest Laboratories (Allergan/AbbVie),NO_TICKER,Viibryd,vilazodone,Approval,2011-01-21,Major depressive disorder,Standard,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=22567,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - FRX/AGN delisted')",N/A - FRX/AGN delisted,D628
Bausch Health Companies Inc.,BHC,Luzu,luliconazole,Approval,2013-11-14,Topical tinea pedis/cruris/corporis,Standard,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204153,Verified,Medicis (acquired by Valeant 2012) was applicant; BHC recorded as surviving parent.,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D629
Optimer Pharmaceuticals (acquired by Cubist/Merck 2013-15),OPTR,Dificid,fidaxomicin,Approval,2011-05-27,Clostridium difficile-associated diarrhea,Priority,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201699,Verified,Optimer OPTR decision-date ticker; acquired by Cubist Oct 2013; Cubist acquired by Merck 2015. Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ (delisted 2013)',NASDAQ (delisted 2013),D630
Sunovion Pharmaceuticals (Sumitomo Dainippon subsidiary),NO_TICKER,Aptiom,eslicarbazepine acetate,Approval,2013-11-08,Partial-onset seizures (adjunct),Standard,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=22416,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - subsidiary of Sumitomo Dainippon Pharma (TYO:4506); no US ADR verified')",N/A - subsidiary of Sumitomo Dainippon Pharma (TYO:4506); no US ADR verified,D631
"Genentech, Inc. (Roche group)",RHHBY,Kadcyla,ado-trastuzumab emtansine,Approval,2013-02-22,HER2+ metastatic breast cancer,Priority,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125427,Verified,,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'OTC ADR; primary SIX:ROG',OTC ADR; primary SIX:ROG,D632
NPS Pharmaceuticals (acquired by Shire/Takeda 2015),NPSP,Gattex,teduglutide,Approval,2012-12-21,Short bowel syndrome with intestinal failure in adults,Priority,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203336,Verified,Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ (delisted Feb 2015)',NASDAQ (delisted Feb 2015),D633
Orexigen Therapeutics (filed 2018; Contrave to Nalpropion),OREX,Contrave,naltrexone/bupropion ER,Approval,2014-09-10,Chronic weight management in obese/overweight adults with weight-related comorbidity,Standard,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200063,Verified,OREX was NASDAQ at approval; Orexigen filed bankruptcy 2018; Contrave rights transitioned to Nalpropion. Price cells left blank for delisted issuer (per repo blank-beats-guessed rule). Price cells left blank for delisted/private issuers (per repo blank-beats-guessed rule).,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ (delisted 2018)',NASDAQ (delisted 2018),D634
ShowBrand,,Evoxac,Cevimeline Hydrochloride,Approval,2000-01-11,Evoxac is indicated for the treatment of symptoms of dry mouth in patients with Sjogren's Syndrome.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020989,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020989; FDA-table applicant: ShowBrand,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D635
Novartis AG,NVS,Trileptal,Oxcarbazepine,Approval,2000-01-14,Trileptal is indicated for use as monotherapy or adjunctive therapy in the treatment of partial seizures in adults with epilepsy and as adjunctive therapy in the treatment of partial seizures in children ages 4-16 with epilepsy.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021014,Verified,appl N021014; FDA-table applicant: Novartis Pharms. primary SIX:NOVN,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Novartis Pharms' matched pattern 'Novartis AG',NYSE (ADR),D636
Wyeth (acquired by Pfizer 2009),WYE,Protonix,Pantoprazole Sodium,Approval,2000-02-02,Protonix is indicated for short-term treatment of erosive esophagitis associated with gastroesophageal reflux disease (GERD).,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020987,Verified,appl N020987; FDA-table applicant: Wyeth-Ayerst. NYSE:WYE delisted 2009,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Wyeth-Ayerst' matched pattern 'Wyeth (acquired by Pfizer 2009)',,D637
GlaxoSmithKline plc,GSK,Lotronex,Alosetron Hydrochloride,Approval,2000-02-09,Lotronex is indicated for the treatment of irritable bowel syndrome (IBS) in female patients whose predominant bowel symptom is diarrhea.,Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021107,Verified,appl N021107; FDA-table applicant: Glaxo Wellcome. primary LSE:GSK,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Glaxo Wellcome' matched pattern 'GlaxoSmithKline plc',NYSE (ADR),D638
U.S. Army,,Skin Exposure Reduction Paste Against Chemical Warfare Agents,Perfluoro-polymethyl-isopropyl Ether; Polytetrafluoro-ethylene,Approval,2000-02-17,Provides for the use of SERPACWA only in conjunction with Mission Oriented Protective Posture (MOPP) gear to reduce or delay the absorption of chemical warfare agents through the skin when SERPACWA is applied prior to exposure.,Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021084,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021084; FDA-table applicant: U.S. Army,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D639
Dainippon Pharm,,Zonegran,Zonisamide,Approval,2000-03-27,Zonegran is used as an adjunctive therapy in the treatment of partial seizures in adults with epilepsy.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020789,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020789; FDA-table applicant: Dainippon Pharm,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D640
Deproco,,Septocaine,"Articaine Hydrochloride, Epinephrine",Approval,2000-04-03,Septocaine is indicated for infiltration or nerve block anesthesia for dentistry.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020971,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020971; FDA-table applicant: Deproco,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D641
QLT Photo,,Visudyne,Verteporfin,Approval,2000-04-12,Visudyne provides for the treatment of age-related macular degeneration in patients with predominantly classic subfoveal choroidal neovascularization.,Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021119,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021119; FDA-table applicant: QLT Photo,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D642
Boehringer Ingelheim (private),,Mobic,Meloxicam,Approval,2000-04-13,Mobic is indicated for the relief of the signs and symptoms of osteoarthritis.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020938,Verified,"appl N020938; FDA-table applicant: Boehringer Ingleheim Pharms. family-held, no listed equity",PRIVATE / NO EQUITY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Boehringer Ingleheim Pharms' matched pattern 'Boehringer Ingelheim (private)',N/A - privately held,D643
Pharmacia (acquired by Pfizer 2003),PGE?,Zyvox,Linezolid,Approval,2000-04-18,"Zyvox is indicated for the treatment of adult patients with vancomycin-resistant Enterococcus faecium infections, nosocomial pneumonia, complicated and uncomplicated skin and skin structure infections, and community-acquired pneumonia.",Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021130,Verified,appl N021130; FDA-table applicant: Pharmacia & Upjohn. Pharmacia Corp delisted 2003 into Pfizer,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Pharmacia & Upjohn' matched pattern 'Pharmacia (acquired by Pfizer 2003)',,D644
Sanofi-Aventis (now Sanofi),SNY,Lantus,Insulin Glargine,Approval,2000-04-20,Lantus is indicated for once-daily subcutaneous administration at bedtime in the treatment of adult and pediatric patients with type 1 diabetes mellitus or adult patients with type 2 diabetes mellitus who require basal (long-acting) insulin for the control of hyperglycemia.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021081,Verified,appl N021081; FDA-table applicant: Aventis Pharms. primary Euronext:SAN,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Aventis Pharms' matched pattern 'Sanofi-Aventis (now Sanofi)',NYSE (ADR),D645
Novartis AG,NVS,Exelon,Rivastigmine Tartrate,Approval,2000-04-21,Exelon is indicated for the treatment of mild to moderate dementia of the Alzheimer's type.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020823,Verified,appl N020823; FDA-table applicant: Novartis Pharms. primary SIX:NOVN,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Novartis Pharms' matched pattern 'Novartis AG',NYSE (ADR),D646
Wyeth (acquired by Pfizer 2009),WYE,Mylotarg,Gemtuzumab Ozogamicin,Approval,2000-05-17,Mylotarg is indicated for the treatment of patients with CD33 positive acute myeloid leukemia in first relapse who are 60 years of age or older and who are not considered candidates for cytotoxic chemotherapy.,Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021174,Verified,appl N021174; FDA-table applicant: Wyeth-Ayerst. NYSE:WYE delisted 2009,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Wyeth-Ayerst' matched pattern 'Wyeth (acquired by Pfizer 2009)',,D647
Daiichi Sankyo Co. (Japan),4568,Welchol,Colesevelam Hydrochloride,Approval,2000-05-26,"Welchol is indicated for the reduction of elevated LDL-cholesterol, alone or in combination with an HMG-CoA reductase inhibitor, in patients with primary hypercholesterolemia (Frederickson Type IIa).",Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021176,Verified,appl N021176; FDA-table applicant: Sankyo Pharm. primary TSE:4568,NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Sankyo Pharm' matched pattern 'Daiichi Sankyo Co. (Japan)',TSE,D648
