nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes,window_source
NCT07388680,Pirfenidone Capsules in the Treatment of Radiation-induced Lung Injury With or Without Immune Pneumonia,"Beijing Continent Pharmaceutical Co, Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 2 / Phase 3,Recruiting,2026-12-30,ESTIMATED,Radiation-induced Lung Injury,Pirfenidone Capsules （400 mg）; Pirfenidone Capsules（600mg）; Pirfenidone Capsules（0mg）,Phase II and Phase III: The absolute value of the change in the predicted percentage of lung carbon monoxide diffusion capacity (DLCO% predicted) from the baseline at week 24.,https://clinicaltrials.gov/study/NCT07388680,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: At the 24th week of the experiment,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT07789743,Stop Transmission of Gambiense Human African Trypanosomiasis,"Institute of Tropical Medicine, Belgium",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-30,ESTIMATED,"Trypanosomiasis; African, Due to Trypanosoma Brucei Gambiense, Gambiense",Acoziborole,interruption of transmission of T.b. gambiense,https://clinicaltrials.gov/study/NCT07789743,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 4 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT00223145,Study on the Role of Hormonal Treatment for Two Dosage Levels of Prostate Radiation Therapy Versus Prostate Radiation Therapy Alone,Abdenour Nabid,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Prostate Cancer,Androgen blockade,Interval before biochemical failure,https://clinicaltrials.gov/study/NCT00223145,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 10 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT00223171,Duration of Androgen Blockade Combined With Pelvic Irradiation in Prostate Cancers,Université de Sherbrooke,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Prostate Cancer,Androgen blockade + radiation therapy,Specific survival,https://clinicaltrials.gov/study/NCT00223171,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 10 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT00978458,Radiation Therapy With or Without Temozolomide in Treating Patients With Low-Grade Glioma,Eastern Cooperative Oncology Group,NETWORK,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Brain and Central Nervous System Tumors,temozolomide,Progression-free survival (PFS),https://clinicaltrials.gov/study/NCT00978458,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NETWORK (academic/government/network sponsor),lead sponsor class: NETWORK,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT01266044,Controlled Trial Of Acupuncture To Prevent Radiation-Induced Xerostomia,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Head And Neck Cancer,,Self-Reported Xerostomia Symptoms Using the Xerostomia Questionnaire (XQ),https://clinicaltrials.gov/study/NCT01266044,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 4 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT01804686,A Long-term Extension Study of PCI-32765 (Ibrutinib),"Janssen Research & Development, LLC",INDUSTRY,Johnson & Johnson,JNJ,NYSE,US-LISTED,Phase 3,Recruiting,2026-12-31,ESTIMATED,Chronic Lymphocytic Leukemia,Ibrutinib,Number of participants affected by an adverse event,https://clinicaltrials.gov/study/NCT01804686,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Janssen R&D subsidiary of Johnson & Johnson (NYSE:JNJ),"lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 30 days after the last dose of study drug, or until the start of a subsequent systemic anti-cancer therapy, if earlier",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT01863550,Bortezomib or Carfilzomib With Lenalidomide and Dexamethasone in Treating Patients With Newly Diagnosed Multiple Myeloma,ECOG-ACRIN Cancer Research Group,NETWORK,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Plasma Cell Myeloma,Bortezomib; Carfilzomib; Dexamethasone; Lenalidomide,Overall survival (OS) for the maintenance analysis,https://clinicaltrials.gov/study/NCT01863550,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NETWORK (academic/government/network sponsor),"lead sponsor class: NETWORK | primary endpoint time frame: From the maintenance randomization to death due to any cause or, censored at the date last known alive, assessed up to 15 years",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT01924819,Trial of Preoperative Therapy for Gastric and Esophagogastric Junction Adenocarcinoma,Australasian Gastro-Intestinal Trials Group,NETWORK,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Gastric Cancer,Epirubicin + cisplatin + 5-fluorouracil OR epirubicin + cisplatin + capecitabine OR epirubicin + oxaliplatin + capecitabine OR 5-Fluorouracil + leucovorin + oxaliplatin + docetaxel,Overall survival,https://clinicaltrials.gov/study/NCT01924819,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NETWORK (academic/government/network sponsor),lead sponsor class: NETWORK | Phase 2/3 combined study | primary endpoint time frame: Up to 5 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT02320435,A Safety and Efficacy Extension Study of Pertuzumab in Patients With Solid Tumors Previously Enrolled in a Hoffmann-La Roche-Sponsored Pertuzumab Clinical Trial,Hoffmann-La Roche,INDUSTRY,Roche Holding AG,RHHBY,OTCQX,US-LISTED,Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Solid Tumors,Pertuzumab; Trastuzumab; Other Combination Anti-Cancer Therapies,Progression-Free Survival,https://clinicaltrials.gov/study/NCT02320435,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),F. Hoffmann-La Roche AG operating entity of Roche Holding AG (OTCQX:RHHBY / SIX:ROG),"lead sponsor class: INDUSTRY | primary endpoint time frame: From date of first dose of pertuzumab in this study until the date of disease progression or death, whichever occurs first (up to approximately 10 years)",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT02446405,Enzalutamide in First Line Androgen Deprivation Therapy for Metastatic Prostate Cancer,University of Sydney,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Prostatic Neoplasms,Enzalutamide; NSAA; LHRHA or Surgical Castration,Overall Survival Time,https://clinicaltrials.gov/study/NCT02446405,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 3 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT02448992,Hippocampal-Sparing Prophylactic Cranial Irradiation in Pathologically Nodal Positive Non-Small-Cell Lung Cancer,Chang Gung Memorial Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2026-12-31,ESTIMATED,Non-Small-Cell Lung Cancer (NSCLC),,"time to the development of brain metastasis/metastases (BM), irrespective of the absence of active neurological symptoms",https://clinicaltrials.gov/study/NCT02448992,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: one year,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT02595944,Nivolumab After Surgery and Chemotherapy in Treating Patients With Stage IB-IIIA Non-small Cell Lung Cancer (An ALCHEMIST Treatment Trial),National Cancer Institute (NCI),NIH,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Stage IB Lung Non-Small Cell Carcinoma AJCC v7,,Disease-free survival (DFS),https://clinicaltrials.gov/study/NCT02595944,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NIH (academic/government/network sponsor),"lead sponsor class: NIH | primary endpoint time frame: Time from randomization to the earliest event defined as disease recurrence, any new lung cancer (even in the opposite lung), or death from any cause at any known point in time, assessed up to 10 years",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03017326,Paediatric Hepatic International Tumour Trial,University of Birmingham,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Hepatoblastoma,Cisplatin; Doxorubicin; Carboplatin; 5Fluorouracil,Event-free survival (EFS),https://clinicaltrials.gov/study/NCT03017326,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: From date of randomisation (or registration into the trial for non-randomised patients), until date of first failure event, assessed up to 6 years.",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03148418,A Study in Participants Previously Enrolled in a Genentech- and/or F. Hoffmann-La Roche Ltd-Sponsored Atezolizumab Study (IMbrella A),Hoffmann-La Roche,INDUSTRY,Roche Holding AG,RHHBY,OTCQX,US-LISTED,Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Cancer,Atezolizumab; Bevacizumab,Number of Participants With Continued Access to Atezolizumab-Based Therapy and/or Comparator Agent(s),https://clinicaltrials.gov/study/NCT03148418,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),F. Hoffmann-La Roche AG operating entity of Roche Holding AG (OTCQX:RHHBY / SIX:ROG),lead sponsor class: INDUSTRY | primary endpoint time frame: Day 1 up to maximum 10 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03223220,Quelling of Excitotoxicity in Acute Stroke With Ketamine,Lower Merion Neurology Research Foundation,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Not Yet Recruiting,2026-12-31,ESTIMATED,Acute Ischemic Stroke,Ketamine; Midazolam injection,Change in weighted modified Rankin scale score between day 1 and 90 will be assessed.,https://clinicaltrials.gov/study/NCT03223220,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: On day 1 and at 90 days,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03303495,A Study of 2nd-line FOLFIRI ± Bevacizumab vs. Irinotecan ± Bevacizumab in mCRC,Sun Yat-sen University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Colorectal Neoplasms,CPT-11; 5-FU Bolus; 5-FU Infusion; l-LV (dl-LV),Progression-free survival (PFS),https://clinicaltrials.gov/study/NCT03303495,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Assessed until 1.5 years after the last patient enrolment,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03525873,A Study of Cancer Related Fatigue in Patients With Metastatic Cancer Receiving Anti-PD1 Immunotherapy,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Advanced Malignant Neoplasm,Methylphenidate,Assessment of the effects of methylphenidate (MP) plus physical activity in reducing cancer-related fatigue (CRF),https://clinicaltrials.gov/study/NCT03525873,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Up to 12 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03604991,Nivolumab and Ipilimumab in Treating Patients With Esophageal and Gastroesophageal Junction Adenocarcinoma Undergoing Surgery,National Cancer Institute (NCI),NIH,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Suspended,2026-12-31,ESTIMATED,Clinical Stage II Esophageal Adenocarcinoma AJCC v8,Carboplatin; Paclitaxel,Pathologic complete response (Step I),https://clinicaltrials.gov/study/NCT03604991,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NIH (academic/government/network sponsor),lead sponsor class: NIH | Phase 2/3 combined study | primary endpoint time frame: Up to 5 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03637816,Anamorelin Hydrochloride in Reducing Anorexia in Patients With Advanced Non-small Cell Lung Cancer,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Anorexia,Anamorelin Hydrochloride,To reach thematic saturation by qualitatively examining experiences related to anorexia at the baseline in advanced lung cancer patients with anorexia/cachexia receiving either oral Anamorelin 100 mg or placebo.,https://clinicaltrials.gov/study/NCT03637816,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Baseline up to day 64,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03654053,Multi-Center Study of the Effects of Simvastatin on Hepatic Decompensation and Death in Subjects Presenting With High-Risk Compensated Cirrhosis,VA Office of Research and Development,FED,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Cirrhosis,Placebo Oral Tablet; Simvastatin 40mg,Survival free from hepatic decompensation,https://clinicaltrials.gov/study/NCT03654053,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: FED (academic/government/network sponsor),lead sponsor class: FED | primary endpoint time frame: 24 months,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03703271,Study of Hysteroscopic Repeat Curettage as the First-line Treatment in Low-risk Postmolar Gestational Trophoblastic Neoplasia,Women's Hospital School Of Medicine Zhejiang University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Gestational Trophoblastic Neoplasia,Methotrexate,The ultimate complete response rate,https://clinicaltrials.gov/study/NCT03703271,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 2 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03712605,"Testing Pembrolizumab Versus Observation in Patients With Merkel Cell Carcinoma After Surgery, STAMP Trial",National Cancer Institute (NCI),NIH,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Pathologic Stage I Cutaneous Merkel Cell Carcinoma AJCC v8,,Recurrence free survival (RFS),https://clinicaltrials.gov/study/NCT03712605,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NIH (academic/government/network sponsor),lead sponsor class: NIH | primary endpoint time frame: From randomization until disease recurrence or death from any cause; assessed up to 5 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03713879,Comparative Effectiveness Between Indomethacin and Pancreatic Stenting in the Prevention of Post ERCP Pancreatitis,Chinese University of Hong Kong,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Post ERCP Pancreatitis,Indomethacin,post-ERCP pancreatitis,https://clinicaltrials.gov/study/NCT03713879,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 30 days,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03720262,Prevention of Hernia After Loop Ileostomy Reversal,Karolinska Institutet,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2026-12-31,ESTIMATED,Loop Ileostomy,,Hernia,https://clinicaltrials.gov/study/NCT03720262,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: One year,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03823534,Post-Op Pain Control for Prophylactic Intramedullary Nailing.,St. Louis University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Bone Metastases,Ketorolac; Normal saline; Acetaminophen; Oxycodone Acetaminophen,Milligram Morphine Equivalent (MME) of Opioid Medications Utilized,https://clinicaltrials.gov/study/NCT03823534,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Post-op days 1-14,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03859128,Toripalimab or Placebo as Adjuvant Therapy in Hepatocellular Carcinoma After Radical Resection,"Shanghai Junshi Bioscience Co., Ltd.",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Hepatocellular Carcinoma,,BICR-RFS,https://clinicaltrials.gov/study/NCT03859128,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Time frame is up to 100 months (for interim analysis, up to 92 months for Primary analysis)",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03927885,Open Labeled Placebo in Reducing Cancer Related Fatigue in Patients With Advanced Cancer,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Advanced Malignant Solid Neoplasm,,Change in cancer related fatigue,https://clinicaltrials.gov/study/NCT03927885,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Baseline up to 1 week,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03932136,Decreasing Risk of Psychosis by Sulforaphane (DROPS Trial),Shanghai Jiao Tong University School of Medicine,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Clinical High Risk Syndrome of Psychosis,,2-year conversion rate of psychosis,https://clinicaltrials.gov/study/NCT03932136,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 104 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03952299,Oxybutynin for Post-surgical Bladder Pain and Urgency,"University of California, Davis",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Overactive Bladder Syndrome,Oxybutynin Transdermal Patch; Oral Oxybutynin,Urgency Scores,https://clinicaltrials.gov/study/NCT03952299,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Preoperative (one week to two months) to postoperative period (six weeks).,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT03994471,Efficacy and Safety of XyloCore Peritoneal Dialysis Solution.,Iperboreal Pharma Srl,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-12-31,ESTIMATED,End Stage Renal Disease,"XyloCore Low Strenght, XyloCore Medium Strenght, XyloCore High Strenght; 1.36%, 1.5%, 2.27%, 2.5%, 3.86%, 2.25% Glucose PD Solution",Total weekly Kt/Vurea,https://clinicaltrials.gov/study/NCT03994471,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 24-week,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04020055,A Study to Evaluate Migalastat in Fabry Subjects With Amenable GLA Variant and Renal Disease,Amicus Therapeutics,INDUSTRY,Amicus Therapeutics,FOLD,"formerly NASDAQ:FOLD, delisted Apr 2026",US-LISTED,Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Fabry Disease,migalastat HCl 150 mg,Maximum observed concentration (Cmax),https://clinicaltrials.gov/study/NCT04020055,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline through Month 12,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04093167,Study of CTDNA Response Adaptive Immuno-Chemotherapy in Lung Cancer,Canadian Cancer Trials Group,NETWORK,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Lung Cancer,Pembrolizumab,Stage 1: Concordance rate between molecular response and radiologic response,https://clinicaltrials.gov/study/NCT04093167,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NETWORK (academic/government/network sponsor),lead sponsor class: NETWORK | Phase 2/3 combined study | primary endpoint time frame: 18 months,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04170283,A Study to Evaluate Long-term Safety of Zanubrutinib Regimens in Participants With B-Cell Malignancies Who Participated in BeiGene Parent Studies of Zanubrutinib,BeOne Medicines,INDUSTRY,BeOne Medicines,ONC,NASDAQ,US-LISTED,Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,B-cell Malignancies,Zanubrutinib; Tislelizumab,Number of Participants with Adverse Events (AEs) and Serious Adverse Events (SAEs),https://clinicaltrials.gov/study/NCT04170283,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 5 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04181060,Osimertinib With or Without Bevacizumab as Initial Treatment for Patients With EGFR-Mutant Lung Cancer,National Cancer Institute (NCI),NIH,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Advanced Lung Non-Squamous Non-Small Cell Carcinoma,Osimertinib,Progression-free survival (PFS),https://clinicaltrials.gov/study/NCT04181060,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NIH (academic/government/network sponsor),"lead sponsor class: NIH | primary endpoint time frame: From randomization to documented disease progression per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 or death from any cause, whichever occurs first, assessed up to 10 years",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04255849,Nine-valent HPV Vaccine to Prevent Persistent Oral HPV Infection in Men Living With HIV,Weill Medical College of Cornell University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,HPV Positive Oropharyngeal Squamous Cell Carcinoma,,"Number of participants with new persistent oral HPV infections with one or more of the following types: 6, 11, 16, 18, 31, 33, 45, 52, or 58",https://clinicaltrials.gov/study/NCT04255849,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: From Month 7 up to Month 60,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04273607,Anticoagulation-free VV ECMO for Acute Respiratory Failure,Damian Ratano,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2026-12-31,ESTIMATED,Extracorporeal Membrane Oxygenation Complication,Subcutaneous Heparin,ECMO associated thrombotic complications,https://clinicaltrials.gov/study/NCT04273607,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: through ECMO completion, an average of 14 days",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04318041,Evaluation of the Structural Modification Effect of Diacerein (Artrodar®) in Knee Osteoarthritic Patients,TRB Chemedica,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-12-31,ESTIMATED,Knee Osteoarthritis,Artrodar; Placebos,Cartilage volume measured by MRI of the affected knee.,https://clinicaltrials.gov/study/NCT04318041,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Change from Day 0 cartilage volume at Day 336, Day 672",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04386070,Preventing Pulmonary Complications in Surgical Patients at Risk of COVID-19,University of Birmingham,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Suspended,2026-12-31,ESTIMATED,Pulmonary Complications in Surgical Patients,RESP301,Pneumonia free survival; acute respiratory distress syndrome (ARDS) free survival; or death,https://clinicaltrials.gov/study/NCT04386070,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: From randomisation until discharge from hospital, average less than 30 days",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04460352,Chemoradiotherapy Followed by Planned Surgery or by Surveillance and Surgery Only When Needed for Oesophageal Cancer,Karolinska University Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Esophageal Squamous Cell Carcinoma,"Carboplatin, paclitaxel; Carboplatin, paclitaxel; Cisplatin, paclitaxel; Oxaliplatin, calcium folinate, 5-fluorouracil",Overall survival,https://clinicaltrials.gov/study/NCT04460352,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 3 years after randomisation,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04521881,Clinical Randomisation of an Anti-fibrinolytic in Symptomatic Mild Head Injury in Older Adults,London School of Hygiene and Tropical Medicine,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Traumatic Brain Injury,Tranexamic Acid 500 MG,Emergency department discharge,https://clinicaltrials.gov/study/NCT04521881,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: within 24 hours,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
