direction,approval_year,brand,generic,applicant,application,approval_date,compilation_review,compilation_accelerated,reconciliation_status,matched_via,master_decision_id,master_flag,openfda_crosscheck,compilation_source
compilation→master,2007,Somatuline Depot,lanreotide,Beaufour Ipsen Pharma,NDA22074,2007-08-30,Standard,No,MATCHED,appl NDA22074,D812,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2007,Tasigna,nilotinib,Novartis Pharmaceuticals,NDA22068,2007-10-29,Standard,Yes,MATCHED,appl NDA22068,D816,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2007,Tekturna,aliskiren,Novartis Pharmaceuticals,NDA21985,2007-03-05,Standard,No,MATCHED,appl NDA21985,D803,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2007,Torisel,temsirolimus,Wyeth,NDA22088,2007-05-30,Priority,No,MATCHED,appl NDA22088,D808,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2007,Tykerb,lapatinib,GlaxoSmithKline,NDA22059,2007-03-13,Priority,No,MATCHED,appl NDA22059,D804,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2007,Vyvanse,lisdexamfetamine dimesylate,New River Pharmaceuticals,NDA21977,2007-02-23,Standard,No,MATCHED,appl NDA21977,D802,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2007,[drug marketed without a proprietary name],ammonia N 13,Feinstein Institute for Medical Research,NDA22119,2007-08-23,Standard,No,MATCHED,appl NDA22119,D811,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,AdreView,iobenguane I 123,GE Healthcare,NDA22290,2008-09-19,Priority,No,MATCHED,appl NDA22290,D833,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Arcalyst,rilonacept,Regeneron Pharmaceuticals,BLA125249,2008-02-27,Priority,No,MATCHED,appl BLA125249,D821,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Banzel,rufinamide,Eisai Medical Research,NDA21911,2008-11-14,Standard,No,MATCHED,appl NDA21911,D837,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Cimzia,certolizumab pegol,UCB,BLA125160,2008-04-22,Standard,No,MATCHED,appl BLA125160,D825,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Cleviprex,clevidipine,The Medicines Company,NDA22156,2008-08-01,Standard,No,MATCHED,appl NDA22156,D830,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Durezol,difluprednate,Sirion Therapeutics,NDA22212,2008-06-23,Priority,No,MATCHED,appl NDA22212,D828,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Emend,fosaprepitant dimeglumine,Merck,NDA22023,2008-01-25,Standard,No,NOT_IN_MASTER,,,,,"https://www.fda.gov/media/177921/download?attachment  |  NOTE: Compilation row for Emend IV (fosaprepitant, NDA 022023, 2008) excluded by design: FDA's own 2008 NME table excludes fosaprepitant (aprepitant moiety already approved 2003 as Emend, D985 master row). Surfaced here, never silently patched."
compilation→master,2008,Entereg,alvimopan,Adolor,NDA21775,2008-05-20,Standard,No,MATCHED,appl NDA21775,D827,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Eovist,gadoxetate disodium,Bayer Healthcare Pharmaceuticals,NDA22090,2008-07-03,Standard,No,MATCHED,appl NDA22090,D829,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Firmagon,degarelix,Ferring Pharmaceuticals,NDA22201,2008-12-24,Standard,No,MATCHED,appl NDA22201,D843,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Intelence,etravirine,Tibotec,NDA22187,2008-01-18,Priority,Yes,MATCHED,appl NDA22187,D820,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Lexiscan,regadenoson,CV Therapeutics,NDA22161,2008-04-10,Standard,No,MATCHED,appl NDA22161,D824,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Lusedra,fospropofol disodium,Eisai Medical Research,NDA22244,2008-12-12,Standard,No,MATCHED,appl NDA22244,D840,YEAR_TABLE_ROW,MISMATCH_DATE,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Mozobil,plerixafor,Genzyme,NDA22311,2008-12-15,Priority,No,MATCHED,appl NDA22311,D841,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Nplate,romiplostim,Amgen,BLA125268,2008-08-22,Priority,No,MATCHED,appl BLA125268,D832,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Nucynta,tapentadol,Johnson & Johnson,NDA22304,2008-11-20,Standard,No,MATCHED,appl NDA22304,D838,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Pristiq,desvenlafaxine,Wyeth Pharmaceuticals,NDA21992,2008-02-29,Standard,No,MATCHED,appl NDA21992,D822,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Promacta,eltrombopag,GlaxoSmithKline,NDA22291,2008-11-20,Priority,Yes,MATCHED,appl NDA22291,D839,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Rapaflo,silodosin,Watson Laboratories,NDA22206,2008-10-08,Standard,No,MATCHED,appl NDA22206,D834,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Relistor,methylnaltrexone bromide,Progenics Pharmaceuticals,NDA21964,2008-04-24,Standard,No,MATCHED,appl NDA21964,D826,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Toviaz,fesoterodine fumarate,Pfizer,NDA22030,2008-10-31,Standard,No,MATCHED,appl NDA22030,D836,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Treanda,bendamustine hydrochloride,Cephalon,NDA22249,2008-03-20,Priority,No,MATCHED,appl NDA22249,D823,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Vasovist,gadofosveset trisodium,Epix Pharmaceuticals,NDA21711,2008-12-22,Standard,No,MATCHED,appl NDA21711,D842,YEAR_TABLE_ROW,MATCH_VIA_GENERIC,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Vimpat,lacosamide,Schwarz Biosciences,NDA22253;NDA22254,2008-10-28,Standard,No,MATCHED,appl NDA22253,D835,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2008,Xenazine,tetrabenazine,Prestwick Pharmaceuticals,NDA21894,2008-08-15,Priority,No,MATCHED,appl NDA21894,D831,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Afinitor,everolimus,Novartis Pharmaceuticals,NDA22334,2009-03-30,Priority,No,MATCHED,appl NDA22334,D846,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Arzerra,ofatumumab,GlaxoSmithKline,BLA125326,2009-10-26,Priority,Yes,MATCHED,appl BLA125326,D866,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Bepreve,bepotastine besilate,Ista Pharmaceuticals,NDA22288,2009-09-08,Standard,No,MATCHED,appl NDA22288,D861,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Besivance,besifloxacin,Bausch & Lomb,NDA22308,2009-05-28,Standard,No,MATCHED,appl NDA22308,D853,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Coartem,"artemether, lumefantrine",Novartis Pharmaceuticals,NDA22268,2009-04-07,Priority,No,MATCHED,appl NDA22268,D847,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Dysport,abobotulinumtoxinA,Ipsen Biopharm,BLA125274,2009-04-29,Standard,No,MATCHED,appl BLA125274,D850,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Effient,prasugrel,Eli Lilly,NDA22307,2009-07-10,Priority,No,MATCHED,appl NDA22307,D856,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Fanapt,iloperidone,Vanda Pharmaceuticals,NDA22192,2009-05-06,Standard,No,MATCHED,appl NDA22192,D851,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Folotyn,pralatrexate,Allos Therapeutics,NDA22468,2009-09-24,Priority,Yes,MATCHED,appl NDA22468,D863,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Ilaris,canakinumab,Novartis Pharmaceuticals,BLA125319,2009-06-17,Priority,No,MATCHED,appl BLA125319,D854,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Istodax,romidepsin,Gloucester Pharmaceuticals,NDA22393,2009-11-05,Standard,No,MATCHED,appl NDA22393,D867,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Kalbitor,ecallantide,Dyax,BLA125277,2009-12-01,Priority,No,MATCHED,appl BLA125277,D869,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Livalo,pitavastatin,Kowa Research Institute,NDA22363,2009-08-03,Standard,No,MATCHED,appl NDA22363,D858,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Multaq,dronedarone,Sanofi-Aventis,NDA22425,2009-07-01,Priority,No,MATCHED,appl NDA22425,D855,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Onglyza,saxagliptin,Bristol-Myers Squibb,NDA22350,2009-07-31,Standard,No,MATCHED,appl NDA22350,D857,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Qutenza,capsaicin,Neurogesx,NDA22395,2009-11-16,Standard,No,MATCHED,appl NDA22395,D868,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Sabril,vigabatrin,Lundbeck,NDA20427;NDA22006,2009-08-21,Priority (indication [B] only),No,MATCHED,appl NDA20427,D860,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Samsca,tolvaptan,Otsuka Pharmaceutical,NDA22275,2009-05-19,Standard,No,MATCHED,appl NDA22275,D852,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Saphris,asenapine,Organon,NDA22117,2009-08-13,Standard,No,MATCHED,appl NDA22117,D859,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Savella,milnacipran hydrochloride,Cypress Bioscience,NDA22256,2009-01-14,Standard,No,MATCHED,appl NDA22256,D844,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Simponi,golimumab,Centocor Ortho Biotech,BLA125289,2009-04-24,Standard,No,MATCHED,appl BLA125289,D849,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Stelara,ustekinumab,Centocor Ortho Biotech,BLA125261,2009-09-25,Standard,No,MATCHED,appl BLA125261,D864,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Ulesfia,benzyl alcohol,Sciele Pharma,NDA22129,2009-04-09,Standard,No,MATCHED,appl NDA22129,D848,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Uloric,febuxostat,Takeda Pharmaceuticals,NDA21856,2009-02-13,Standard,No,MATCHED,appl NDA21856,D845,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Vibativ,telavancin,Theravance,NDA22110,2009-09-11,Standard,No,MATCHED,appl NDA22110,D862,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2009,Votrient,pazopanib,GlaxoSmithKline,NDA22465,2009-10-19,Standard,No,MATCHED,appl NDA22465,D865,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Actemra,tocilizumab,Genentech,BLA125276,2010-01-08,Standard,No,MATCHED,appl BLA125276,D870,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Ampyra,dalfampridine,Acorda Therapeutics,NDA22250,2010-01-22,Priority,No,MATCHED,appl NDA22250,D871,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Asclera,polidocanol,"Chemische Fabrik Kreussler & Co., GmbH",NDA21201,2010-03-30,Standard,No,MATCHED,appl NDA21201,D876,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Carbaglu,carglumic acid,Orphan Europe,NDA22562,2010-03-18,Priority,No,MATCHED,appl NDA22562,D875,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Egrifta,tesamorelin,Kendle International,BLA22505,2010-11-10,Standard,No,MATCHED,appl BLA22505,D889,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Ella,ulipristal acetate,Laboratoire HRA Pharma,NDA22474,2010-08-13,Standard,No,MATCHED,appl NDA22474,D883,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Gilenya,fingolimod,Novartis Pharmaceuticals,NDA22527,2010-09-21,Priority,No,MATCHED,appl NDA22527,D885,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Halaven,eribulin mesylate,Eisai,NDA201532,2010-11-15,Priority,No,MATCHED,appl NDA201532,D890,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Jevtana,cabazitaxel,Sanofi-Aventis,NDA201023,2010-06-17,Priority,No,MATCHED,appl NDA201023,D880,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Krystexxa,pegloticase,Savient Pharmaceuticals,BLA125293,2010-09-14,Priority,No,MATCHED,appl BLA125293,D884,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Lastacaft,alcaftadine,Vistakon Pharmaceuticals,NDA22134,2010-07-28,Standard,No,MATCHED,appl NDA22134,D881,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Latuda,lurasidone hydrochloride,Sunovion Pharmaceuticals,NDA200603,2010-10-28,Standard,No,MATCHED,appl NDA200603,D887,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Lumizyme,alglucosidase alfa,Genzyme,BLA125291,2010-05-24,Priority,No,MATCHED,appl BLA125291,D878,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Natazia,estradiol valerate; estradiol valerate and dienogest,Bayer HealthCare Pharmaceuticals,NDA22252,2010-05-06,Standard,No,MATCHED,appl NDA22252,D877,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Pradaxa,dabigatran etexilate mesylate,Boehringer Ingelheim Pharmaceuticals,NDA22512,2010-10-19,Priority,No,MATCHED,appl NDA22512,D886,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Prolia,denosumab,Amgen,BLA125320,2010-06-01,Standard,No,MATCHED,appl BLA125320,D879,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Teflaro,ceftaroline fosamil,Cerexa,NDA200327,2010-10-29,Standard,No,MATCHED,appl NDA200327,D888,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Victoza,liraglutide,Novo Nordisk,NDA22341,2010-01-25,Standard,No,MATCHED,appl NDA22341,D872,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Vpriv,velaglucerase alfa,Shire Human Genetic Therapies,BLA22575,2010-02-26,Priority,No,MATCHED,appl BLA22575,D874,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Xeomin,incobotulinumtoxinA,Merz Pharmaceuticals,BLA125360,2010-07-30,Standard,No,MATCHED,appl BLA125360,D882,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2010,Xiaflex,clostridial collagenase histolyticum,Auxilium Pharmaceuticals,BLA125338,2010-02-02,Priority,No,MATCHED,appl BLA125338,D873,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Adcetris,brentuximab vedotin,Seattle Genetics,BLA125388,2011-08-19,Priority,Yes,MATCHED,appl BLA125388,D600,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Arcapta Neohaler,indacaterol,Novartis Pharmaceuticals,NDA22383,2011-07-01,Standard,No,MATCHED,appl NDA22383,D898,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Benlysta,belimumab,Human Genome Sciences,BLA125370,2011-03-09,Priority,No,MATCHED,appl BLA125370,D608,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Brilinta,ticagrelor,AstraZeneca Pharmaceuticals,NDA22433,2011-07-20,Standard,No,MATCHED,appl NDA22433,D607,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Caprelsa,vandetanib,AstraZeneca Pharmaceuticals,NDA22405,2011-04-06,Priority,No,MATCHED,appl NDA22405,D594,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,DaTscan,ioflupane I 123,GE Healthcare,NDA22454,2011-01-14,Priority,No,MATCHED,appl NDA22454,D891,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Daliresp,roflumilast,Forest Research Institute,NDA22522,2011-02-28,Standard,No,MATCHED,appl NDA22522,D627,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Dificid,fidaxomicin,Optimer Pharmaceuticals,NDA201699,2011-05-27,Priority,No,MATCHED,appl NDA201699,D630,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Edarbi,azilsartan medoxomil,Takeda Pharmaceuticals,NDA200796,2011-02-25,Standard,No,MATCHED,appl NDA200796,D606,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Edurant,rilpivirine,Tibotec,NDA202022,2011-05-20,Standard,No,MATCHED,appl NDA202022,D896,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Erwinaze,asparaginase Erwinia chrysanthemi,EUSA Pharma,BLA125359,2011-11-18,Priority,No,MATCHED,appl BLA125359,D901,YEAR_TABLE_ROW,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Eylea,aflibercept,Regeneron Pharmaceuticals,BLA125387,2011-11-18,Priority,No,MATCHED,appl BLA125387,D603,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Ferriprox,deferiprone,ApoPharma,NDA21825,2011-10-14,Standard,Yes,MATCHED,appl NDA21825,D900,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Firazyr,icatibant,Shire Orphan Therapies,NDA22150,2011-08-25,Priority,No,MATCHED,appl NDA22150,D899,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Gadavist,gadobutrol,Bayer HealthCare Pharmaceuticals,NDA201277,2011-03-14,Standard,No,MATCHED,appl NDA201277,D893,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Horizant,gabapentin enacarbil,GlaxoSmithKline,NDA22399,2011-04-06,Standard,No,MATCHED,appl NDA22399,D894,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Incivek,telaprevir,Vertex Pharmaceuticals,NDA201917,2011-05-23,Priority,No,MATCHED,appl NDA201917,D596,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Jakafi,ruxolitinib,Incyte,NDA202192,2011-11-16,Priority,No,MATCHED,appl NDA202192,D602,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Natroba,spinosad,Parapro,NDA22408,2011-01-18,Standard,No,MATCHED,appl NDA22408,D892,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Nulojix,belatacept,Bristol-Myers Squibb,BLA125288,2011-06-15,Standard,No,MATCHED,appl BLA125288,D597,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Onfi,clobazam,Lundbeck,NDA202067,2011-10-21,Standard,No,MATCHED,appl NDA202067,D604,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Potiga,ezogabine,Valeant Pharmaceuticals,NDA22345,2011-06-10,Standard,No,MATCHED,appl NDA22345,D897,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Tradjenta,linagliptin,Boehringer Ingelheim Pharmaceuticals,NDA201280,2011-05-02,Standard,No,MATCHED,appl NDA201280,D605,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Victrelis,boceprevir,Schering,NDA202258,2011-05-13,Priority,No,MATCHED,appl NDA202258,D595,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Viibryd,vilazodone hydrochloride,Trovis Pharmaceuticals,NDA22567,2011-01-21,Standard,No,MATCHED,appl NDA22567,D628,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Xalkori,crizotinib,Pfizer,NDA202570,2011-08-26,Priority,Yes,MATCHED,appl NDA202570,D601,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Xarelto,rivaroxaban,Johnson & Johnson,NDA22406,2011-07-01,Standard,No,MATCHED,appl NDA22406,D598,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Yervoy,ipilimumab,Bristol-Myers Squibb,BLA125377,2011-03-25,Priority,No,MATCHED,appl BLA125377,D593,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Zelboraf,vemurafenib,Hoffmann-La Roche,NDA202429,2011-08-17,Priority,No,MATCHED,appl NDA202429,D599,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2011,Zytiga,abiraterone acetate,Ortho Biotech Oncology Research and Development,NDA202379,2011-04-28,Priority,No,MATCHED,appl NDA202379,D895,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Amyvid,florbetapir F 18,Avid Radiopharmaceuticals,NDA202008,2012-04-06,Priority,No,MATCHED,appl NDA202008,D908,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Aubagio,teriflunomide,Sanofi-Aventis,NDA202992,2012-09-12,Standard,No,MATCHED,appl NDA202992,D609,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Belviq,lorcaserin hydrochloride,Arena Pharmacueticals,NDA22529,2012-06-27,Standard,No,MATCHED,appl NDA22529,D912,YEAR_TABLE_ROW,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Bosulif,bosutinib,Wyeth Pharmaceuticals,NDA203341,2012-09-04,Standard,No,MATCHED,appl NDA203341,D588,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Cometriq,cabozantinib,Exelixis,NDA203756,2012-11-29,Priority,No,MATCHED,appl NDA203756,D626,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Elelyso,taliglucerase alfa,Protalix,BLA22458,2012-05-01,Standard,No,MATCHED,appl BLA22458,D910,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Eliquis,apixaban,Bristol-Myers Squibb,NDA202155,2012-12-28,Priority,No,MATCHED,appl NDA202155,D622,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Erivedge,vismodegib,Genentech,NDA203388,2012-01-30,Priority,No,MATCHED,appl NDA203388,D904,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Fulyzaq,crofelemer,Salix Pharmaceuticals,NDA202292,2012-12-31,Priority,No,MATCHED,appl NDA202292,D620,YEAR_TABLE_ROW,MATCH_VIA_GENERIC,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Fycompa,perampanel,Eisai,NDA202834,2012-10-22,Standard,No,MATCHED,appl NDA202834,D592,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Gattex,teduglutide (rDNA origin),NPS Pharmaceuticals,NDA203441,2012-12-21,Standard,No,MATCHED,appl NDA203441,D633,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2012,Granix,tbo-filgrastim,Sicor Biotech,BLA125294,2012-08-29,Standard,No,MATCHED,appl BLA125294,D916,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
