company_name,ticker,total_pipeline_programs_tracked,approved_count,advanced_to_next_phase_count,paused_or_clinical_hold_count,crl_rejected_count,phase_details,source_url_1,source_url_2,verification_status,notes
AbbVie (current holder) / ImmunoGen (applicant at approval),IMGN,1,1,0,0,0,FDA decisions tracked in this dataset: Elahere (2022-11-14 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761310s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761310s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Insmed Incorporated,INSM,1,1,0,0,0,FDA decisions tracked in this dataset: Brinsupri (2025-08-12 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/217673s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/217673s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Astellas Pharma (current holder) / IVERIC bio (applicant at approval),ISEE,1,1,0,0,0,FDA decisions tracked in this dataset: Izervay (2023-08-04 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217225s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217225s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
ITM Isotope Technologies / Lumara Bio USA (US agent),ITM.DE,1,0,0,0,1,FDA decisions tracked in this dataset: Lutetium Lu-177 edotreotide (2026-08-07 - CRL),https://api.fda.gov/transparency/crl.json,https://api.fda.gov/transparency/crl.json,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Iterum Therapeutics,ITRM,1,1,0,0,0,FDA decisions tracked in this dataset: Orlynvah (2024-10-25 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213972s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213972s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Jazz Pharmaceuticals plc,JAZZ,1,1,0,0,0,FDA decisions tracked in this dataset: Rylaze (2021-06-30 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
KalVista Pharmaceuticals,KALV,1,1,0,0,0,FDA decisions tracked in this dataset: Ekterly (2025-07-03 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219301s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219301s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Kadmon Holdings, Inc. (acquired by Sanofi, Nov 2021)",KDMN,1,1,0,0,0,FDA decisions tracked in this dataset: Rezurock (2021-07-16 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Kura Oncology,KURA,1,1,0,0,0,FDA decisions tracked in this dataset: Komzifti (2025-11-13 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/220305s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/220305s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
LENZ Therapeutics,LENZ,1,1,0,0,0,FDA decisions tracked in this dataset: Vizz (2025-07-31 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218585s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218585s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Ligand Pharmaceuticals / Pelthos Therapeutics,LGND,1,1,0,0,0,FDA decisions tracked in this dataset: Zelsuvmi (2024-01-05 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217424s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217424s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Lantheus Holdings (Blue Earth Diagnostics subsidiary),LNTH,3,3,0,0,0,FDA decisions tracked in this dataset: Pylarify (2021-05-26 - Approval) | Posluma (2023-05-25 - Approval) | Tauklarify (2026-08-13 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Lexicon Pharmaceuticals,LXRX,1,1,0,0,0,FDA decisions tracked in this dataset: Inpefa (2023-05-26 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216203s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216203s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Madrigal Pharmaceuticals,MDGL,1,1,0,0,0,FDA decisions tracked in this dataset: Rezdiffra (2024-03-14 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217785s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217785s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
MediWound,MDWD,1,1,0,0,0,FDA decisions tracked in this dataset: NexoBrid (2022-12-28 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761192s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761192s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Mirum Pharmaceuticals, Inc.",MIRM,1,1,0,0,0,FDA decisions tracked in this dataset: Livmarli (2021-09-29 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Milestone Pharmaceuticals,MIST,1,1,0,0,0,FDA decisions tracked in this dataset: Cardamyst (2025-12-12 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218571s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218571s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Stealth BioTherapeutics,MITO,1,1,0,0,0,FDA decisions tracked in this dataset: Forzinity (2025-09-19 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215244s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215244s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Mallinckrodt Pharmaceuticals,MNK,1,1,0,0,0,FDA decisions tracked in this dataset: Terlivaz (2022-09-14 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022231s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022231s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Merck KGaA (EMD Serono),MRK.DE,1,1,0,0,0,FDA decisions tracked in this dataset: Tepmetko (2021-02-03 - Approval),,,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Immedica Pharma (current holder) / Marinus Pharmaceuticals (applicant at approval),MRNS,1,1,0,0,0,FDA decisions tracked in this dataset: Ztalmy (2022-03-18 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215904s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215904s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Bristol Myers Squibb (current holder) / Mirati Therapeutics (applicant at approval),MRTX,1,1,0,0,0,FDA decisions tracked in this dataset: Krazati (2022-12-12 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216340s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216340s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Merus N.V. (acquired by Genmab, 2025)",MRUS,1,1,0,0,0,FDA decisions tracked in this dataset: Bizengri (2024-12-04 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Mayne Pharma Group Limited,MYX.AX,1,1,0,0,0,FDA decisions tracked in this dataset: Nextstellis (2021-04-15 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Neurocrine Biosciences, Inc.",NBIX,1,1,0,0,0,FDA decisions tracked in this dataset: Crenessity (2024-12-13 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Nuvation Bio,NUVB,1,1,0,0,0,FDA decisions tracked in this dataset: Ibtrozi (2025-06-11 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219713s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219713s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Nuvalent, Inc.",NUVL,1,1,0,0,0,FDA decisions tracked in this dataset: Jideytro (2026-07-22 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Omeros Corporation,OMER,1,1,0,0,0,FDA decisions tracked in this dataset: Yartemlea (2025-12-23 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761152Orig1s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761152Orig1s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Oncopeptides AB (applicant at approval),ONCO.ST,1,1,0,0,0,FDA decisions tracked in this dataset: Pepaxto (2021-02-26 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Pharming Group,PHAR,1,1,0,0,0,FDA decisions tracked in this dataset: Joenja (2023-03-24 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217759s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217759s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Phathom Pharmaceuticals,PHAT,1,1,0,0,0,FDA decisions tracked in this dataset: Voquezna (2022-05-03 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215152s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215152s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Chiesi Farmaceutici (applicant; private) with Protalix BioTherapeutics (developer),PLX,1,1,0,0,0,FDA decisions tracked in this dataset: Elfabrio (2023-05-09 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761161s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761161s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Polarean Imaging plc,POL.L,1,1,0,0,0,FDA decisions tracked in this dataset: Xenoview (2022-12-23 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214375s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214375s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Sanofi (current holder) / Provention Bio (applicant at approval),PRVB,1,1,0,0,0,FDA decisions tracked in this dataset: Tzield (2022-11-18 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761183s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761183s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
PTC Therapeutics,PTCT,1,1,0,0,0,FDA decisions tracked in this dataset: Sephience (2025-07-28 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219666s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219666s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Takeda Pharmaceutical Company (US rights) / Protagonist Therapeutics (originator),PTGX,1,1,0,0,0,FDA decisions tracked in this dataset: Mimrylo (2026-08-28 - Approval),https://www.takeda.com/newsroom/newsreleases/2026/fda-approval-mimrylo/,https://www.takeda.com/newsroom/newsreleases/2026/fda-approval-mimrylo/,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Biogen (current holder) / Reata Pharmaceuticals (applicant at approval),RETA,1,1,0,0,0,FDA decisions tracked in this dataset: Skyclarys (2023-02-28 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216718Orig1s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216718Orig1s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Rigel Pharmaceuticals,RIGL,2,2,0,0,0,FDA decisions tracked in this dataset: Rezlidhia (2022-12-01 - Approval) | Veppanu (2026-05-01 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215814s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Revolution Medicines,RVMD,1,1,0,0,0,FDA decisions tracked in this dataset: Rasonque (2026-08-26 - Approval),https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-daraxonrasib-metastatic-pancreatic-adenocarcinoma,https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-daraxonrasib-metastatic-pancreatic-adenocarcinoma,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Revance Therapeutics,RVNC,1,1,0,0,0,FDA decisions tracked in this dataset: Daxxify (2022-09-07 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761127s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761127s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Seagen Inc. (acquired by Pfizer, Dec 2023)",SGEN,1,1,0,0,0,FDA decisions tracked in this dataset: Tivdak (2021-09-20 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Shionogi & Co., Ltd.",SGIOF,1,1,0,0,0,FDA decisions tracked in this dataset: Xocova (2026-05-29 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Syndax Pharmaceuticals,SNDX,1,1,0,0,0,FDA decisions tracked in this dataset: Revuforj (2024-11-15 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218944s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218944s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Assertio Holdings (current holder) / Spectrum Pharmaceuticals (applicant at approval),SPPI,1,1,0,0,0,FDA decisions tracked in this dataset: Rolvedon (2022-09-09 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761148Orig1s000Corrected_lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761148Orig1s000Corrected_lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
GSK plc (marketer) / Spero Therapeutics (originator),SPRO,1,1,0,0,0,FDA decisions tracked in this dataset: Utebzi (2026-06-17 - Approval),https://www.healio.com/news/primary-care/20260617/fda-approves-oral-utebzi-for-complicated-utis,https://www.healio.com/news/primary-care/20260617/fda-approves-oral-utebzi-for-complicated-utis,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Sarepta Therapeutics,SRPT,1,1,0,0,0,FDA decisions tracked in this dataset: Amondys 45 (2021-02-25 - Approval),,,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Scholar Rock Holding Corporation,SRRK,1,1,0,0,0,FDA decisions tracked in this dataset: Isembyld (2026-09-11 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Supernus Pharmaceuticals, Inc.",SUPN,1,1,0,0,0,FDA decisions tracked in this dataset: Qelbree (2021-04-02 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Tarsus Pharmaceuticals,TARS,1,1,0,0,0,FDA decisions tracked in this dataset: Xdemvy (2023-07-25 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217603s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217603s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Travere Therapeutics,TVTX,1,1,0,0,0,FDA decisions tracked in this dataset: Filspari (2023-02-17 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216403s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216403s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
