company_name,ticker,exchange,us_investable_class,phase3_trials_tracked_2026_2027,phase3_active_or_recruiting,phase3_completed,phase3_paused_or_terminated,deep_dive_pipeline_programs,advanced_to_next_phase_count,paused_or_clinical_hold_count,clinical_progression_rate_pct,novel_nme_approvals,original_non_nme_approvals,label_expansions_approved,crl_rejections_tracked,total_fda_decisions_tracked,fda_approval_rate_pct,composite_clinical_score_0_100,success_grade,source_url_1,source_url_2,verification_status,notes
Serono (acquired by Merck KGaA 2007),MKGAF,,NON-US LISTING ONLY,0,0,0,0,2,0,0,,2,0,0,0,2,100.0,60.5,C,https://web.archive.org/web/20090709174612/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081677.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Swedish Orphan Biovitrum, SOBI (current holder) / CTI BioPharma (applicant at approval)",CTIC,"formerly NASDAQ:CTIC, delisted 2023",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,2,0,0,,2,0,0,0,2,100.0,60.5,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208712s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Vanda Pharmaceuticals Inc. (current holder) / Janssen (Actelion, orig. developer)",VNDA,NASDAQ,US-LISTED,3,3,0,0,8,2,1,66.7,5,1,3,0,5,100.0,60.2,C,https://www.merlintrader.com/free-catalyst-calendar/,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,Verified - Deep-Dive Pipeline & FDA Record,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (3 active, 0 completed) | Pipeline progression: 2 advanced, 1 paused/on hold | FDA outcomes: 5 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 3 label expansion(s)"
"Viridian Therapeutics, Inc.",VRDN,NASDAQ,US-LISTED,3,2,1,0,6,1,0,100.0,1,0,0,0,1,100.0,60.2,C,https://novapharmanews.com/regulatory/pdufa-calendar,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - Deep-Dive Pipeline & FDA Record,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 1 completed) | Pipeline progression: 1 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Mirum Pharmaceuticals, Inc.",MIRM,NASDAQ,US-LISTED,2,2,0,0,1,0,0,,1,2,3,0,1,100.0,59.3,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://clinicaltrials.gov/study/NCT07454837,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 2 original non-NME approval(s) | 3 label expansion(s)"
"Vera Therapeutics, Inc.",VERA,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,59.0,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
BeOne Medicines (formerly BeiGene),ONC,NASDAQ,US-LISTED,3,3,0,0,3,0,0,,3,3,15,0,3,100.0,58.7,C,https://checkrare.com/accelerated-approval-granted-to-beqalzi-sonrotoclax-for-mantle-cell-lymphoma/,https://clinicaltrials.gov/study/NCT05707377,Verified - Phase 3 Registry + FDA Outcomes,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (3 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 3 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 3 original non-NME approval(s) | 15 label expansion(s)"
ADC Therapeutics SA,ADCT,NYSE,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,58.7,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Lantheus Holdings, Inc. (via Progenics Pharmaceuticals)",LNTH,NASDAQ,US-LISTED,0,0,0,0,3,0,0,,3,1,3,0,3,100.0,58.6,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 3 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 3 label expansion(s)"
"Genentech, Inc. (Roche group)",RHHBY,OTC ADR; primary SIX:ROG,US-LISTED (ADR),22,19,2,1,52,28,2,93.3,23,0,0,1,24,95.8,58.4,C,https://www.roche.com/research_and_development/our_pipeline.htm,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,Verified - Deep-Dive Pipeline & FDA Record,"22 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (19 active, 2 completed) | Pipeline progression: 28 advanced, 2 paused/on hold | FDA outcomes: 23 novel approval(s), 1 CRL(s) [approval rate 95.8%]"
Pfizer Inc.,PFE,NYSE,US-LISTED,15,14,1,0,45,28,3,90.3,31,70,202,7,38,81.6,57.8,C,https://www.pfizer.com/science/drug-product-pipeline,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,Verified - Deep-Dive Pipeline & FDA Record,"15 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (14 active, 1 completed) | Pipeline progression: 28 advanced, 3 paused/on hold | FDA outcomes: 31 novel approval(s), 7 CRL(s) [approval rate 81.6%] | 70 original non-NME approval(s) | 202 label expansion(s)"
Karyopharm Therapeutics Inc.,KPTI,NASDAQ,US-LISTED,3,3,0,0,1,0,0,,1,0,3,0,1,100.0,57.7,C,https://www.fda.gov/media/133911/download,https://clinicaltrials.gov/study/NCT05611931,Verified - Phase 3 Registry + FDA Outcomes,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (3 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 3 label expansion(s)"
AstraZeneca PLC (MedImmune/Acerta lineage),AZN,NASDAQ (ADR),US-LISTED,24,22,2,0,44,22,3,88.0,25,30,158,2,27,92.6,57.6,C,https://www.astrazeneca.com/our-therapy-areas/pipeline.html,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,Verified - Deep-Dive Pipeline & FDA Record,"24 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (22 active, 2 completed) | Pipeline progression: 22 advanced, 3 paused/on hold | FDA outcomes: 25 novel approval(s), 2 CRL(s) [approval rate 92.6%] | 30 original non-NME approval(s) | 158 label expansion(s)"
Alcon Inc.,ALC,NYSE,US-LISTED,0,0,0,0,5,0,0,,5,13,8,0,5,100.0,57.5,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/217370s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 5 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 13 original non-NME approval(s) | 8 label expansion(s)"
Rigel Pharmaceuticals,RIGL,NASDAQ,US-LISTED,0,0,0,0,3,0,0,,3,0,1,0,3,100.0,56.7,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 3 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 label expansion(s)"
Denali Therapeutics,DNLI,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,55.8,C,https://practicalneurology.com/news/fda-approves-avlayah-for-neurologic-manifestations-of-hunter-syndrome/2486410/,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Sanofi (Ablynx NV),SNY,NYSE (ADR),US-LISTED (ADR),16,11,4,1,18,0,0,,18,23,111,2,20,90.0,55.2,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219685s000lbl.pdf,https://clinicaltrials.gov/study/NCT06805513,Verified - Phase 3 Registry + FDA Outcomes,"16 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (11 active, 4 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 18 novel approval(s), 2 CRL(s) [approval rate 90.0%] | 23 original non-NME approval(s) | 111 label expansion(s)"
"Regeneron Pharmaceuticals, Inc.",REGN,NASDAQ,US-LISTED,4,4,0,0,22,10,2,83.3,11,1,48,5,16,68.8,55.0,C,https://www.regeneron.com/pipeline,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,Verified - Deep-Dive Pipeline & FDA Record,"4 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (4 active, 0 completed) | Pipeline progression: 10 advanced, 2 paused/on hold | FDA outcomes: 11 novel approval(s), 5 CRL(s) [approval rate 68.8%] | 1 original non-NME approval(s) | 48 label expansion(s)"
Ultragenyx Pharmaceutical Inc.,RARE,NASDAQ,US-LISTED,3,3,0,0,14,4,1,80.0,3,0,5,1,4,75.0,54.7,C,https://www.trialfriend.com/fda-calendar,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,Verified - Deep-Dive Pipeline & FDA Record,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (3 active, 0 completed) | Pipeline progression: 4 advanced, 1 paused/on hold | FDA outcomes: 3 novel approval(s), 1 CRL(s) [approval rate 75.0%] | 5 label expansion(s)"
Forest Laboratories (Actavis/Allergan lineage),FRX,,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,3,0,0,,3,0,0,0,3,100.0,54.1,C,"https://web.archive.org/web/20160402080553/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm474696.htm (summary, names list) + https://web.archive.org/web/20160402080553/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm430302.htm (table)",https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 3 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Otsuka Holdings (Japan),4578,TSE,NON-US LISTING ONLY,0,0,0,0,3,0,0,,3,0,0,0,3,100.0,54.1,C,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 3 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Sun Pharmaceutical Industries Ltd.,SUNPHARMA.NS,NSE/BSE India; no US ADR,NON-US LISTING ONLY,0,0,0,0,3,0,0,,3,0,0,0,3,100.0,54.1,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217900Orig1s000correctedlbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 3 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Sunovion Pharmaceuticals,4506,TSE,NON-US LISTING ONLY,0,0,0,0,,,,,3,0,0,0,3,100.0,54.1,C,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 3 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"AMAG Pharmaceuticals, Inc.",AMAG,NASDAQ,US-LISTED,2,2,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://www.fda.gov/media/133911/download,https://clinicaltrials.gov/study/NCT03619850,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Deciphera Pharmaceuticals (acquired by Ono 2024),DCPH,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213973,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Epizyme, Inc.",EPZM,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,1,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211723,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s)"
Wockhardt Limited,WOCKPHARMA.NS,NSE India; no US listing,NON-US LISTING ONLY,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
ARIAD Pharmaceuticals (acquired by Takeda 2017),ARIA,,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Achaogen, Inc.",AKAO,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Aerie Pharmaceuticals, Inc. (acquired by Alcon/Novartis 2022)",AERI,NASDAQ (delisted 2022),US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Aeterna Zentaris Inc.,AEZS,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,1,0,1,100.0,53.9,C,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 label expansion(s)"
"Apellis Pharmaceuticals, Inc.",APLS,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,1,3,0,1,100.0,53.9,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 3 label expansion(s)"
"ChemoCentryx, Inc. (acquired by Amgen, Oct 2022)",CCXI,"formerly NASDAQ:CCXI, delisted Oct 2022",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Discovery Laboratories (now Windtree),DSCO,,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Dova Pharmaceuticals, Inc.",DOVA,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
EUSA Pharma (private; US commercialization by Jazz),JAZN,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Eiger BioPharmaceuticals, Inc.",EIGR,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213969,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Esperion Therapeutics, Inc. (openFDA applicant of record)",ESPR,formerly NASDAQ:ESPR; symbol returned no data on 2026-09-12,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211616,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"GW Research, Ltd.",GWPH,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Horizon Therapeutics Ireland DAC,HZNP,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,6,6,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761143,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 6 original non-NME approval(s) | 6 label expansion(s)"
Human Genome Sciences (acquired by GSK 2012),HGSI,,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Kadmon Holdings, Inc. (acquired by Sanofi, Nov 2021)",KDMN,"formerly NASDAQ:KDMN, delisted Nov 2021",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Kythera Biopharmaceuticals, Inc. (acquired by Allergan 2015)",KYTH,NASDAQ (delisted Oct 2015),US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20190207172632/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm430302.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Loxo Oncology, Inc.",LOXO,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210861,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
MacroGenics,MGNX,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761150,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Merus N.V. (acquired by Genmab, 2025)",MRUS,"formerly NASDAQ:MRUS, delisted 2025",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
MorphoSys (Novartis 2024),MOR,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761163,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Navidea Biopharmaceuticals,NAVB,NYSE American,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Nuvalent, Inc.",NUVL,NASDAQ,US-LISTED,0,0,0,0,4,1,0,100.0,1,0,0,0,1,100.0,53.9,C,https://biotechsign.com/calendar,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - Deep-Dive Pipeline & FDA Record,"Pipeline progression: 1 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Paratek Pharmaceuticals (take-private 2022),PRTK,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209816,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Portola Pharmaceuticals, Inc. (acquired by Alexion/AstraZeneca 2020)",PTLA,NASDAQ (delisted 2020),US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Puma Biotechnology, Inc.",PBYI,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Radius Health, Inc.",RDUS,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,1,4,0,1,100.0,53.9,C,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 4 label expansion(s)"
"Relypsa, Inc. (acquired by Vifor Pharma 2016)",RLYP,NASDAQ (delisted 2016),US-LISTED,0,0,0,0,1,0,0,,1,0,2,0,1,100.0,53.9,C,https://web.archive.org/web/20190207172632/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm430302.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 2 label expansion(s)"
