company_name,ticker,exchange,us_investable_class,total_drugs_in_profile,approved_drugs,phase3_programs,phase2_programs,phase1_programs,preclinical_programs,paused_or_hold,advanced_to_next_phase,clinical_progression_rate_pct,fda_approval_rate_pct,total_fda_decisions_tracked,novel_nme_approvals,original_non_nme_approvals,label_expansions,crl_rejections,composite_score_0_100,success_grade,success_rate_pct,source_url_1,source_url_2,verification_status,notes
"Puma Biotechnology, Inc.",PBYI,NASDAQ,US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,48.5,D,100.0,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Ultragenyx Pharmaceutical Inc.,RARE,NASDAQ,US-LISTED,14,4,3,,,2,1,4,80.0,75.0,4,3,0,5,1,48.2,D,28.57142857142857,https://www.trialfriend.com/fda-calendar,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 3 FDA decisions tracked, 3 approvals. Pipeline: 14 total, 4 approved, 3 Phase3, 1 paused/hold, 4 advanced. Success rate 28.57142857142857%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Taiho Oncology, Inc. (Otsuka Holdings group)",4578.T,TSE Japan (parent only),NON-US LISTING ONLY,4,4,1,,,,0,0,,80.0,5,4,0,0,1,46.7,D,80.0,https://www.psychiatrictimes.com/view/fda-approves-centanafadine-for-adhd-in-children-adolescents-and-adults,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 4 FDA decisions tracked, 4 approvals. Pipeline: 4 total, N/A approved, 1 Phase3, 0 paused/hold, 0 advanced. Success rate 80.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Takeda Pharmaceutical Company Limited,TAK,NYSE,US-LISTED,10,34,0,,,,0,0,,83.3,12,10,24,87,2,46.6,D,83.3,https://www.takeda.com/newsroom/newsreleases/2026/orzeyful-approved-narcolepsy/,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 34 FDA decisions tracked, 34 approvals. Pipeline: 10 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 83.3%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
X4 Pharmaceuticals,XFOR,NASDAQ,US-LISTED,1,1,1,,,,0,0,,100.0,1,1,0,0,0,46.6,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218709s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 1 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Syndax Pharmaceuticals,SNDX,NASDAQ,US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,1,0,46.6,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218944s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Exelixis, Inc.",EXEL,NASDAQ,US-LISTED,1,2,1,,,,0,0,,100.0,1,1,1,8,0,46.6,D,100.0,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 1 total, N/A approved, 1 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
CorMedix,CRMD,NYSE American,US-LISTED,1,1,0,,,,0,0,,33.3,3,1,0,0,2,46.0,D,33.3,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214520s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 33.3%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Novo Nordisk A/S,NVO,NYSE,US-LISTED (ADR),9,31,5,,,,0,0,,83.3,12,10,21,63,2,45.9,D,83.3,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://clinicaltrials.gov/study/NCT07076199,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 31 FDA decisions tracked, 31 approvals. Pipeline: 9 total, N/A approved, 5 Phase3, 0 paused/hold, 0 advanced. Success rate 83.3%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
AbbVie Inc.,ABBV,NYSE,US-LISTED,34,20,16,,,0,4,14,77.8,71.4,14,10,103,224,4,44.9,D,58.82352941176471,https://www.abbvie.com/science/pipeline.html,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 113 FDA decisions tracked, 113 approvals. Pipeline: 34 total, 20 approved, 16 Phase3, 4 paused/hold, 14 advanced. Success rate 58.82352941176471%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Taiho Oncology, Inc. (subsidiary of Otsuka Holdings)",OTSKY,OTC ADR; primary TSE:4578,US-LISTED (ADR),2,5,0,,,,0,0,,100.0,2,2,3,8,0,44.7,D,100.0,https://web.archive.org/web/20190207172632/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm430302.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 5 FDA decisions tracked, 5 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Verastem, Inc.",VSTM,NASDAQ,US-LISTED,2,2,0,,,,0,0,,100.0,2,2,0,0,0,43.7,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219616s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Regeneron Pharmaceuticals, Inc.",REGN,NASDAQ,US-LISTED,22,14,4,,,0,2,10,83.3,68.8,16,11,1,48,5,43.5,D,63.63636363636363,https://www.regeneron.com/pipeline,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 12 FDA decisions tracked, 12 approvals. Pipeline: 22 total, 14 approved, 4 Phase3, 2 paused/hold, 10 advanced. Success rate 63.63636363636363%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"AMAG Pharmaceuticals, Inc.",AMAG,NASDAQ,US-LISTED,1,1,2,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.fda.gov/media/133911/download,https://clinicaltrials.gov/study/NCT03619850,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 2 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Shield Therapeutics plc (UK),STX,LSE,NON-US LISTING ONLY,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.fda.gov/media/133911/download,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Intra-Cellular Therapies, Inc. (acquired by J&J, 2025)",ITCI,"formerly NASDAQ:ITCI, delisted 2025",FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,3,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.fda.gov/media/133911/download,https://clinicaltrials.gov/study/NCT06690398,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 3 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Esperion Therapeutics, Inc. (openFDA applicant of record)",ESPR,formerly NASDAQ:ESPR; symbol returned no data on 2026-09-12,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211616,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Viela Bio, Inc.",VIE,NASDAQ,US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,2,0,41.5,D,100.0,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761142,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"ChemoCentryx, Inc. (acquired by Amgen, Oct 2022)",CCXI,"formerly NASDAQ:CCXI, delisted Oct 2022",FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Ouvex (current holder per openFDA) / Santen Pharmaceutical (applicant at approval),4536.T,Tokyo Stock Exchange; no US ADR,NON-US LISTING ONLY,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215092s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Bristol Myers Squibb (current holder) / Mirati Therapeutics (applicant at approval),MRTX,"formerly NASDAQ:MRTX, delisted Jan 2024",FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216340s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Polarean Imaging plc,POL.L,"formerly LSE AIM:POL (later POLX), delisted Dec 2025",NON-US LISTING ONLY,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214375s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Astellas Pharma,4503.T,Tokyo Stock Exchange; no US ADR,NON-US LISTING ONLY,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216578s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Botanix Pharmaceuticals,BOT.AX,ASX Australia; US OTC as BTXXY,US-LISTED (ADR),1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217347s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Verona Pharma plc,VRNA,NASDAQ,US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217389s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Akeso Inc.,9926.HK,HKEX Hong Kong; no US ticker,NON-US LISTING ONLY,1,1,7,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761258Orig1s000correctedlbl.pdf,https://clinicaltrials.gov/study/NCT05235516,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 7 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
KalVista Pharmaceuticals,KALV,NASDAQ,US-LISTED,1,1,2,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219301s000lbl.pdf,https://clinicaltrials.gov/study/NCT05511922,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 2 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Crinetics Pharmaceuticals,CRNX,NASDAQ,US-LISTED,1,1,1,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219070s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 1 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Aurobindo Pharma (parent, India-listed) / Acrotech Biopharma (private US subsidiary)",AUROPHARMA.NS,NSE/BSE India; no US ADR,NON-US LISTING ONLY,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.pharmaindiamagazine.com/acrotech-biopharma-inc-announces-fda-approval-of-adquey-ointment/,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Haisco Pharmaceutical Group,002653.SZ,SZSE China; no US ticker,NON-US LISTING ONLY,1,1,4,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://chemxpert.com/all-news/haiscos-cipepofol-becomes-the-first-china-originated-innovative-intravenous-anesthetic-approved-by-the-us-fda,https://clinicaltrials.gov/study/NCT07658339,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 4 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
GSK plc (marketer) / Spero Therapeutics (originator),SPRO,NASDAQ,US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://www.healio.com/news/primary-care/20260617/fda-approves-oral-utebzi-for-complicated-utis,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Relypsa, Inc. (acquired by Vifor Pharma 2016)",RLYP,NASDAQ (delisted 2016),US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,2,0,41.5,D,100.0,https://web.archive.org/web/20190207172632/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm430302.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Kythera Biopharmaceuticals, Inc. (acquired by Allergan 2015)",KYTH,NASDAQ (delisted Oct 2015),US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://web.archive.org/web/20190207172632/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm430302.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Aeterna Zentaris Inc.,AEZS,NASDAQ,US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,1,0,41.5,D,100.0,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Aerie Pharmaceuticals, Inc. (acquired by Alcon/Novartis 2022)",AERI,NASDAQ (delisted 2022),US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Radius Health, Inc.",RDUS,NASDAQ,US-LISTED,1,2,0,,,,0,0,,100.0,1,1,1,4,0,41.5,D,100.0,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Synergy Pharmaceuticals Inc. (bankrupt 2018; rights to Salix/Bausch then Ardelyx),SGYP,NASDAQ (delisted/bankrupt 2018),US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Anacor Pharmaceuticals (acquired by Pfizer 2016),ANAC,NASDAQ (delisted 2016),US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
H. Lundbeck A/S (US OTC: HLUBY),HLUYY,OTC ADR; primary CPSE:LUN,US-LISTED (ADR),1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Orexigen Therapeutics (filed 2018; Contrave to Nalpropion),OREX,NASDAQ (delisted 2018),US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Texas Biotechnology (renamed Encysive; Pfizer 2008),THRX,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"LG Life Sciences (LG Chem lineage, Korea)",051910,KRX,NON-US LISTING ONLY,1,1,0,,,,0,0,,100.0,1,1,0,0,0,41.5,D,100.0,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
