decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1965-1957-29,1957,NDA 010997,DARVON,PROPOXYPHENE,XANODYNE PHARM (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1957-08-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=010997,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA010997%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1957.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1957-08-16, TYPE 1, PRIORITY, holder XANODYNE PHARM, product DARVON (PROPOXYPHENE HYDROCHLORIDE 65MG; CAPSULE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1957-32,1957,NDA 011123,VESPRIN,TRIFLUPROMAZINE,BRISTOL MYERS SQUIBB (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1957-09-16,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011123,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011123%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1957.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1957-09-16, TYPE 1, STANDARD, holder BRISTOL MYERS SQUIBB, product VESPRIN (TRIFLUPROMAZINE HYDROCHLORIDE 50MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1957-37,1957,NDA 011153,MEDROL,METHYLPREDNISOLONE,PFIZER (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1957-10-24,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011153,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011153%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1957.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1957-10-24, TYPE 1, STANDARD, holder PFIZER, product MEDROL (METHYLPREDNISOLONE 24MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1957-40,1957,NDA 009149,THORAZINE,CHLORPROMAZINE,GLAXOSMITHKLINE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1957-11-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009149,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009149%22,Payload-verified (live probe layer pending); re-screening flag (see ingredient_screen),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1957.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1957-11-20, TYPE 1, PRIORITY, holder GLAXOSMITHKLINE, product THORAZINE (CHLORPROMAZINE HYDROCHLORIDE 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: FLAG-RESCREEN: CHLORPROMAZINE HYDROCHLORIDE first seen 1957-09-18 on NDA011120 - ingredient already appears on an earlier row of the 1939-1964 payload universe (sibling pair or re-approval of a marketed ingredient). Flagged for review; the row is kept verbatim and excluded only from the counted-once statistic. Drugs@FDA pre-1965 coverage is incomplete, so an earlier marketing may also simply be absent from the payloads.. No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant. FLAG-RESCREEN: CHLORPROMAZINE HYDROCHLORIDE first seen 1957-09-18 on NDA011120 - ingredient already appears on an earlier row of the 1939-1964 payload universe (sibling pair or re-approval of a marketed ingredient). Flagged for review; the row is kept verbatim and excluded only from the counted-once statistic. Drugs@FDA pre-1965 coverage is incomplete, so an earlier marketing may also simply be absent from the payloads."
PRE1965-1957-41,1957,NDA 011161,ARISTOCORT,TRIAMCINOLONE,ASTELLAS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1957-12-03,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011161,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011161%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1957.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1957-12-03, TYPE 1, PRIORITY, holder ASTELLAS, product ARISTOCORT (TRIAMCINOLONE 1MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1958-06,1958,NDA 011210,TESSALON,BENZONATATE,PFIZER (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1958-02-10,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011210,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011210%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1958.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1958-02-10, TYPE 1, STANDARD, holder PFIZER, product TESSALON (BENZONATATE 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CAPSULE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1958-08,1958,NDA 011338,FLUOTHANE,HALOTHANE,WYETH AYERST (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1958-03-12,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011338,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011338%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1958.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1958-03-12, TYPE 1, PRIORITY, holder WYETH AYERST, product FLUOTHANE (HALOTHANE 99.99% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; LIQUID; INHALATION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1958-10,1958,NDA 011287,KAYEXALATE,SODIUM,CONCORDIA (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1958-06-05,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011287,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011287%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1958.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1958-06-05, TYPE 1, PRIORITY, holder CONCORDIA, product KAYEXALATE (SODIUM POLYSTYRENE SULFONATE 453.6GM/BOT **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; POWDER; ORAL, RECTAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1958-11,1958,NDA 011340,CERUMENEX,TROLAMINE,PHARM RES ASSOC (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1958-06-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011340,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011340%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1958.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1958-06-25, TYPE 1, STANDARD, holder PHARM RES ASSOC, product CERUMENEX (TROLAMINE POLYPEPTIDE OLEATE CONDENSATE 10%; SOLUTION/DROPS; OTIC; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1958-15,1958,NDA 011366,KEVEYIS,DICHLORPHENAMIDE,XERIS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1958-07-22,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011366,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011366%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1958.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1958-07-22, TYPE 1, STANDARD, holder XERIS, product KEVEYIS (DICHLORPHENAMIDE 50MG; TABLET; ORAL; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1958-18,1958,NDA 011145,DIURIL,CHLOROTHIAZIDE,RISING (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1958-09-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011145,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011145%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1958.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1958-09-04, TYPE 1, PRIORITY, holder RISING, product DIURIL (CHLOROTHIAZIDE 250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1958-21,1958,NDA 011641,DIABINESE,CHLORPROPAMIDE,PFIZER (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1958-10-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011641,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011641%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1958.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1958-10-28, TYPE 1, PRIORITY, holder PFIZER, product DIABINESE (CHLORPROPAMIDE 250MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1958-22,1958,NDA 011664,DECADRON,DEXAMETHASONE,MERCK (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1958-10-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011664,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011664%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1958.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1958-10-30, TYPE 1, PRIORITY, holder MERCK, product DECADRON (DEXAMETHASONE 6MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-04,1959,NDA 011525,IC-GREEN,INDOCYANINE GREEN,RENEW PHARMS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-02-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011525,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011525%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-02-09, TYPE 1, PRIORITY, holder RENEW PHARMS, product IC-GREEN (INDOCYANINE GREEN 10MG/VIAL; INJECTABLE; INJECTION; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-05,1959,NDA 011793,ESIDRIX,HYDROCHLOROTHIAZIDE,NOVARTIS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-02-12,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011793,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011793%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-02-12, TYPE 1, STANDARD, holder NOVARTIS, product ESIDRIX (HYDROCHLOROTHIAZIDE 50MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-09,1959,NDA 011683,THIOTEPA,THIOTEPA,IMMUNEX (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-03-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011683,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011683%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-03-09, TYPE 1, PRIORITY, holder IMMUNEX, product THIOTEPA (THIOTEPA 15MG/VIAL; INJECTABLE; INJECTION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-12,1959,NDA 011792,SOMA,CARISOPRODOL,MYLAN SPECIALITY LP (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-04-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011792,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011792%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-04-09, TYPE 1, STANDARD, holder MYLAN SPECIALITY LP, product SOMA (CARISOPRODOL 250MG; CAPSULE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-13,1959,NDA 011552,STELAZINE,TRIFLUOPERAZINE,GLAXOSMITHKLINE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-04-16,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011552,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011552%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-04-16, TYPE 1, STANDARD, holder GLAXOSMITHKLINE, product STELAZINE (TRIFLUOPERAZINE HYDROCHLORIDE EQ 2MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; INJECTION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-14,1959,NDA 011836,PRESAMINE,IMIPRAMINE,SANOFI AVENTIS US (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-04-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011836,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011836%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-04-16, TYPE 1, PRIORITY, holder SANOFI AVENTIS US, product PRESAMINE (IMIPRAMINE HYDROCHLORIDE 50MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-15,1959,NDA 011613,IONAMIN,PHENTERMINE,UCB INC (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-05-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011613,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011613%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-05-04, TYPE 1, PRIORITY, holder UCB INC, product IONAMIN (PHENTERMINE RESIN COMPLEX EQ 15MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CAPSULE, EXTENDED RELEASE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
