row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1980AUDIT-1978-25,1978,NDA017994,NDA,1978-03-01,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,PFIZER,PSORCON E,DIFLORASONE DIACETATE 0.05%,OINTMENT; TOPICAL,1,Discontinued,DIFLORASONE DIACETATE first 1977-09-14 on NDA017741,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017994,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017994%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-26,1978,NDA017950,NDA,1978-03-17,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,SUN PHARM INDS INC,WESTCORT,HYDROCORTISONE VALERATE 0.2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CREAM; TOPICAL,1,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017950,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017950%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-27,1978,NDA017788,NDA,1978-04-04,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),MYLAN INSTITUTIONAL,Rimso-50,DIMETHYL SULFOXIDE 50%,SOLUTION; INTRAVESICAL,1,Prescription,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-05,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017788,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017788%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-28,1978,NDA017769,NDA,1978-04-17,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,SANOFI AVENTIS US,CALCIMAR,CALCITONIN SALMON 200 IU/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017769,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017769%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-29,1978,NDA017858,NDA,1978-04-17,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,SUN PHARM INDS INC,AN-SULFUR COLLOID,TECHNETIUM TC-99M SULFUR COLLOID KIT N/A,"SOLUTION; INJECTION, ORAL",1,Prescription,TECHNETIUM TC-99M SULFUR COLLOID KIT first 1974-06-10 on NDA016923,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017858,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017858%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-30,1978,NDA018053,NDA,1978-04-17,,,,FALSE,NOT PUBLISHED (blank class),HOSPIRA,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE 0.75%,INJECTABLE; INJECTION,3,Discontinued,BUPIVACAINE HYDROCHLORIDE first 1972-10-03 on NDA016964,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018053,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018053%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-31,1978,NDA017780,NDA,1978-04-21,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,PHARM SPEC,HEPARIN SODIUM,"HEPARIN SODIUM 20,000 UNITS/ML",INJECTABLE; INJECTION,5,Discontinued,HEPARIN SODIUM first 1972-02-22 on NDA017029,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017780,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017780%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-32,1978,NDA017995,NDA,1978-04-24,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,DEXTROSE 60% IN PLASTIC CONTAINER,DEXTROSE 60GM/100ML,INJECTABLE; INJECTION,2,Discontinued,DEXTROSE first 1970-12-08 on NDA016689,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017995,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017995%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-33,1978,NDA017655,NDA,1978-05-01,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,GE HEALTHCARE,NEOSCAN,GALLIUM CITRATE GA-67 2mCi/ML,INJECTABLE; INJECTION,1,Discontinued,GALLIUM CITRATE GA-67 first 1976-05-17 on NDA017478,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017655,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017655%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-34,1978,NDA017362,NDA,1978-05-11,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,ACTAVIS LABS UT INC,PROGESTERONE,PROGESTERONE 50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,PROGESTERONE first 1974-11-01 on NDA009238,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017362,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017362%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-35,1978,NDA017907,NDA,1978-05-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),BRISTOL MYERS SQUIBB,Glucoscan,TECHNETIUM TC-99M GLUCEPTATE KIT N/A,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-06,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017907,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017907%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-36,1978,NDA017962,NDA,1978-06-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),ESJAY PHARMA,Parlodel,BROMOCRIPTINE MESYLATE EQ 2.5MG BASE,TABLET; ORAL,2,Prescription,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-07,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017962,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017962%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-37,1978,NDA018127,NDA,1978-07-05,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,WARNER CHILCOTT,OVCON-35,ETHINYL ESTRADIOL 0.035MG; NORETHINDRONE 0.4MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL-21,1,Discontinued,2 ingredients first seen earlier (earliest 1968-04-16 on NDA016672),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018127,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018127%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-38,1978,NDA018128,NDA,1978-07-05,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,WARNER CHILCOTT,OVCON-50,ETHINYL ESTRADIOL 0.05MG; NORETHINDRONE 1MG,TABLET; ORAL-21,1,Discontinued,2 ingredients first seen earlier (earliest 1968-04-16 on NDA016672),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018128,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018128%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-39,1978,NDA017744,NDA,1978-07-14,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,TRUE,NME + new combination (Type 1/4),LEGACY,Motofen,ATROPINE SULFATE 0.025MG; DIFENOXIN HYDROCHLORIDE 0.5MG,TABLET; ORAL,2,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-08,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017744,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017744%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-40,1978,NDA017820,NDA,1978-07-18,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),LILLY,Dobutrex,DOBUTAMINE HYDROCHLORIDE EQ 12.5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-09,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017820,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017820%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-41,1978,NDA018087,NDA,1978-07-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,FERRING,THYREL TRH,PROTIRELIN 0.5MG/ML,INJECTABLE; INJECTION,1,Discontinued,PROTIRELIN first 1976-11-05 on NDA017638,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018087,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018087%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-42,1978,NDA017902,NDA,1978-07-25,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,BRACCO,RENOVUE-65,IODAMIDE MEGLUMINE 65%,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017902,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017902%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-43,1978,NDA017903,NDA,1978-07-25,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,BRACCO,RENOVUE-DIP,IODAMIDE MEGLUMINE 24%,INJECTABLE; INJECTION,1,Discontinued,IODAMIDE MEGLUMINE first 1978-07-25 on NDA017902,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017903,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017903%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-44,1978,NDA017963,NDA,1978-08-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),VALIDUS PHARMS,Lopressor,METOPROLOL TARTRATE 50MG,TABLET; ORAL,2,Prescription,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-10,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017963,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017963%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-45,1978,NDA018044,NDA,1978-08-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),ESJAY PHARMA,Rocaltrol,CALCITRIOL 0.5MCG,CAPSULE; ORAL,2,Prescription,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-11,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018044,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018044%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-46,1978,NDA018086,NDA,1978-08-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),BAUSCH AND LOMB INC,Timoptic,TIMOLOL MALEATE EQ 0.5% BASE,SOLUTION/DROPS; OPHTHALMIC,2,Prescription,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-12,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018086,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018086%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-47,1978,NDA017857,NDA,1978-08-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),APOTHECON,Stadol,BUTORPHANOL TARTRATE 2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,3,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-13,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017857,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017857%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-48,1978,NDA017982,NDA,1978-08-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),GE HEALTHCARE,Amipaque,METRIZAMIDE 13.5GM/VIAL,INJECTABLE; INJECTION,4,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-14,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017982,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017982%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-49,1978,NDA016818,NDA,1978-09-27,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,ROERIG,EMETE-CON,BENZQUINAMIDE HYDROCHLORIDE EQ 100MG BASE,SUPPOSITORY; RECTAL,1,Discontinued,BENZQUINAMIDE HYDROCHLORIDE first 1974-03-12 on NDA016820,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016818,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016818%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-50,1978,NDA017512,NDA,1978-09-27,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,VANTIVE US HLTHCARE,DIANEAL LOW CALCIUM W/DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE 18.3MG/100ML; DEXTROSE 4.25GM/100ML; MAGNESIUM CHLORIDE 5.08MG/100ML; SODIUM CHLORIDE 538MG/100ML; SODIUM LACTATE 448MG/100ML,SOLUTION; INTRAPERITONEAL,15,Prescription,5 ingredients first seen earlier (earliest 1971-03-22 on NDA016679),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017512,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017512%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-51,1978,NDA017911,NDA,1978-09-27,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),MERCK,Clinoril,SULINDAC 150MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-15,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017911,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017911%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-52,1978,NDA050504,NDA,1978-09-27,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),LILLY,Mandol,CEFAMANDOLE NAFATE EQ 500MG BASE/VIAL,INJECTABLE; INJECTION,4,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-16,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050504,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050504%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-53,1978,NDA018040,NDA,1978-10-04,TYPE 3,Type 3 - New Dosage Form,PRIORITY,FALSE,Type 3 - New Dosage Form,JANSSEN PHARMA,MONISTAT,MICONAZOLE 10MG/ML,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018040,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018040%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-54,1978,NDA017433,NDA,1978-10-12,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,DAVIS AND GECK,PRE-OP II,HEXACHLOROPHENE 480MG,SPONGE; TOPICAL,2,Prescription,HEXACHLOROPHENE first 1974-09-18 on NDA017411,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017433,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017433%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-55,1978,NDA020216,NDA,1978-10-16,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),WYETH PHARMS,PREMARIN,"ESTROGENS, CONJUGATED 0.625MG/GM","CREAM; TOPICAL, VAGINAL",1,Prescription,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020216,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA020216%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-56,1978,NDA017955,NDA,1978-10-17,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,BAUSCH,RETIN-A,TRETINOIN 0.01%,GEL; TOPICAL,1,Prescription,TRETINOIN first 1971-10-20 on NDA016921,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017955,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017955%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-57,1978,NDA017923,NDA,1978-10-18,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,NOVARTIS,MELLARIL-S,THIORIDAZINE EQ 100MG HYDROCHLORIDE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SUSPENSION; ORAL,2,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017923,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017923%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-58,1978,NDA018066,NDA,1978-10-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,CHATTEM,UNISOM,DOXYLAMINE SUCCINATE 25MG,TABLET; ORAL,1,Over-the-counter,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018066,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018066%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
