company_name,ticker,drug_name,recent_clinical_trial_result,fda_decision,fda_decision_date,fda_decision_type,stock_pricing_before,stock_pricing_after,pct_change_on_decision,stock_price_t1,pct_change_t1,stock_pricing_summary,company_success_rate_summary,company_score,company_score_grade,company_success_rate_pct,total_drugs_in_profile,approved_drugs,phase3_programs,paused_or_hold,advanced_to_next_phase,review_pathway,indication,fda_source_url,secondary_source_url,verification_status,us_investable_class,notes
Pharmacia AB (merged with The Upjohn Co. Nov-1995),,Dipentum (olsalazine sodium),indicated for the maintenance of remission of ulcerative colitis in patients who are intolerant of sulfasalazine,Approval on 1990-07-31 for Dipentum (olsalazine sodium) (indicated for the maintenance of remission of ulcerative colitis in patients who) - Pathway: Priority,1990-07-31,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1990-07-31 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,indicated for the maintenance of remission of ulcerative colitis in patients who are intolerant of sulfasalazine,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019715,Verified,FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Pharmacia AB (merged with The Upjohn Co. Nov-1995) Dipentum (olsalazine sodium) Approval 1990-07-31. Trial result: indicated for the maintenance of remission of ulcerative colitis in patients who are intolerant of s. Stock: Before: N/A on N/A -> After: N/A on 1990-07-31 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019715"
Organon BioSciences (Akzo Nobel; human Rx to Schering-Plough 2007),,Arduan (pipecuronium bromide),"indicated as an adjunct to general anesthesia, to provide skeletal muscle relaxation during surgery; can also be used to provide skeletal muscle relaxation for endotracheal intubation","Approval on 1990-06-26 for Arduan (pipecuronium bromide) (indicated as an adjunct to general anesthesia, to provide skeletal muscle relaxa) - Pathway: Standard",1990-06-26,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1990-06-26 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,"indicated as an adjunct to general anesthesia, to provide skeletal muscle relaxation during surgery; can also be used to provide skeletal muscle relaxation for endotracheal intubation",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019638,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Organon BioSciences (Akzo Nobel; human Rx to Schering-Plough 2007) Arduan (pipecuronium bromide) Approval 1990-06-26. Trial result: indicated as an adjunct to general anesthesia, to provide skeletal muscle relaxation during surgery;. Stock: Before: N/A on N/A -> After: N/A on 1990-06-26 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019638"
DuPont Pharmaceuticals (DuPont Merck JV until mid-1998; acquired by BMS 2001),,Ethmozine (moricizine hydrochloride),"indicated for the treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in the judgment of the physician are life-threatening","Approval on 1990-06-19 for Ethmozine (moricizine hydrochloride) (indicated for the treatment of documented ventricular arrhythmias, such as susta) - Pathway: Priority",1990-06-19,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1990-06-19 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,"indicated for the treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in the judgment of the physician are life-threatening",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019753,Verified,FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: DuPont Pharmaceuticals (DuPont Merck JV until mid-1998; acquired by BMS 2001) Ethmozine (moricizine hydrochloride) Approval 1990-06-19. Trial result: indicated for the treatment of documented ventricular arrhythmias, such as sustained ventricular tac. Stock: Before: N/A on N/A -> After: N/A on 1990-06-19 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019753"
Janssen Pharmaceutica (Johnson & Johnson),JNJ,Ergamisol (levamisole hydrochloride),indicated as adjuvant treatment in combination with 5-fluorouracil after surgical resection in patients with Dukes' stage C colon cancer,Approval on 1990-06-18 for Ergamisol (levamisole hydrochloride) (indicated as adjuvant treatment in combination with 5-fluorouracil after surgica) - Pathway: Priority,1990-06-18,Approval,8.0469,7.9219,-1.55,7.9688,-0.97,Before: 8.0469 on 1990-06-15 -> After: 7.9219 on 1990-06-18 (-1.55%); T+1: 7.9688 (-0.97%),"Score: 64.6 Grade: C Success Rate: 60.0% - Profile: 40 total, 24 approved, 10 Phase3, 3 paused, 18 advanced",64.6,C,60.0,40,24,10,3,18,Priority,indicated as adjuvant treatment in combination with 5-fluorouracil after surgical resection in patients with Dukes' stage C colon cancer,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020035,Verified,US-LISTED,"Decision engine analysis row: Janssen Pharmaceutica (Johnson & Johnson) Ergamisol (levamisole hydrochloride) Approval 1990-06-18. Trial result: indicated as adjuvant treatment in combination with 5-fluorouracil after surgical resection in patie. Stock: Before: 8.0469 on 1990-06-15 -> After: 7.9219 on 1990-06-18 (-1.55%); T+1: 7.9688 (-0.97%). Score: Score: 64.6 Grade: C Success Rate: 60.0% - Profile: 40 total, 24 approved, 10 Phase3, 3 paused, 18 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020035"
Mallinckrodt Inc. (imaging/nuclear unit; Tyco Jun-2000),,TechneScan MAG3 (technetium Tc-99m mertiatide),"indicated as a renal imaging agent for use in the diagnosis of congenital and acquired abnormalities, renal failure, urinary tract obstruction, and calculi",Approval on 1990-06-15 for TechneScan MAG3 (technetium Tc-99m mertiatide) (indicated as a renal imaging agent for use in the diagnosis of congenital and ac) - Pathway: Standard,1990-06-15,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1990-06-15 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,"indicated as a renal imaging agent for use in the diagnosis of congenital and acquired abnormalities, renal failure, urinary tract obstruction, and calculi",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019882,Verified,FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Mallinckrodt Inc. (imaging/nuclear unit; Tyco Jun-2000) TechneScan MAG3 (technetium Tc-99m mertiatide) Approval 1990-06-15. Trial result: indicated as a renal imaging agent for use in the diagnosis of congenital and acquired abnormalities. Stock: Before: N/A on N/A -> After: N/A on 1990-06-15 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019882"
Enzon Inc. (delisted; portfolio sale 2013),,Adagen (pegademase bovine),indicated for enzyme replacement therapy for adenosine deaminase (ADA) deficiency  in  patients  with  severe  combined  immunodeficiency  disease  (SCID)  who  are  not  suitable  candidates  for  –  or  who  have  failed  –  bone  marrow  transplantation,Approval on 1990-03-21 for Adagen (pegademase bovine) (indicated for enzyme replacement therapy for adenosine deaminase (ADA) deficienc) - Pathway: Priority,1990-03-21,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1990-03-21 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,indicated for enzyme replacement therapy for adenosine deaminase (ADA) deficiency  in  patients  with  severe  combined  immunodeficiency  disease  (SCID)  who  are  not  suitable  candidates  for  –  or  who  have  failed  –  bone  marrow  transplantation,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019818,Verified,FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Enzon Inc. (delisted; portfolio sale 2013) Adagen (pegademase bovine) Approval 1990-03-21. Trial result: indicated for enzyme replacement therapy for adenosine deaminase (ADA) deficiency  in  patients  wit. Stock: Before: N/A on N/A -> After: N/A on 1990-03-21 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019818"
"Syntex Corp. (acquired by Roche 1994, delisted)",,Synarel (nafarelin acetate),"management of endometriosis, including pain relief and reduction of endometriotic lesions","Approval on 1990-02-13 for Synarel (nafarelin acetate) (management of endometriosis, including pain relief and reduction of endometrioti) - Pathway: Standard",1990-02-13,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1990-02-13 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,"management of endometriosis, including pain relief and reduction of endometriotic lesions",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019886,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Syntex Corp. (acquired by Roche 1994, delisted) Synarel (nafarelin acetate) Approval 1990-02-13. Trial result: management of endometriosis, including pain relief and reduction of endometriotic lesions. Stock: Before: N/A on N/A -> After: N/A on 1990-02-13 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019886"
Pfizer Inc.,PFE,Diflucan (fluconazole),"treatment of oropharyngeal and esophageal candidiasis; serious systemic candidal infections, including urinary tract infection, peritonitis, and pneumonia; also indicated for treatment of cryptococcal meningitis",Approval on 1990-01-29 for Diflucan (fluconazole) (treatment of oropharyngeal and esophageal candidiasis; serious systemic candidal) - Pathway: Priority,1990-01-29,Approval,2.6783,2.7079,1.11,2.6783,0.00,Before: 2.6783 on 1990-01-26 -> After: 2.7079 on 1990-01-29 (1.11%); T+1: 2.6783 (0.00%),"Score: 49.6 Grade: D Success Rate: 68.88888888888889% - Profile: 45 total, 31 approved, 15 Phase3, 3 paused, 28 advanced",49.6,D,68.88888888888889,45,31,15,3,28,Priority,"treatment of oropharyngeal and esophageal candidiasis; serious systemic candidal infections, including urinary tract infection, peritonitis, and pneumonia; also indicated for treatment of cryptococcal meningitis",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019949,Verified,US-LISTED,"Decision engine analysis row: Pfizer Inc. Diflucan (fluconazole) Approval 1990-01-29. Trial result: treatment of oropharyngeal and esophageal candidiasis; serious systemic candidal infections, includi. Stock: Before: 2.6783 on 1990-01-26 -> After: 2.7079 on 1990-01-29 (1.11%); T+1: 2.6783 (0.00%). Score: Score: 49.6 Grade: D Success Rate: 68.88888888888889% - Profile: 45 total, 31 approved, 15 Phase3, 3. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019949"
Ciba-Geigy Ltd. (Basel; Novartis from Mar-1996),,Anafranil (clomipramine hydrochloride),"treatment of obsessions and compulsions in patients with Obsessive Compulsive Disorder (OCD). The obsessions or compulsions must cause marked distress, be time-consuming, or significantly interfere with social or occupational functioning, in order to meet the DSM III-R (circa 1989) diagnosis of OCD",Approval on 1989-12-29 for Anafranil (clomipramine hydrochloride) (treatment of obsessions and compulsions in patients with Obsessive Compulsive Di) - Pathway: Priority,1989-12-29,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-12-29 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,"treatment of obsessions and compulsions in patients with Obsessive Compulsive Disorder (OCD). The obsessions or compulsions must cause marked distress, be time-consuming, or significantly interfere with social or occupational functioning, in order to meet the DSM III-R (circa 1989) diagnosis of OCD",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019906,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Ciba-Geigy Ltd. (Basel; Novartis from Mar-1996) Anafranil (clomipramine hydrochloride) Approval 1989-12-29. Trial result: treatment of obsessions and compulsions in patients with Obsessive Compulsive Disorder (OCD). The ob. Stock: Before: N/A on N/A -> After: N/A on 1989-12-29 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019906"
Bausch & Lomb Inc. (NYSE:BOL until 2007 take-private; Bausch + Lomb Corp relisted BLCO 2022),BOL,Betamet (metipranolol hydrochloride),has been shown to be effective in lowering intraocular pressure and may be used in patients with chronic open-angle glaucoma or intraocular hypertension,Approval on 1989-12-29 for Betamet (metipranolol hydrochloride) (has been shown to be effective in lowering intraocular pressure and may be used ) - Pathway: Standard,1989-12-29,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-12-29 (N/A%); T+1: N/A (N/A%),"Score: 48.9 Grade: D Success Rate: 100.0% - Profile: 2 total, 2 approved, 0 Phase3, 0 paused, 0 advanced",48.9,D,100.0,2,2,0,,,Standard,has been shown to be effective in lowering intraocular pressure and may be used in patients with chronic open-angle glaucoma or intraocular hypertension,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019907,Verified,FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Bausch & Lomb Inc. (NYSE:BOL until 2007 take-private; Bausch + Lomb Corp relisted BLCO 2022) Betamet (metipranolol hydrochloride) Approval 1989-12-29. Trial result: has been shown to be effective in lowering intraocular pressure and may be used in patients with chr. Stock: Before: N/A on N/A -> After: N/A on 1989-12-29 (N/A%); T+1: N/A (N/A%). Score: Score: 48.9 Grade: D Success Rate: 100.0% - Profile: 2 total, 2 approved, 0 Phase3, 0 paused, 0 adva. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019907"
Bristol-Myers Squibb Co. (Squibb merged with Bristol-Myers 1989),BMY,Cardiogen-82 (rubidium Rb 82 chloride),indicated for assessing regional myocardial perfusion in the diagnosis and localization of myocardial infarction,Approval on 1989-12-29 for Cardiogen-82 (rubidium Rb 82 chloride) (indicated for assessing regional myocardial perfusion in the diagnosis and local) - Pathway: Standard,1989-12-29,Approval,13.5033,13.3249,-1.32,13.5628,0.44,Before: 13.5033 on 1989-12-28 -> After: 13.3249 on 1989-12-29 (-1.32%); T+1: 13.5628 (0.44%),"Score: 66.2 Grade: B Success Rate: 61.904761904761905% - Profile: 42 total, 26 approved, 8 Phase3, 4 paused, 19 advanced",66.2,B,61.904761904761905,42,26,8,4,19,Standard,indicated for assessing regional myocardial perfusion in the diagnosis and localization of myocardial infarction,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019414,Verified,US-LISTED,"Decision engine analysis row: Bristol-Myers Squibb Co. (Squibb merged with Bristol-Myers 1989) Cardiogen-82 (rubidium Rb 82 chloride) Approval 1989-12-29. Trial result: indicated for assessing regional myocardial perfusion in the diagnosis and localization of myocardia. Stock: Before: 13.5033 on 1989-12-28 -> After: 13.3249 on 1989-12-29 (-1.32%); T+1: 13.5628 (0.44%). Score: Score: 66.2 Grade: B Success Rate: 61.904761904761905% - Profile: 42 total, 26 approved, 8 Phase3, 4. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019414"
Wyeth (acquired by Pfizer 2009),WYE,Dalgan (dezocine),indicated for the management of pain when the use of an opioid analgesic is appropriate,Approval on 1989-12-29 for Dalgan (dezocine) (indicated for the management of pain when the use of an opioid analgesic is appr) - Pathway: Standard,1989-12-29,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-12-29 (N/A%); T+1: N/A (N/A%),"Score: 54.4 Grade: C Success Rate: 100.0% - Profile: 7 total, 22 approved, 0 Phase3, 0 paused, 0 advanced",54.4,C,100.0,7,22,0,0,0,Standard,indicated for the management of pain when the use of an opioid analgesic is appropriate,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019082,Verified - FLAGGED (source-verbatim note),FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Wyeth (acquired by Pfizer 2009) Dalgan (dezocine) Approval 1989-12-29. Trial result: indicated for the management of pain when the use of an opioid analgesic is appropriate. Stock: Before: N/A on N/A -> After: N/A on 1989-12-29 (N/A%); T+1: N/A (N/A%). Score: Score: 54.4 Grade: C Success Rate: 100.0% - Profile: 7 total, 22 approved, 0 Phase3, 0 paused, 0 adv. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019082"
Eli Lilly and Co.,LLY,Decabid (indecainide hydrochloride),"treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in the judgment of the physician, are life-threatening","Approval on 1989-12-29 for Decabid (indecainide hydrochloride) (treatment of documented ventricular arrhythmias, such as sustained ventricular t) - Pathway: Standard",1989-12-29,Approval,16.9375,17.125,1.11,17.1875,1.48,Before: 16.9375 on 1989-12-28 -> After: 17.125 on 1989-12-29 (1.11%); T+1: 17.1875 (1.48%),"Score: 54.9 Grade: C Success Rate: 73.68421052631578% - Profile: 38 total, 28 approved, 17 Phase3, 2 paused, 22 advanced",54.9,C,73.68421052631578,38,28,17,2,22,Standard,"treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in the judgment of the physician, are life-threatening",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019693,Verified,US-LISTED,"Decision engine analysis row: Eli Lilly and Co. Decabid (indecainide hydrochloride) Approval 1989-12-29. Trial result: treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in . Stock: Before: 16.9375 on 1989-12-28 -> After: 17.125 on 1989-12-29 (1.11%); T+1: 17.1875 (1.48%). Score: Score: 54.9 Grade: C Success Rate: 73.68421052631578% - Profile: 38 total, 28 approved, 17 Phase3, 2. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019693"
Johnson & Johnson,JNJ,"Ortho Cyclen (norgestimate, ethinyl estradiol)",prevention of pregnancy in women who elect to use oral contraceptives as a method of contraception,"Approval on 1989-12-29 for Ortho Cyclen (norgestimate, ethinyl estradiol) (prevention of pregnancy in women who elect to use oral contraceptives as a metho) - Pathway: Standard",1989-12-29,Approval,7.3906,7.4219,0.42,7.4844,1.27,Before: 7.3906 on 1989-12-28 -> After: 7.4219 on 1989-12-29 (0.42%); T+1: 7.4844 (1.27%),"Score: 64.6 Grade: C Success Rate: 60.0% - Profile: 40 total, 24 approved, 10 Phase3, 3 paused, 18 advanced",64.6,C,60.0,40,24,10,3,18,Standard,prevention of pregnancy in women who elect to use oral contraceptives as a method of contraception,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019653,Verified,US-LISTED,"Decision engine analysis row: Johnson & Johnson Ortho Cyclen (norgestimate, ethinyl estradiol) Approval 1989-12-29. Trial result: prevention of pregnancy in women who elect to use oral contraceptives as a method of contraception. Stock: Before: 7.3906 on 1989-12-28 -> After: 7.4219 on 1989-12-29 (0.42%); T+1: 7.4844 (1.27%). Score: Score: 64.6 Grade: C Success Rate: 60.0% - Profile: 40 total, 24 approved, 10 Phase3, 3 paused, 18 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019653"
ICI / Stuart Pharmaceuticals (Zeneca 1993; AstraZeneca 1999),,Zoladex (goserelin acetate),palliative treatment of advanced carcinoma of the prostate,Approval on 1989-12-29 for Zoladex (goserelin acetate) (palliative treatment of advanced carcinoma of the prostate) - Pathway: Standard,1989-12-29,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-12-29 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,palliative treatment of advanced carcinoma of the prostate,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019726,Verified,NON-US LISTING ONLY,"Decision engine analysis row: ICI / Stuart Pharmaceuticals (Zeneca 1993; AstraZeneca 1999) Zoladex (goserelin acetate) Approval 1989-12-29. Trial result: palliative treatment of advanced carcinoma of the prostate. Stock: Before: N/A on N/A -> After: N/A on 1989-12-29 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019726"
Eli Lilly and Co.,LLY,Pindac (pinacidil),treatment of hypertension,Approval on 1989-12-28 for Pindac (pinacidil) (treatment of hypertension) - Pathway: Standard,1989-12-28,Approval,16.7188,16.9375,1.31,17.125,2.43,Before: 16.7188 on 1989-12-27 -> After: 16.9375 on 1989-12-28 (1.31%); T+1: 17.125 (2.43%),"Score: 54.9 Grade: C Success Rate: 73.68421052631578% - Profile: 38 total, 28 approved, 17 Phase3, 2 paused, 22 advanced",54.9,C,73.68421052631578,38,28,17,2,22,Standard,treatment of hypertension,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019456,Verified,US-LISTED,"Decision engine analysis row: Eli Lilly and Co. Pindac (pinacidil) Approval 1989-12-28. Trial result: treatment of hypertension. Stock: Before: 16.7188 on 1989-12-27 -> After: 16.9375 on 1989-12-28 (1.31%); T+1: 17.125 (2.43%). Score: Score: 54.9 Grade: C Success Rate: 73.68421052631578% - Profile: 38 total, 28 approved, 17 Phase3, 2. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019456"
The Upjohn Co. (merged into Pharmacia & Upjohn Nov-1995),,Zefazone (cefmetazole sodium),"treatment of serious infections caused by susceptible strains of the designated microorganisms in the following diseases: Urinary Tract Infections; Lower Respiratory Tract Infections; Skin and Skin Structure Infections; Intraabdominal Infections; reduce the incidence of certain postoperative infections in patients who undergo caesarean section, abdominal or vaginal hysterectomy, cholecystectomy (high risk patients), and colorectal surgery",Approval on 1989-12-11 for Zefazone (cefmetazole sodium) (treatment of serious infections caused by susceptible strains of the designated ) - Pathway: Standard,1989-12-11,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-12-11 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,"treatment of serious infections caused by susceptible strains of the designated microorganisms in the following diseases: Urinary Tract Infections; Lower Respiratory Tract Infections; Skin and Skin Structure Infections; Intraabdominal Infections; reduce the incidence of certain postoperative infections in patients who undergo caesarean section, abdominal or vaginal hysterectomy, cholecystectomy (high risk patients), and colorectal surgery",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050637,Verified,FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: The Upjohn Co. (merged into Pharmacia & Upjohn Nov-1995) Zefazone (cefmetazole sodium) Approval 1989-12-11. Trial result: treatment of serious infections caused by susceptible strains of the designated microorganisms in th. Stock: Before: N/A on N/A -> After: N/A on 1989-12-11 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050637"
Allergan (acquired by AbbVie 2020),AGN,Oculinum (botulinum toxin type A),"for the treatment of strabismus  in patients 12 years of age and above;
blepharospasm associated with dystonia, including benign essential blepharospasm or [seventh] nerve disorders in patients 12 years of age and above","Approval on 1989-12-09 for Oculinum (botulinum toxin type A) (for the treatment of strabismus  in patients 12 years of age and above;
blepharo) - Pathway: Standard",1989-12-09,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-12-09 (N/A%); T+1: N/A (N/A%),"Score: 62.6 Grade: C Success Rate: 100.0% - Profile: 2 total, 10 approved, 0 Phase3, 0 paused, 0 advanced",62.6,C,100.0,2,10,0,0,0,Standard,"for the treatment of strabismus  in patients 12 years of age and above;
blepharospasm associated with dystonia, including benign essential blepharospasm or [seventh] nerve disorders in patients 12 years of age and above",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103000,Verified - FLAGGED (source-verbatim note),FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Allergan (acquired by AbbVie 2020) Oculinum (botulinum toxin type A) Approval 1989-12-09. Trial result: for the treatment of strabismus  in patients 12 years of age and above;
blepharospasm associated wit. Stock: Before: N/A on N/A -> After: N/A on 1989-12-09 (N/A%); T+1: N/A (N/A%). Score: Score: 62.6 Grade: C Success Rate: 100.0% - Profile: 2 total, 10 approved, 0 Phase3, 0 paused, 0 adv. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103000"
