crl_row_id,master_crl_id,master_link_status,curated_candidate_ids,duplicate_letter_same_app_same_date,raw_file_name,company_name_verbatim,application_number_verbatim,application_number_normalised,application_kind,letter_date,letter_year,letter_type_verbatim,fda_approval_status_verbatim,later_original_approval_actions_observed,first_later_original_action_date,days_letter_to_first_later_original_action,later_any_approval_actions_observed,first_later_any_action_date,later_original_action_sources,later_any_action_types,conflict_flag,fda_application_url,replay_query_url,dataset_last_updated,evidence_source_files,verification_status,notes
CR-NDA021164-20020315,C058,JOINED_CURATED_DATE_COMPANY,C058,FALSE,021164Orig1s000OtherActionLtrs.pdf,"Organon, Inc.",NDA 021164,NDA021164,NDA,2002-03-15,2002,,Approved,1,2023-09-22,7861,1,2023-09-22,openfda_orig_decisions_2011_2026,2023-09-22 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA021164,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22021164Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2203%2F15%2F2002%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C058 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA213976-20211217,C036,JOINED_CURATED_DATE_COMPANY,C036,FALSE,213976_2024_Orig1s000OtherActionLtrs.pdf,"Takeda Pharmaceuticals U.S.A., Inc.",NDA 213976,NDA213976,NDA,2021-12-17,2021,COMPLETE RESPONSE,Approved,1,2024-02-09,784,1,2024-02-09,openfda_orig_decisions_2011_2026,2024-02-09 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA213976,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22213976_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2212%2F17%2F2021%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C036 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA202408-20140331,CR-NDA202408-20140331,JOINED,,FALSE,202408_2019_Orig1s000OtherActionLtrs.pdf,"Fera Pharmaceuticals, LLC",NDA 202408,NDA202408,NDA,2014-03-31,2014,COMPLETE RESPONSE,Approved,1,2019-03-29,1824,1,2019-03-29,openfda_orig_decisions_2011_2026,2019-03-29 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA202408,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22202408_2019_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2203%2F31%2F2014%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA216686-20221019,CR-NDA216686-20221019,JOINED,,FALSE,216686_2023_Orig1s000OtherActionLtrs.pdf,Spes Pharmaceuticals Inc.,NDA 216686,NDA216686,NDA,2022-10-19,2022,COMPLETE RESPONSE,Approved,1,2023-08-22,307,1,2023-08-22,openfda_orig_decisions_2011_2026,2023-08-22 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA216686,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22216686_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2210%2F19%2F2022%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA210735-20180426,CR-NDA210735-20180426,JOINED,,FALSE,210735_2022_Orig1s000OtherActionLtrs.pdf,AuroMedics Pharma LLC,NDA 210735,NDA210735,NDA,2018-04-26,2018,COMPLETE RESPONSE,Approved,1,2021-08-25,1217,1,2021-08-25,openfda_orig_decisions_2011_2026,2021-08-25 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA210735,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22210735_2022_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2204%2F26%2F2018%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761073-20180525,C045,JOINED_CURATED_DATE_COMPANY,C045,FALSE,761073_2019_Orig1s000OtherActionLtrs.pdf,Amgen Inc.,BLA 761073,BLA761073,BLA,2018-05-25,2018,COMPLETE RESPONSE,Approved,1,2019-06-13,384,1,2019-06-13,openfda_orig_decisions_2011_2026,2019-06-13 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761073,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761073_2019_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2205%2F25%2F2018%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C045 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA204417-20150923,CR-NDA204417-20150923,JOINED,,FALSE,204417Orig1s000OtherActionLtr.pdf,Sun Pharma Advanced Research Company Limited,NDA 204417,NDA204417,NDA,2015-09-23,2015,COMPLETE RESPONSE,Approved,1,2018-12-20,1184,1,2018-12-20,openfda_orig_decisions_2011_2026,2018-12-20 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA204417,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22204417Orig1s000OtherActionLtr.pdf%22+AND+letter_date%3A%2209%2F23%2F2015%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA205508-20250728,CR-NDA205508-20250728,JOINED,,FALSE,CRL_NDA205508_20250728.pdf,Heritage Pharmaceuticals Inc. d/b/a/ Avet Pharmaceuticals Inc.,NDA 205508,NDA205508,NDA,2025-07-28,2025,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA205508,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA205508_20250728.pdf%22+AND+letter_date%3A%2207%2F28%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA214520-20210226,CR-NDA214520-20210226,JOINED,,FALSE,214520_2023_Orig1s000OtherActionLtrs.pdf,CorMedix Inc.,NDA 214520,NDA214520,NDA,2021-02-26,2021,COMPLETE RESPONSE,Approved,1,2023-11-15,992,1,2023-11-15,openfda_orig_decisions_2011_2026,2023-11-15 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA214520,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22214520_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2202%2F26%2F2021%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761225-20220331,CR-BLA761225-20220331,JOINED,,FALSE,761225_2024_Orig1s000OtherActionLtrs.pdf,"Hugel, Inc",BLA 761225,BLA761225,BLA,2022-03-31,2022,COMPLETE RESPONSE,Approved,1,2024-02-29,700,1,2024-02-29,openfda_orig_decisions_2011_2026,2024-02-29 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761225,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761225_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2203%2F31%2F2022%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA125734-20210818,CR-BL125734-20210818,JOINED,,FALSE,CRL_BLA125734_20210818.pdf,CellTrans Inc.,BL 125734,BLA125734,BLA,2021-08-18,2021,COMPLETE RESPONSE,Approved,0,,,0,,,,FDA_FIELD_APPROVED_NO_LATER_ORIGINAL_ACTION_IN_COMMITTED_COVERAGE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA125734,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA125734_20210818.pdf%22+AND+letter_date%3A%2208%2F18%2F2021%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=FDA_FIELD_APPROVED_NO_LATER_ORIGINAL_ACTION_IN_COMMITTED_COVERAGE; the flag is raised for human review, never resolved by preference."
CR-BLA761212-20241114,CR-BLA761212-20241114,JOINED,,FALSE,CRL_BLA761212_20241114.pdf,Lupin Limited (Biotech Division),BLA 761212,BLA761212,BLA,2024-11-14,2024,COMPLETE RESPONSE,Unapproved,1,2025-11-28,379,1,2025-11-28,openfda_orig_decisions_2011_2026,2025-11-28 ORIG,LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761212,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761212_20241114.pdf%22+AND+letter_date%3A%2211%2F14%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED; the flag is raised for human review, never resolved by preference."
CR-NDA210934-20241220,CR-NDA210934-20241220,JOINED,,FALSE,CRL_NDA210934_20241220.pdf,"Lexicon Pharmaceuticals, Inc.",NDA 210934,NDA210934,NDA,2024-12-20,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA210934,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA210934_20241220.pdf%22+AND+letter_date%3A%2212%2F20%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761427-20251212,CR-BLA761427-20251212,JOINED,,FALSE,CRL_BLA761427_20251212.pdf,"LIB Therapeutics, Inc.",BLA 761427/Original 2|BLA 761427,BLA761427,BLA,2025-12-12,2025,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761427,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761427_20251212.pdf%22+AND+letter_date%3A%2212%2F12%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA215721-20230113,CR-NDA215721-20230113,JOINED,,FALSE,215721_2024_Orig1s000OtherActionLtrs.pdf,"Almatica Pharma, LLC",NDA 215721,NDA215721,NDA,2023-01-13,2023,COMPLETE RESPONSE,Approved,1,2023-05-09,116,1,2023-05-09,openfda_orig_decisions_2011_2026,2023-05-09 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA215721,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22215721_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2201%2F13%2F2023%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA202049-20190619,CR-NDA202049-20190619,JOINED,,FALSE,202049_2021_Orig1s000OtherActionLtrs.pdf,"Chiesi USA, Inc.",NDA 202049,NDA202049,NDA,2019-06-19,2019,COMPLETE RESPONSE,Approved,1,2020-10-30,499,1,2020-10-30,openfda_orig_decisions_2011_2026,2020-10-30 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA202049,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22202049_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2206%2F19%2F2019%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA206610-20170201,CR-NDA206610-20170201,JOINED,,FALSE,206610_2021_Orig1s000OtherActionLtrs.pdf,Mylan Laboratories Limited,NDA 206610,NDA206610,NDA,2017-02-01,2017,COMPLETE RESPONSE,Approved,1,2021-01-15,1444,1,2021-01-15,openfda_orig_decisions_2011_2026,2021-01-15 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA206610,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22206610_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2202%2F01%2F2017%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA218353-20250425,CR-NDA218353-20250425,JOINED,,FALSE,CRL_NDA218353_20250425.pdf,University of California San Francisco,NDA 218353,NDA218353,NDA,2025-04-25,2025,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA218353,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA218353_20250425.pdf%22+AND+letter_date%3A%2204%2F25%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA206968-20201222,CR-NDA206968-20201222,JOINED,,FALSE,206968_2023_Orig1s000OtherActionLtrs.pdf,InnoPharma Licensing LLC,NDA 206968,NDA206968,NDA,2020-12-22,2020,COMPLETE RESPONSE,Approved,1,2022-06-03,528,1,2022-06-03,openfda_orig_decisions_2011_2026,2022-06-03 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA206968,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22206968_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2212%2F22%2F2020%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA218528-20240125,CR-NDA218528-20240125,JOINED,,FALSE,CRL_NDA218528_20240125.pdf,AFT Pharmaceuticals Ltd,NDA 218528,NDA218528,NDA,2024-01-25,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA218528,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA218528_20240125.pdf%22+AND+letter_date%3A%2201%2F25%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA209191-20171103,,CURATED_CANDIDATE_NOT_JOINED,C049,FALSE,209191_2018_Orig1s000OtherActionLtrs.pdf,"Hospira, Inc.",NDA 209191,NDA209191,NDA,2017-11-03,2017,COMPLETE RESPONSE,Approved,1,2022-05-02,1641,2,2022-05-02,openfda_orig_decisions_2011_2026,2022-05-02 ORIG; 2022-12-09 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA209191,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22209191_2018_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2211%2F03%2F2017%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Curated master candidate(s) C049 share this letter date but the link is not unambiguous: the candidate curated row's company name does not correspond to the name FDA publishes on the letter (parent/subsidiary or acquirer attribution). Flagged for human review, never resolved by preference."
CR-NDA220283-20260529,CR-NDA220283-20260529,JOINED,,FALSE,CRL_NDA220283_20260529_Redacted.pdf,"Cingulate Therapeutics, LLC",NDA 220283,NDA220283,NDA,2026-05-29,2026,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA220283,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA220283_20260529_Redacted.pdf%22+AND+letter_date%3A%2205%2F29%2F2026%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761271-20241205,CR-BLA761271-20241205,JOINED,,FALSE,CRL_BLA761271_20241205.pdf,Sandoz Inc.,BLA 761271,BLA761271,BLA,2024-12-05,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761271,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761271_20241205.pdf%22+AND+letter_date%3A%2212%2F05%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA210864-20191220,CR-NDA210864-20191220,JOINED,,FALSE,210864_2021_Orig1s000OtherActionLtrs.pdf,"Sedor Pharmaceuticals, LLC",NDA 210864,NDA210864,NDA,2019-12-20,2019,COMPLETE RESPONSE,Approved,1,2020-11-05,321,1,2020-11-05,openfda_orig_decisions_2011_2026,2020-11-05 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA210864,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22210864_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2212%2F20%2F2019%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
