company_name,ticker,drug_name,decision_type,decision_date,indication,review_pathway,stock_price_before,stock_price_after,pct_change,price_t1,pct_change_t1,price_data_status,company_success_rate_summary,company_score,company_score_grade,company_score_confidence,us_investable_class,fda_source_url,secondary_source_url,flags,verification_status
Takeda Pharmaceutical Company Limited,TAK,Brintellix/Trintellix (vortioxetine),Approval,2013-09-30,Major depressive disorder,Standard,,,,,,Not yet matched to price snapshot,10/10 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),49.4,D,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204447,,Verified
ViiV Healthcare (GSK group),GSK,Tivicay (dolutegravir),Approval,2013-08-12,HIV-1 infection (integrase inhibitor),Priority,,,,,,Not yet matched to price snapshot,29/29 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204790,,Verified
Boehringer Ingelheim (private),,Gilotrif (afatinib),Approval,2013-07-12,"For patients with late stage (metastatic) non-small cell lung cancer (NSCLC) whose tumors express specific types of epidermal growth factor receptor (EGFR) gene mutations, as detected by an FDA-approved test.",,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201292,,Verified
GlaxoSmithKline plc,GSK,Tafinlar (dabrafenib),Approval,2013-05-29,BRAF V600E/K metastatic melanoma,Priority,,,,,,Not yet matched to price snapshot,29/29 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202806,,Verified
GlaxoSmithKline plc,GSK,Mekinist (trametinib),Approval,2013-05-29,BRAF V600E/K metastatic melanoma,Priority,,,,,,Not yet matched to price snapshot,29/29 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204114,,Verified
Bayer AG,BAYRY,Xofigo (radium Ra 223 dichloride),Approval,2013-05-15,Castration-resistant prostate cancer with symptomatic bone metastases,Priority,,,,,,Not yet matched to price snapshot,15/15 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.9,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203971,,Verified
GlaxoSmithKline plc,GSK,Breo Ellipta (fluticasone furoate and vilanterol inhalation powder),Approval,2013-05-10,"For the long-term, once-daily maintenance treatment of airflow obstruction in patients with COPD.",,,,,,,Not yet matched to price snapshot,29/29 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204275,,Verified
Janssen Pharmaceutica (Johnson & Johnson),JNJ,Invokana (canagliflozin),Approval,2013-03-29,"Used with diet and exercise, to improve glycemic control in adults with type 2 diabetes.",,,,,,,Not yet matched to price snapshot,28/28 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.5,B,Moderate,US-LISTED,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204042,,Verified
Biogen Idec (now Biogen Inc.),BIIB,Tecfidera (dimethyl fumarate),Approval,2013-03-27,To treat adults with relapsing forms of multiple sclerosis (MS).,,,,,,,Not yet matched to price snapshot,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),68.4,B,Moderate,US-LISTED,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204063,,Verified
Guerbet SA (France),,Dotarem (gadoterate meglumine),Approval,2013-03-20,"For use in MRI of the brain, spine and associated tissues of patients ages 2 years and older.",,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,NON-US LISTING ONLY,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204781,,Verified
Navidea Biopharmaceuticals,NAVB,Lymphoseek (technetium Tc 99m tilmanocept),Approval,2013-03-13,A radioactive diagnostic imaging agent that helps locate lymph nodes in patients with breast cancer or melanoma undergoing surgery.,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202207,,Verified
Shionogi & Co. (Japan),4507,Osphena (ospemifene),Approval,2013-02-26,"To treat women experiencing moderate to severe dyspareunia, a symptom of vulvar and vaginal atrophy due to menopause.",,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.6,C,Low,NON-US LISTING ONLY,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203505,,Verified
"Genentech, Inc. (Roche group)",RHHBY,Kadcyla (ado-trastuzumab emtansine),Approval,2013-02-22,HER2+ metastatic breast cancer,Priority,,,,,,Not yet matched to price snapshot,21/21 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),86.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125427,,Verified
Celgene Corp. (acquired by BMS 2019),CELG,Pomalyst (pomalidomide),Approval,2013-02-08,To treat patients with multiple myeloma whose disease progressed after being treated with other cancer drugs.,,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),73.4,B,Moderate,US-LISTED,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204026,,Verified
"Kowa Company (private, Japan)",,Kynamro (mipomersen sodium),Approval,2013-01-29,To treat patients with homozygous familial hypercholesterolemia (HoFH).,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203568,WITHDRAWN,Verified
Takeda Pharmaceutical Co. (Japan),4502,Nesina (alogliptin),Approval,2013-01-25,To improve blood sugar control in adults with type 2 diabetes.,,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),58.0,C,Moderate,NON-US LISTING ONLY,https://web.archive.org/web/20140327204457/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm381263.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022271,,Verified
Salix Pharmaceuticals (acquired by Valeant/Bausch 2015),SLXP,Fulyzaq (crofelemer),Approval,2012-12-31,Symptomatic non-infectious diarrhea in HIV patients on ART,Priority,,,,,,Not yet matched to price snapshot,3/3 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),61.8,C,Moderate,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202292,,Verified
Bristol Myers Squibb Company,BMY,Eliquis (apixaban),Approval,2012-12-28,Nonvalvular AF stroke prevention; DVT/PE treatment/VTE prophylaxis,Priority,,,,,,Not yet matched to price snapshot,22/22 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.9,C,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202155,,Verified
Johnson & Johnson (Janssen),JNJ,Sirturo (bedaquiline),Approval,2012-12-28,Multi-drug resistant pulmonary tuberculosis,Priority,,,,,,Not yet matched to price snapshot,28/28 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.5,B,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm370175.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204384,,Verified
NPS Pharmaceuticals (acquired by Shire/Takeda 2015),NPSP,Gattex (teduglutide),Approval,2012-12-21,Short bowel syndrome with intestinal failure in adults,Priority,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),60.5,C,Low,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203336,,Verified
Aegerion Pharmaceuticals (Novelion/Amryt lineage),,Juxtapid (lomitapide),Approval,2012-12-21,"To reduce LDL cholesterol, total cholesterol, apolipoprotein B, and non-HDL cholesterol in patients with homozygous familial hypercholesterolemia (HoFH).",,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203858,,Verified
ARIAD Pharmaceuticals (acquired by Takeda 2017),ARIA,Iclusig (ponatinib),Approval,2012-12-14,To treat adults with chronic myeloid leukemia (CML) and Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL).,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203469,,Verified
Human Genome Sciences (acquired by GSK 2012),HGSI,Raxibacumab (raxibacumab),Approval,2012-12-14,"To treat inhalational anthrax, a form of the infectious disease caused by breathing in the spores of the bacterium Bacillus anthracis.",,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125349,,Verified
Novartis AG,NVS,Signifor (pasireotide [FDA table prints 'pasereotide']),Approval,2012-12-14,To treat Cushing's disease patients who cannot be helped through surgery.,,,,,,,Not yet matched to price snapshot,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200677,,Verified
"Exelixis, Inc.",EXEL,Cometriq (cabozantinib),Approval,2012-11-29,Progressive metastatic medullary thyroid cancer,Priority,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.5,C,Low,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203756,,Verified
Pfizer Inc.,PFE,Xeljanz (tofacitinib),Approval,2012-11-06,Moderate-to-severe rheumatoid arthritis,Priority,,,,,,Not yet matched to price snapshot,30/30 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.7,A,Moderate,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203214,,Verified
Teva Pharmaceutical Industries,TEVA,Synribo (omacetaxine mepesuccinate),Approval,2012-10-26,To treat adults with chronic myelogenous leukemia (CML).,,,,,,,Not yet matched to price snapshot,6/6 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED (ADR),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203585,,Verified
"Eisai Co., Ltd.",ESALY,Fycompa (perampanel),Approval,2012-10-22,Partial-onset seizures (adjunct),Standard,,,,,,Not yet matched to price snapshot,3/3 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),61.8,C,Moderate,US-LISTED (ADR),https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202834,,Verified
ThromboGenics NV (Belgium),,Jetrea (ocriplasmin),Approval,2012-10-17,To treat symptomatic vitreomacular adhesion (VMA).,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,NON-US LISTING ONLY,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125422,,Verified
Bayer AG,BAYRY,Stivarga (regorafenib),Approval,2012-09-27,Metastatic colorectal cancer; GIST; HCC,Priority,,,,,,Not yet matched to price snapshot,15/15 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.9,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203085,,Verified
AstraZeneca PLC,AZN,Aubagio (teriflunomide),Approval,2012-09-12,Relapsing forms of multiple sclerosis,Standard,,,,,,Not yet matched to price snapshot,25/25 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202992,,Verified
Mayo Clinic (private),,Choline C 11 Injection (Choline C 11 Injection),Approval,2012-09-12,A Positron Emission Tomography (PET) imaging agent used to help detect recurrent prostate cancer.,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203155,,Verified
Pfizer Inc.,PFE,Bosulif (bosutinib),Approval,2012-09-04,Philadelphia chromosome-positive CML,Priority,,,,,,Not yet matched to price snapshot,30/30 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.7,A,Moderate,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203341,,Verified
Astellas Pharma Inc. (Medivation),PFE,Xtandi (enzalutamide),Approval,2012-08-31,Metastatic castration-resistant prostate cancer,Priority,,,,,,Not yet matched to price snapshot,30/30 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.7,A,Moderate,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203415,,Verified
"Ironwood Pharmaceuticals, Inc. (acquired by Alfasigma 2024)",IRWD,Linzess (linaclotide),Approval,2012-08-30,Irritable bowel syndrome with constipation; chronic idiopathic constipation,Standard,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202811,,Verified
Sicor Biotech (Teva Group),TEVA,Granix (tbo-filgrastim),Approval,2012-08-29,To reduce the duration of severe neutropenia in patients receiving certain cancer chemotherapy.,,,,,,,Not yet matched to price snapshot,6/6 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED (ADR),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125294,,Verified
"Gilead Sciences, Inc.",GILD,Stribild (elvitegravir/cobicistat/emtricitabine/tenofovir),Approval,2012-08-27,HIV-1 infection in treatment-naive adults,Standard,,,,,,Not yet matched to price snapshot,16/16 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),66.6,B,Moderate,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203093,,Verified
Sanofi (Regeneron partnership),SNY,Zaltrap (ziv-aflibercept),Approval,2012-08-03,Metastatic colorectal cancer (with FOLFIRI),Priority,,,,,,Not yet matched to price snapshot,18/18 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.3,C,Moderate,US-LISTED (ADR),https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125418,,Verified
Almirall SA (Spain),,Tudorza Pressair (aclidinium bromide),Approval,2012-07-23,For the long-term maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD).,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,NON-US LISTING ONLY,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202450,,Verified
Onyx Pharmaceuticals (acquired by Amgen 2013),ONXX,Kyprolis (carfilzomib),Approval,2012-07-20,Relapsed/refractory multiple myeloma,Priority,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.5,C,Low,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202714,,Verified
Ferring Pharmaceuticals (private),,"Prepopik (sodium picosulfate, magnesium oxide and citric acid)",Approval,2012-07-16,To help cleanse the colon in adults preparing for colonoscopy.,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202535,,Verified
Astellas Pharma Inc. (Japan),4503,Myrbetriq (mirabegron),Approval,2012-06-28,To treat adults with overactive bladder.,,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),48.9,D,Low,NON-US LISTING ONLY,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202611,,Verified
Arena Pharmaceuticals (acquired by Eisai 2022),ARNA,Belviq (lorcaserin hydrochloride),Approval,2012-06-27,For chronic weight management.,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),10.8,E,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022529,WITHDRAWN,Verified
Genentech (acquired by Roche 2009),DNA,Perjeta (pertuzumab),Approval,2012-06-08,To treat patients with HER2-positive metastatic breast cancer. [FDA table prints truncated link '1254'; BLA number 125405 verified from Drugs@FDA.],,,,,,,Not yet matched to price snapshot,5/5 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),76.5,B,Moderate,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125405,,Verified
Protalix BioTherapeutics (Pfizer partner),PLX,Elelyso (taliglucerase alfa),Approval,2012-05-01,For long-term enzyme replacement therapy to treat Gaucher disease.,,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.0,B,Low,US-LISTED,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022458,,Verified
VIVUS Inc.,VVUS,Stendra (avanafil),Approval,2012-04-27,To treat erectile dysfunction.,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,US-LISTED,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202276,,Verified
Avid Radiopharmaceuticals (acquired by Lilly 2012),LLY,Amyvid (Florbetapir F 18),Approval,2012-04-06,Radioactive diagnostic agent for PET imaging of the brain to estimate beta-amyloid neuritic plaque density in adult patients with cognitive impairment being evaluated for Alzheimer's disease.,,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202008,,Verified
Affymax (withdrawn drug 2013; delisted),AFFY,Omontys (peginesatide),Approval,2012-03-27,To treat anemia in adult dialysis patients with chronic kidney disease.,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),10.8,E,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202799,WITHDRAWN,Verified
Discovery Laboratories (now Windtree),DSCO,Surfaxin (lucinactant),Approval,2012-03-06,For the prevention of respiratory distress syndrome (RDS) in premature infants.,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021746,,Verified
"Merck & Co., Inc.",MRK,Zioptan (tafluprost),Approval,2012-02-10,For reducing elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.,,,,,,,Not yet matched to price snapshot,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.6,B,Moderate,US-LISTED,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202514,,Verified
