row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,full_db_holder_match,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1965AUDIT-1958-18,1958,NDA011145,NDA,1958-09-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),RISING,MATCH,DIURIL,CHLOROTHIAZIDE 250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1958-18 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011145,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011145%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1958-19,1958,NDA011418,NDA,1958-09-29,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,WYETH AYERST,MATCH,DIMETANE-TEN,BROMPHENIRAMINE MALEATE 10MG/ML,INJECTABLE; INJECTION,1,Discontinued,1957-08-23 on NDA010799,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011418,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011418%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1958-20,1958,NDA011601,NDA,1958-10-23,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,PHARMOBEDIENT,MATCH,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE 0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CREAM; TOPICAL,2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011601,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011601%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1958-21,1958,NDA011641,NDA,1958-10-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),PFIZER,MATCH,DIABINESE,CHLORPROPAMIDE 250MG,TABLET; ORAL,2,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1958-21 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011641,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011641%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1958-22,1958,NDA011664,NDA,1958-10-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),MERCK,MATCH,DECADRON,DEXAMETHASONE 6MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,6,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1958-22 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011664,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011664%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1958-23,1958,NDA011620,NDA,1958-12-03,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,BRACCO,MATCH,CARDIOGRAFIN,DIATRIZOATE MEGLUMINE 85%,INJECTABLE; INJECTION,1,Discontinued,1955-08-02 on NDA010040,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011620,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011620%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1958-24,1958,NDA011635,NDA,1958-12-11,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,MERCK,MATCH,DIUPRES-500,CHLOROTHIAZIDE 500MG; RESERPINE 0.125MG,TABLET; ORAL,2,Discontinued,1958-09-04 on NDA011145,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011635,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011635%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1958-25,1958,NDA011557,NDA,1958-12-12,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,SCHERING,MATCH,TRILAFON,PERPHENAZINE 16MG/5ML,CONCENTRATE; ORAL,1,Discontinued,1957-02-27 on NDA010775,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011557,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011557%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1958-26,1958,NDA050131,NDA,1958-12-31,,,,FALSE,NOT PUBLISHED (blank class),WYETH AYERST,MATCH,BICILLIN L-A,"PENICILLIN G BENZATHINE 300,000 UNITS/ML",INJECTABLE; INJECTION,1,Discontinued,1951-11-22 on NDA050126,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050131,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050131%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-01,1959,NDA011665,NDA,1959-01-12,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,BAUSCH,MATCH,MESTINON,PYRIDOSTIGMINE BROMIDE 180MG,"TABLET, EXTENDED RELEASE; ORAL",1,Prescription,1955-04-06 on NDA009829,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011665,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011665%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-02,1959,NDA011127,NDA,1959-01-26,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,GLAXOSMITHKLINE,MATCH,COMPAZINE,PROCHLORPERAZINE 2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SUPPOSITORY; RECTAL,3,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011127,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011127%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-03,1959,NDA011721,NDA,1959-01-26,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,LEDERLE,MATCH,NEPTAZANE,METHAZOLAMIDE 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011721,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011721%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-04,1959,NDA011525,NDA,1959-02-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),RENEW PHARMS,MATCH,IC-GREEN,INDOCYANINE GREEN 10MG/VIAL,INJECTABLE; INJECTION,4,Prescription,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-04 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011525,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011525%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-05,1959,NDA011793,NDA,1959-02-12,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),NOVARTIS,MATCH,ESIDRIX,HYDROCHLOROTHIAZIDE 50MG,TABLET; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-05 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011793,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011793%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-06,1959,NDA050155,NDA,1959-02-20,,,,FALSE,NOT PUBLISHED (blank class),PARKEDALE,MATCH,CHLOROMYCETIN,CHLORAMPHENICOL SODIUM SUCCINATE EQ 1GM BASE/VIAL,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050155,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050155%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-07,1959,NDA011835,NDA,1959-02-24,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,MERCK,MATCH,HYDRODIURIL,HYDROCHLOROTHIAZIDE 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,3,Discontinued,1959-02-12 on NDA011793,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011835,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011835%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-08,1959,NDA011777,NDA,1959-03-04,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,MALLINCKRODT,MATCH,SODIUM PHOSPHATE P 32,SODIUM PHOSPHATE P-32 0.67mCi/ML,"SOLUTION; INJECTION, ORAL",2,Discontinued,1957-05-02 on NDA010927,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011777,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011777%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-09,1959,NDA011683,NDA,1959-03-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),IMMUNEX,MATCH,THIOTEPA,THIOTEPA 15MG/VIAL,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-09 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011683,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011683%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-10,1959,NDA011685,NDA,1959-03-12,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,FOSUN PHARMA,MATCH,ARISTOCORT,TRIAMCINOLONE DIACETATE 25MG/ML,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011685,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011685%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-11,1959,NDA011707,NDA,1959-04-02,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,ENDO PHARMS,MATCH,OPANA,OXYMORPHONE HYDROCHLORIDE 1MG/ML,INJECTABLE; INJECTION,2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011707,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011707%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-12,1959,NDA011792,NDA,1959-04-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),MYLAN SPECIALITY LP,MATCH,SOMA,CARISOPRODOL 250MG,CAPSULE; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-12 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011792,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011792%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-13,1959,NDA011552,NDA,1959-04-16,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),GLAXOSMITHKLINE,MATCH,STELAZINE,TRIFLUOPERAZINE HYDROCHLORIDE EQ 2MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,6,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-13 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011552,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011552%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-14,1959,NDA011836,NDA,1959-04-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),SANOFI AVENTIS US,MATCH,PRESAMINE,IMIPRAMINE HYDROCHLORIDE 50MG,TABLET; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-14 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011836,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011836%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-15,1959,NDA011613,NDA,1959-05-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),UCB INC,MATCH,IONAMIN,PHENTERMINE RESIN COMPLEX EQ 15MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"CAPSULE, EXTENDED RELEASE; ORAL",2,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-15 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011613,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011613%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-16,1959,NDA011878,NDA,1959-05-05,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,NOVARTIS,MATCH,SERPASIL-ESIDRIX #2,HYDROCHLOROTHIAZIDE 50MG; RESERPINE 0.1MG,TABLET; ORAL,2,Discontinued,1959-02-12 on NDA011793,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011878,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011878%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-17,1959,NDA010417,NDA,1959-05-07,TYPE 3,Type 3 - New Dosage Form,PRIORITY,FALSE,Type 3 - New Dosage Form,FRESENIUS KABI USA,MATCH,XYLOCAINE 4% PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE 4%,INJECTABLE; INJECTION,2,Discontinued,1948-11-19 on NDA006488,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=010417,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA010417%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-18,1959,NDA011556,NDA,1959-05-13,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),NOVARTIS,MATCH,ANTURANE,SULFINPYRAZONE 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-18 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011556,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011556%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-19,1959,NDA011856,NDA,1959-05-18,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,PHARMACIA AND UPJOHN,MATCH,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE EQ 1GM BASE/VIAL,INJECTABLE; INJECTION,5,Prescription,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011856,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011856%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-20,1959,NDA011757,NDA,1959-05-27,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,PFIZER,MATCH,DEPO-MEDROL,METHYLPREDNISOLONE ACETATE 40MG/ML,INJECTABLE; INJECTION,3,Prescription,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011757,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011757%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
