audit_year,decision_id,drug_brand,drug_generic,company_name,master_decision_date,application_number,l1_year_table,l1_table_date,l1_table_class,l2_compilation_match,l2_compilation_date,l2_review_designation,l2_accelerated_approval,l3_openfda_match,l3_orig_date,l3_sponsor,l3_brand,l3_submission_class,l3_review_priority,date_agreement,verdict,live_check,review_flag,source_year_table_or_compilation,source_drugsatfda,source_openfda
1998,D1006,Atacand,candesartan cilexetil,Astra Merck Inc. (Astra AB / Merck & Co. US joint venture; AstraZeneca lineage),1998-06-04,N020838,MATCH,1998-06-04,1-S,application_number,1998-06-04,Standard,No,MATCH,1998-06-04,ANI PHARMS,ATACAND,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020838,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020838
1998,D1007,Synagis,palivizumab,MedImmune (acquired by AstraZeneca Jun-2007),1998-06-19,N103770,MATCH,1998-06-19,P,application_number,1998-06-19,Priority,No,MATCH,1998-06-19,SWEDISH ORPHAN,SYNAGIS,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103770,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103770
1998,D1008,Priftin,rifapentine,Hoechst Marion Roussel (Hoechst AG; Aventis Dec-1999; Sanofi 2004),1998-06-22,N021024,MATCH,1998-06-22,1-PV,application_number,1998-06-22,Priority,Yes,MATCH,1998-06-22,SANOFI AVENTIS US,PRIFTIN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021024,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021024
1998,D1009,Maxalt,rizatriptan benzoate,"Merck & Co., Inc.",1998-06-29,N020864,MATCH,1998-06-29,1-S,application_number,1998-06-29,Standard,No,MATCH,1998-06-29,ORGANON LLC,MAXALT,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020864,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020864
1998,D1010,Infasurf,calfactant,"ONY Inc. (private, Amherst NY)",1998-07-01,N020521,MATCH,1998-07-01,"S,O",application_number,1998-07-01,Standard,No,MATCH,1998-07-01,ONY,INFASURF,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020521,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020521
1998,D1011,Thalomid,thalidomide,Celgene Corp. (acquired by BMS 2019),1998-07-16,N020785,MATCH,1998-07-16,1-PV,application_number,1998-07-16,Priority,No,MATCH,1998-07-16,BRISTOL-MYERS,THALOMID,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020785,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020785
1998,D1012,Celexa,citalopram hydrobromide,Forest Laboratories (Actavis/Allergan lineage),1998-07-17,N020822,MATCH,1998-07-17,1-S,application_number,1998-07-17,Standard,No,MATCH,1998-07-17,ABBVIE,CELEXA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020822,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020822
1998,D1013,Remicade,infliximab,Centocor (acquired by Johnson & Johnson Oct-1999),1998-08-24,N103772,MATCH,1998-08-24,"P,O",application_number,1998-08-24,Priority,Yes,MATCH,1998-08-24,CENTOCOR INC,INFLIXIMAB,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103772,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103772
1998,D1014,Vitravene,fomivirsen sodium,Isis Pharmaceuticals (renamed Ionis Pharmaceuticals 2015),1998-08-26,N020961,MATCH,1998-08-26,1-P,application_number,1998-08-26,Priority,No,MATCH,1998-08-26,NOVARTIS,VITRAVENE PRESERVATIVE FREE,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020961,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020961
1998,D1015,Arava,leflunomide,Quintiles Transnational (applicant of record for Arava; developer Hoechst Marion Roussel),1998-09-10,N020905,MATCH,1998-09-10,1-P,application_number,1998-09-10,Priority,No,MATCH,1998-09-10,SANOFI AVENTIS US,ARAVA,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020905,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020905
1998,D1016,AcuTect,technetium Tc-99m apcitide,Diatide Inc. (acquired by Schering AG / Berlex Nov-1999),1998-09-14,N020887,MATCH,1998-09-14,1-P,application_number,1998-09-14,Priority,No,MATCH,1998-09-14,CIS BIO INTL SA,ACUTECT,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020887,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020887
1998,D1017,Sustiva,efavirenz,DuPont Pharmaceuticals (DuPont Merck JV until mid-1998; acquired by BMS 2001),1998-09-17,N020972,MATCH,1998-09-17,1-P,application_number,1998-09-17,Priority,Yes,MATCH,1998-09-17,BRISTOL MYERS SQUIBB,SUSTIVA,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020972,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020972
1998,D1018,Herceptin,trastuzumab,"Genentech (Roche-controlled; NYSE:GNE 1994-1999, DNA 1999-2009)",1998-09-25,N103792,MATCH,1998-09-25,P,application_number,1998-09-25,Priority,No,MATCH,1998-09-25,GENENTECH,HERCEPTIN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103792,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103792
1998,D1019,Valstar,valrubicin,Anthra Pharmaceuticals (private),1998-09-25,N020892,MATCH,1998-09-25,1-PV,application_number,1998-09-25,Priority,No,MATCH,1998-09-25,ENDO OPERATIONS,VALSTAR,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020892,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020892
1998,D1020,Renagel,sevelamer hydrochloride,GelTex Pharmaceuticals (acquired by Genzyme Dec-2000),1998-10-30,N020926,MATCH,1998-10-30,1-S,application_number,1998-10-30,Standard,No,MATCH,1998-10-30,GENZYME,RENAGEL,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020926,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020926
1998,D1021,Enbrel,etanercept,Immunex (acquired by Amgen Jul-2002),1998-11-02,N103795,MATCH,1998-11-02,P,application_number,1998-11-02,Priority,No,MATCH,1998-11-02,IMMUNEX,ENBREL,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103795,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103795
1998,D1022,Micardis,telmisartan,Boehringer Ingelheim (private),1998-11-10,N020850,MATCH,1998-11-10,1-S,application_number,1998-11-10,Standard,No,MATCH,1998-11-10,BOEHRINGER INGELHEIM,MICARDIS,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020850,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020850
1998,D1023,Thyrogen,thyrotropin alfa,Genzyme (acquired by Sanofi 2011),1998-11-30,N020898,MATCH,1998-11-30,1-PV,application_number,1998-11-30,Priority,No,MATCH,1998-11-30,GENZYME,THYROGEN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020898,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020898
1998,D1024,Ziagen,abacavir sulfate,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),1998-12-17,N020977,MATCH,1998-12-17,1-P,application_number,1998-12-17,Priority,Yes,MATCH,1998-12-17,VIIV HLTHCARE,ZIAGEN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020977,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020977
1998,D1025,Provigil,modafinil,Cephalon (acquired by Teva 2011),1998-12-24,N020717,MATCH,1998-12-24,1-SV,application_number,1998-12-24,Standard,No,MATCH,1998-12-24,NUVO PHARMS,MODAFINIL,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020717,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020717
1998,D1026,Celebrex,celecoxib,G.D. Searle (wholly owned Monsanto unit in 1998; Pharmacia 2000; Pfizer 2003),1998-12-31,N020998,MATCH,1998-12-31,1-P,application_number,1998-12-31,Priority,No,MATCH,1998-12-31,UPJOHN,CELEBREX,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020998,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020998
1997,D1376,Rezulin,troglitazone,Parke-Davis (Warner-Lambert Co. division; Pfizer Jun-2000),1997-01-29,N020720,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-01-29,Priority,No,MATCH,1997-01-29,PFIZER PHARMS,REZULIN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020720,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020720
1997,D1377,Aldara,imiquimod,3M Co.,1997-02-27,N020723,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-02-27,Standard,No,MATCH,1997-02-27,BAUSCH,ALDARA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020723,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020723
1997,D1378,Skelid,tiludronate disodium,Sanofi (Sanofi-Aventis),1997-03-07,N020707,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-03-07,Standard,No,MATCH,1997-03-07,SANOFI AVENTIS US,SKELID,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020707,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020707
1997,D1379,Agrylin,anagrelide hydrochloride,Roberts Pharmaceutical Corp. (acquired by Shire 1999),1997-03-14,N020333,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-03-14,Priority,No,MATCH,1997-03-14,TAKEDA PHARMS USA,AGRYLIN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020333,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020333
1997,D1380,Viracept,nelfinavir mesylate,Agouron Pharmaceuticals (acquired by Pfizer 1999),1997-03-14,N020779,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-03-14,Priority,Yes,MATCH,1997-03-14,AGOURON PHARMS,VIRACEPT,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020779,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020779
1997,D1381,Quadramet,samarium Sm 153 lexidronam,Cytogen Corp. (delisted; assets wound down post-2000),1997-03-28,N020570,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-03-28,Standard,No,MATCH,1997-03-28,LANTHEUS MEDICAL,QUADRAMET,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020570,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020570
1997,D1382,Rescriptor,delavirdine mesylate,The Upjohn Co. (merged into Pharmacia & Upjohn Nov-1995),1997-04-04,N020705,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-04-04,Priority,Yes,MATCH,1997-04-04,VIIV HLTHCARE,RESCRIPTOR,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020705,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020705
1997,D1383,Flomax,tamsulosin hydrochloride,Boehringer Ingelheim (private),1997-04-15,N020579,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-04-15,Standard,No,MATCH,1997-04-15,SANOFI,FLOMAX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020579,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020579
1997,D1384,Pytest Kit,14 C Urea,Tri-Med Specialties (private),1997-05-09,N020617,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-05-09,Priority,No,MATCH,1997-05-09,AVENT,PYTEST KIT,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020617,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020617
1997,D1385,Normiflo,ardeparin sodium,Wyeth (acquired by Pfizer 2009),1997-05-23,N020227,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-05-23,Standard,No,APPLICATION_PRESENT_NO_SUBMISSIONS (live check),,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,APPLICATION_PRESENT_NO_SUBMISSIONS (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA020227),"NOT_IN_OPENFDA_PAYLOAD - application record exists but carries no submissions array, so the ORIG approval date is not machine-verifiable there",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020227,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020227
1997,D1386,Fareston,toremifene citrate,Orion Corp (Finland),1997-05-29,N020497,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-05-29,Standard,No,MATCH,1997-05-29,KYOWA KIRIN,FARESTON,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020497,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020497
1997,D1387,Tazorac,tazarotene,Allergan (acquired by AbbVie 2020),1997-06-13,N020600,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-06-13,Standard,No,MATCH,1997-06-13,ALMIRALL,TAZORAC,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020600,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020600
1997,D1388,Posicor,mibefradil dihydrochloride,Roche Holding AG (Genentech parent),1997-06-20,N020689,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-06-20,Standard,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA020689),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020689,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020689
1997,D1389,Baycol,cerivastatin sodium,Bayer AG,1997-06-26,N020740,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-06-26,Standard,No,MATCH,1997-06-26,BAYER PHARMS,BAYCOL,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020740,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020740
1997,D1390,Mirapex,pramipexole dihydrochloride,The Upjohn Co. (merged into Pharmacia & Upjohn Nov-1995),1997-07-01,N020667,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-07-01,Standard,No,MATCH,1997-07-01,BOEHRINGER INGELHEIM,MIRAPEX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020667,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020667
1997,D1391,Duract,bromfenac sodium,Wyeth (acquired by Pfizer 2009),1997-07-15,N020535,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-07-15,Standard,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA020535),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020535,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020535
1997,D1392,Femara,letrozole,Novartis AG,1997-07-25,N020726,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-07-25,Standard,No,MATCH,1997-07-25,NOVARTIS PHARMS,FEMARA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020726,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020726
1997,D1393,Anzemet,dolasetron mesylate,Roussel Uclaf (Hoechst Roussel / Hoechst Marion Roussel; Aventis; Sanofi),1997-09-11,N020623,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-09-11,Standard,No,MATCH,1997-09-11,VALIDUS PHARMS,ANZEMET,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020623,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020623
1997,D1394,Genesa,arbutamine hydrochloride,Gensia Inc. (Gensia Sicor; Teva 2003),1997-09-12,N020420,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-09-12,Standard,No,MATCH,1997-09-12,GENSIA AUTOMEDICS,GENESA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020420,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020420
1997,D1395,Requip,ropinirole hydrochloride,Beecham Group / SmithKline Beecham (GSK from Dec-2000),1997-09-19,N020658,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-09-19,Standard,No,MATCH,1997-09-19,GLAXOSMITHKLINE LLC,REQUIP,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020658,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020658
1997,D1396,Corlopam,fenoldopam mesylate,Neurex Corp. (delisted; assets to Elan 1998),1997-09-23,N019922,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-09-23,Standard,No,MATCH,1997-09-23,HOSPIRA,CORLOPAM,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019922,https://api.fda.gov/drug/drugsfda.json?search=application_number:N019922
1997,D1397,Seroquel,quetiapine fumarate,Zeneca Group plc (AstraZeneca from Apr-1999),1997-09-26,N020639,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-09-26,Standard,No,MATCH,1997-09-26,CHEPLAPHARM,SEROQUEL,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020639,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020639
1997,D1398,Avapro,irbesartan,Sanofi (Sanofi-Aventis),1997-09-30,N020757,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-09-30,Standard,No,MATCH,1997-09-30,SANOFI AVENTIS US,AVAPRO,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020757,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020757
1997,D1399,Gabitril,tiagabine hydrochloride,Abbott Laboratories,1997-09-30,N020646,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-09-30,Standard,No,MATCH,1997-09-30,CEPHALON,TIAGABINE HYDROCHLORIDE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020646,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020646
1997,D1400,Infergen,interferon alfacon-1,Amgen Inc.,1997-10-06,N103663,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-10-06,Standard,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA103663),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103663,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103663
1997,D1401,Raxar,grepafloxacin hydrochloride,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),1997-11-06,N020695,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-11-06,Standard,No,MATCH,1997-11-06,OTSUKA,RAXAR,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020695,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020695
1997,D1402,Plavix,clopidogrel bisulfate,Sanofi (Sanofi-Aventis),1997-11-17,N020839,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-11-17,Priority,No,MATCH,1997-11-17,SANOFI AVENTIS US,PLAVIX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020839,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020839
