decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1985-1976-017638,1976,NDA017638,THYPINONE,,ABBOTT (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1976-11-05,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017638,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19760101%20TO%2019761231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017638; brand=THYPINONE; generic=."
PRE1985-1976-050497,1976,NDA050497,TICAR,,GLAXOSMITHKLINE (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1976-11-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050497,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19760101%20TO%2019761231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA050497; brand=TICAR; generic=."
PRE1985-1976-017869,1976,NDA017869,FUNDUSCEIN-25,,NOVARTIS (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1976-11-10,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017869,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19760101%20TO%2019761231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017869; brand=FUNDUSCEIN-25; generic=."
PRE1985-1976-050486,1976,NDA050486,VIRA-A,,PARKEDALE (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1976-11-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050486,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19760101%20TO%2019761231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA050486; brand=VIRA-A; generic=."
PRE1985-1976-017694,1976,NDA017694,IMODIUM,,J AND J CONSUMER INC (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1976-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017694,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19760101%20TO%2019761231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017694; brand=IMODIUM; generic=."
PRE1985-1977-017535,1977,NDA017535,LORELCO,,SANOFI AVENTIS US (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-02-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017535,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017535; brand=LORELCO; generic=."
PRE1985-1977-017661,1977,NDA017661,TAVIST-1,,NOVARTIS (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-02-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017661,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017661; brand=TAVIST-1; generic=."
PRE1985-1977-017856,1977,NDA017856,TOPICORT,,TARO (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-02-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017856,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017856; brand=TOPICORT; generic=."
PRE1985-1977-017422,1977,NDA017422,CARMUSTINE,CARMUSTINE,AVET LIFESCIENCES (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-03-07,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017422,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017422; brand=CARMUSTINE; generic=CARMUSTINE."
PRE1985-1977-017601,1977,NDA017601,OPTIMINE,,SCHERING (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-03-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017601,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017601; brand=OPTIMINE; generic=."
PRE1985-1977-017563,1977,NDA017563,COLESTID,COLESTIPOL HYDROCHLORIDE,PFIZER (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-04-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017563,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017563; brand=COLESTID; generic=COLESTIPOL HYDROCHLORIDE."
PRE1985-1977-017920,1977,NDA017920,TAGAMET,,GLAXOSMITHKLINE (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-08-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017920,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017920; brand=TAGAMET; generic=."
PRE1985-1977-017765,1977,NDA017765,CLODERM,,LEGACY (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-08-22,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017765,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017765; brand=CLODERM; generic=."
PRE1985-1977-017810,1977,NDA017810,PROSTIN E2,,PFIZER (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-08-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017810,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017810; brand=PROSTIN E2; generic=."
PRE1985-1977-017821,1977,NDA017821,FLEXERIL,,JANSSEN RES AND DEV (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-08-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017821,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017821; brand=FLEXERIL; generic=."
PRE1985-1977-017447,1977,NDA017447,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE,PFIZER (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-09-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017447,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017447; brand=DISOPYRAMIDE PHOSPHATE; generic=DISOPYRAMIDE PHOSPHATE."
PRE1985-1977-017831,1977,NDA017831,DIDRONEL,,APIL (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-09-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017831,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017831; brand=DIDRONEL; generic=."
PRE1985-1977-017741,1977,NDA017741,FLORONE,,PFIZER (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-09-14,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017741,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017741; brand=FLORONE; generic=."
PRE1985-1977-017794,1977,NDA017794,ATIVAN,LORAZEPAM,BAUSCH (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-09-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017794,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017794; brand=ATIVAN; generic=LORAZEPAM."
PRE1985-1977-017851,1977,NDA017851,LIORESAL,,NOVARTIS (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-11-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017851,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017851; brand=LIORESAL; generic=."
PRE1985-1977-017806,1977,NDA017806,THALLOUS CHLORIDE TL 201,,LANTHEUS MEDCL (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-12-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017806,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017806; brand=THALLOUS CHLORIDE TL 201; generic=."
PRE1985-1977-017970,1977,NDA017970,NOLVADEX,,ASTRAZENECA (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1977-12-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017970,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19770101%20TO%2019771231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017970; brand=NOLVADEX; generic=."
PRE1985-1978-101063,1978,BLA101063,ELSPAR,,MERCK (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-01-10,TYPE 1,Type 1 - New Molecular Entity,UNKNOWN,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=101063,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=BLA101063; brand=ELSPAR; generic=."
PRE1985-1978-050512,1978,NDA050512,DURICEF,,WARNER CHILCOTT (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-02-17,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050512,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA050512; brand=DURICEF; generic=."
PRE1985-1978-017922,1978,NDA017922,DDAVP (NEEDS NO REFRIGERATION),,FERRING PHARMS INC (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-02-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017922,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017922; brand=DDAVP (NEEDS NO REFRIGERATION); generic=."
PRE1985-1978-018081,1978,NDA018081,DEPAKENE,,ABBVIE (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-02-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018081,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA018081; brand=DEPAKENE; generic=."
PRE1985-1978-017788,1978,NDA017788,RIMSO-50,DIMETHYL SULFOXIDE,MYLAN INSTITUTIONAL (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-04-04,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017788,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017788; brand=RIMSO-50; generic=DIMETHYL SULFOXIDE."
PRE1985-1978-017907,1978,NDA017907,GLUCOSCAN,,BRISTOL MYERS SQUIBB (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-05-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017907,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017907; brand=GLUCOSCAN; generic=."
PRE1985-1978-017962,1978,NDA017962,BROMOCRIPTINE MESYLATE,BROMOCRIPTINE MESYLATE,ESJAY PHARMA (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-06-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017962,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017962; brand=BROMOCRIPTINE MESYLATE; generic=BROMOCRIPTINE MESYLATE."
