action_id,year,appl_no,application_number,action_class,action_date,submission_type,submission_no,submission_status,submission_class_code_id,submission_class_code,submission_class_code_description,review_priority,nme_comparable,holder_drugsatfda_verbatim,first_product_brand,first_product_ingredients,first_product_strength,first_product_form_route,n_products_published,marketing_status_openfda,fr_safety_determination_marker,products_with_fr_marker,suppl_actions_1965_1979,suppl_actions_in_year,official_docs_rows,appletter_url_count,review_doc_url_count,pre96_review_url_count,first_appletter_url,first_pre96_review_url,first_label_url,tracked_decision_id,verified_decision_row,crosscheck_record_id,openfda_payload_file,drugsatfda_url,openfda_url,evidence_source_file,evidence_source_line,evidence_manifest_sha256,verification_status,notes
PRE1980ACT-1977-226,1977,085761,ANDA085761,ANDA_ORIGINAL_EXCLUDED,1977-08-02,ORIG,1,AP,,,,,FALSE,CHARTWELL RX,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,35MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085761,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085761%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10538,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-227,1977,085762,ANDA085762,ANDA_ORIGINAL_EXCLUDED,1977-11-17,ORIG,1,AP,,,,,FALSE,QUAGEN,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,0.025MG;2.5MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085762,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085762%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10539,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-228,1977,085763,ANDA085763,ANDA_ORIGINAL_EXCLUDED,1977-08-02,ORIG,1,AP,,,,,FALSE,WATSON LABS,GLUTETHIMIDE,GLUTETHIMIDE,500MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085763,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085763%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10540,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-229,1977,085764,ANDA085764,ANDA_ORIGINAL_EXCLUDED,1977-10-28,ORIG,1,AP,,,,,FALSE,WATSON LABS,BUTABARBITAL SODIUM,BUTABARBITAL SODIUM,15MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085764,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085764%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10541,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-172,1978,085766,ANDA085766,ANDA_ORIGINAL_EXCLUDED,1978-12-22,ORIG,1,AP,,,,,FALSE,PVT FORM,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,0.025MG;2.5MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085766,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085766%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10542,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-230,1977,085767,ANDA085767,ANDA_ORIGINAL_EXCLUDED,1977-11-28,ORIG,1,AP,,,,,FALSE,WATSON LABS,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,35MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085767,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085767%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10543,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-231,1977,085768,ANDA085768,ANDA_ORIGINAL_EXCLUDED,1977-11-28,ORIG,1,AP,,,,,FALSE,WATSON LABS,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,35MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085768,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085768%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10544,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-232,1977,085770,ANDA085770,ANDA_ORIGINAL_EXCLUDED,1977-11-28,ORIG,1,AP,,,,,FALSE,WATSON LABS,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,35MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085770,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085770%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10545,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-173,1978,085771,ANDA085771,ANDA_ORIGINAL_EXCLUDED,1978-04-21,ORIG,1,AP,,,,,FALSE,WATSON LABS,"HYDRALAZINE, HYDROCHLOROTHIAZIDE W/ RESERPINE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,25MG;15MG;0.1MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085771,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085771%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10546,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-233,1977,085772,ANDA085772,ANDA_ORIGINAL_EXCLUDED,1977-08-24,ORIG,1,AP,,,,,FALSE,WATSON LABS,BUTABARBITAL SODIUM,BUTABARBITAL SODIUM,30MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085772,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085772%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10547,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-234,1977,085773,ANDA085773,ANDA_ORIGINAL_EXCLUDED,1977-11-28,ORIG,1,AP,,,,,FALSE,WATSON LABS,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,35MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085773,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085773%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10548,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1979-119,1979,085778,ANDA085778,ANDA_ORIGINAL_EXCLUDED,1979-10-05,ORIG,1,AP,,,,,FALSE,WATSON LABS,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,25MG/ML,INJECTABLE;INJECTION,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085778,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085778%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10549,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1979-120,1979,085779,ANDA085779,ANDA_ORIGINAL_EXCLUDED,1979-10-05,ORIG,1,AP,,,,,FALSE,DR REDDYS,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,50MG/ML,INJECTABLE;INJECTION,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085779,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085779%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10550,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-235,1977,085784,ANDA085784,ANDA_ORIGINAL_EXCLUDED,1977-09-09,ORIG,1,AP,,,,,FALSE,WATSON LABS,ISONIAZID,ISONIAZID,300MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085784,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085784%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10551,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-236,1977,085790,ANDA085790,ANDA_ORIGINAL_EXCLUDED,1977-09-09,ORIG,1,AP,,,,,FALSE,WATSON LABS,ISONIAZID,ISONIAZID,100MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085790,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085790%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10552,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-237,1977,085791,ANDA085791,ANDA_ORIGINAL_EXCLUDED,1977-12-12,ORIG,1,AP,,,,,FALSE,WATSON LABS,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM,100MG,CAPSULE;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085791,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085791%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10553,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-174,1978,085794,ANDA085794,ANDA_ORIGINAL_EXCLUDED,1978-01-20,ORIG,1,AP,,,,,FALSE,MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,300MG;30MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085794,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085794%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10554,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-175,1978,085795,ANDA085795,ANDA_ORIGINAL_EXCLUDED,1978-01-20,ORIG,1,AP,,,,,FALSE,MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,300MG;15MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085795,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085795%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10555,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-176,1978,085796,ANDA085796,ANDA_ORIGINAL_EXCLUDED,1978-11-22,ORIG,1,AP,,,,,FALSE,WATSON LABS,NITROFURANTOIN,NITROFURANTOIN,100MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085796,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085796%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10556,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-177,1978,085797,ANDA085797,ANDA_ORIGINAL_EXCLUDED,1978-12-05,ORIG,1,AP,,,,,FALSE,WATSON LABS,NITROFURANTOIN,NITROFURANTOIN,50MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085797,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085797%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10557,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-178,1978,085798,ANDA085798,ANDA_ORIGINAL_EXCLUDED,1978-04-24,ORIG,1,AP,,,,,FALSE,WHITEWORTH TOWN PLSN,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM,100MG,CAPSULE;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085798,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085798%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10558,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-238,1977,085799,ANDA085799,ANDA_ORIGINAL_EXCLUDED,1977-12-23,ORIG,1,AP,,,,,FALSE,LANNETT CO INC,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,10MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085799,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085799%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10559,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-239,1977,085809,ANDA085809,ANDA_ORIGINAL_EXCLUDED,1977-12-28,ORIG,1,AP,,,,,FALSE,3M,CIRCANOL,ERGOLOID MESYLATES,1MG,TABLET;SUBLINGUAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085809,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085809%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10560,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-240,1977,085810,,KIND_UNRESOLVED,1977-07-25,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,0,0,0,0,0,0,,,,,,FULldb-1977-UNRES15,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085810,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10561,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1977-UNRES15."
PRE1980ACT-1978-179,1978,085813,ANDA085813,ANDA_ORIGINAL_EXCLUDED,1978-05-31,ORIG,1,AP,,,,,FALSE,RISING,PREDNISONE,PREDNISONE,20MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085813,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085813%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10562,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-180,1978,085815,ANDA085815,ANDA_ORIGINAL_EXCLUDED,1978-05-11,ORIG,1,AP,,,,,FALSE,WATSON LABS,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,50MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085815,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085815%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10563,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-181,1978,085816,ANDA085816,ANDA_ORIGINAL_EXCLUDED,1978-08-15,ORIG,1,AP,,,,,FALSE,WATSON LABS,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,10MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=085816,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA085816%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10564,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
