ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
009660	008	CAPSULE;ORAL	300MG	0	NOLUDAR	METHYPRYLON	0
009698	002	TABLET;ORAL	400MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MILTOWN	MEPROBAMATE	0
009698	004	TABLET;ORAL	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MILTOWN	MEPROBAMATE	0
009750	001	CAPSULE;ORAL	500MG	0	VALMID	ETHINAMATE	0
009766	001	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	METICORTEN	PREDNISONE	0
009766	002	TABLET;ORAL	1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	METICORTEN	PREDNISONE	0
009768	001	TABLET;ORAL	200MG	1	PLAQUENIL	HYDROXYCHLOROQUINE SULFATE	1
009818	003	TABLET;ORAL	5MG	0	KEMADRIN	PROCYCLIDINE HYDROCHLORIDE	0
009818	005	TABLET;ORAL	2MG	0	KEMADRIN	PROCYCLIDINE HYDROCHLORIDE	0
009829	002	TABLET;ORAL	60MG	1	MESTINON	PYRIDOSTIGMINE BROMIDE	1
009830	001	INJECTABLE;INJECTION	5MG/ML	1	MESTINON	PYRIDOSTIGMINE BROMIDE	1
009838	001	TABLET;ORAL	0.1MG	1	RESERPINE	RESERPINE	0
009838	002	TABLET;ORAL	0.25MG	1	RESERPINE	RESERPINE	0
009854	001	INJECTABLE;INJECTION	40 UNITS/ML	0	CORTROPHIN-ZINC	CORTICOTROPIN-ZINC HYDROXIDE	0
009866	001	INJECTABLE;INJECTION	EQ 100MG BASE/VIAL	1	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE	1
009866	002	INJECTABLE;INJECTION	EQ 250MG BASE/VIAL	1	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE	1
009866	003	INJECTABLE;INJECTION	EQ 500MG BASE/VIAL	1	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE	1
009866	004	INJECTABLE;INJECTION	EQ 1GM BASE/VIAL	1	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE	1
009900	001	SUSPENSION;ORAL	EQ 10MG BASE/5ML	0	CORTEF	HYDROCORTISONE CYPIONATE	0
009986	002	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009986	005	TABLET;ORAL	2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009986	006	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009986	007	TABLET;ORAL	20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009986	008	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009987	004	TABLET;ORAL	5MG	0	DELTA-CORTEF	PREDNISOLONE	0
009996	001	TABLET;ORAL	5MG	0	STERANE	PREDNISOLONE	0
010021	002	CAPSULE;ORAL	500MG	0	PLACIDYL	ETHCHLORVYNOL	0
010021	004	CAPSULE;ORAL	100MG	0	PLACIDYL	ETHCHLORVYNOL	0
010021	007	CAPSULE;ORAL	200MG	0	PLACIDYL	ETHCHLORVYNOL	0
010021	010	CAPSULE;ORAL	750MG	0	PLACIDYL	ETHCHLORVYNOL	0
010028	004	TABLET;ORAL	400MG	0	EQUANIL	MEPROBAMATE	0
010028	005	TABLET;ORAL	200MG	0	EQUANIL	MEPROBAMATE	0
010040	001	INJECTABLE;INJECTION	66%;10%	1	RENOGRAFIN-76	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010040	006	INJECTABLE;INJECTION	52%;8%	0	RENOGRAFIN-60	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010040	012	INJECTABLE;INJECTION	30%	0	RENO-DIP	DIATRIZOATE MEGLUMINE	0
010040	016	INJECTABLE;INJECTION	60%	0	RENO-60	DIATRIZOATE MEGLUMINE	0
010040	017	INJECTABLE;INJECTION	76%	0	DIATRIZOATE MEGLUMINE	DIATRIZOATE MEGLUMINE	0
010040	018	SOLUTION;URETHRAL	30%	1	CYSTOGRAFIN	DIATRIZOATE MEGLUMINE	0
010040	019	INJECTABLE;INJECTION	28.5%;29.1%	0	RENOVIST II	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010040	020	INJECTABLE;INJECTION	34.3%;35%	0	RENOVIST	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010040	021	SOLUTION;URETERAL	30%	0	RENO-30	DIATRIZOATE MEGLUMINE	0
010040	022	SOLUTION;URETHRAL	18%	1	CYSTOGRAFIN DILUTE	DIATRIZOATE MEGLUMINE	0
010060	001	TABLET;ORAL	0.1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	FLORINEF	FLUDROCORTISONE ACETATE	0
010093	003	CAPSULE, EXTENDED RELEASE;ORAL	EQ 10MG BASE;EQ 10MG BASE	0	BIPHETAMINE 20	AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX	0
010093	007	CAPSULE, EXTENDED RELEASE;ORAL	EQ 6.25MG BASE;EQ 6.25MG BASE	0	BIPHETAMINE 12.5	AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX	0
010093	009	CAPSULE, EXTENDED RELEASE;ORAL	EQ 3.75MG BASE;EQ 3.75MG BASE	0	BIPHETAMINE 7.5	AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX	0
010104	003	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MEPHYTON	PHYTONADIONE	0
010124	001	TABLET;ORAL	0.1MG	0	SERPALAN	RESERPINE	0
010124	002	TABLET;ORAL	0.25MG	0	SERPALAN	RESERPINE	0
010151	001	INJECTABLE;INJECTION	50MG/ML	0	DILANTIN	PHENYTOIN SODIUM	0
010155	002	TABLET;ORAL	10MG	0	MYTELASE	AMBENONIUM CHLORIDE	0
010187	003	TABLET;ORAL	5MG	1	RITALIN	METHYLPHENIDATE HYDROCHLORIDE	0
010187	006	TABLET;ORAL	10MG	1	RITALIN	METHYLPHENIDATE HYDROCHLORIDE	0
010187	010	TABLET;ORAL	20MG	1	RITALIN	METHYLPHENIDATE HYDROCHLORIDE	1
010209	002	CREAM;TOPICAL	0.5%	0	METI-DERM	PREDNISOLONE	0
010220	002	INJECTABLE;INJECTION	60%;30%	0	HYPAQUE-M,90%	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010220	003	INJECTABLE;INJECTION	50%;25%	0	HYPAQUE-M,75%	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010251	001	TABLET;ORAL	2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	INVERSINE	MECAMYLAMINE HYDROCHLORIDE	0
010255	002	INJECTABLE;INJECTION	25MG/ML	0	METICORTELONE	PREDNISOLONE ACETATE	0
010348	001	TABLET;ORAL	25MG	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010348	002	TABLET;ORAL	50MG	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010348	003	TABLET;ORAL	100MG	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010348	004	TABLET;ORAL	200MG	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010348	006	TABLET;ORAL	10MG	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010349	006	INJECTABLE;INJECTION	50MG/ML	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010349	008	INJECTABLE;INJECTION	25MG/ML	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010374	003	AEROSOL, METERED;INHALATION	0.3MG/INH	0	MEDIHALER-EPI	EPINEPHRINE BITARTRATE	0
010375	003	AEROSOL, METERED;INHALATION	0.08MG/INH	0	MEDIHALER-ISO	ISOPROTERENOL SULFATE	0
010375	004	AEROSOL, METERED;INHALATION	0.12MG/INH	0	ISOPROTERENOL HYDROCHLORIDE	ISOPROTERENOL HYDROCHLORIDE	0
010379	001	TABLET;ORAL	EQ 0.005MG BASE	1	CYTOMEL	LIOTHYRONINE SODIUM	0
010379	002	TABLET;ORAL	EQ 0.025MG BASE	1	CYTOMEL	LIOTHYRONINE SODIUM	0
010379	003	TABLET;ORAL	EQ 0.05MG BASE	1	CYTOMEL	LIOTHYRONINE SODIUM	0
010392	001	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010392	004	TABLET;ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010392	005	TABLET;ORAL	100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010392	006	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010402	001	INJECTABLE;INJECTION	25MG/VIAL	1	PREMARIN	ESTROGENS, CONJUGATED	1
010417	001	INJECTABLE;INJECTION	4%	1	XYLOCAINE 4% PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
010417	002	SOLUTION;TOPICAL	4% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE 4% PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
010423	001	INJECTABLE;INJECTION	1MG/ML	0	LORFAN	LEVALLORPHAN TARTRATE	0
010485	001	SYRUP;ORAL	10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010496	002	INJECTABLE;SPINAL	5%	0	XYLOCAINE 5% W/ GLUCOSE 7.5%	LIDOCAINE HYDROCHLORIDE	0
010515	001	INJECTABLE;INJECTION	0.2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ISUPREL	ISOPROTERENOL HYDROCHLORIDE	0
010533	001	TABLET, EXTENDED RELEASE;ORAL	100MG	0	PBZ-SR	TRIPELENNAMINE HYDROCHLORIDE	0
010533	002	TABLET, EXTENDED RELEASE;ORAL	50MG	0	PBZ-SR	TRIPELENNAMINE HYDROCHLORIDE	0
010554	001	OINTMENT;TOPICAL	0.5%	0	MAGNACORT	HYDROCORTAMATE HYDROCHLORIDE	0
010562	001	INJECTABLE;INJECTION	20MG/ML	0	HYDELTRA-TBA	PREDNISOLONE TEBUTATE	0
010571	001	TABLET;ORAL	EQ 5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE MALEATE	0
010571	002	TABLET;ORAL	EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE MALEATE	0
010571	003	TABLET;ORAL	EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE MALEATE	0
010585	002	TABLET;ORAL	EQ 25MG BASE	0	LERITINE	ANILERIDINE HYDROCHLORIDE	0
010596	007	CAPSULE;ORAL	150MG	1	CELONTIN	METHSUXIMIDE	0
010596	008	CAPSULE;ORAL	300MG	1	CELONTIN	METHSUXIMIDE	1
010598	002	TABLET, EXTENDED RELEASE;ORAL	10MG;10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	BENDECTIN	DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE	0
010599	001	TABLET;ORAL	25MG	0	TRAL	HEXOCYCLIUM METHYLSULFATE	0
010611	002	TABLET;ORAL	2MG	0	HALOTESTIN	FLUOXYMESTERONE	0
010611	006	TABLET;ORAL	5MG	0	HALOTESTIN	FLUOXYMESTERONE	0
010611	010	TABLET;ORAL	10MG	0	HALOTESTIN	FLUOXYMESTERONE	0
010653	001	TABLET;ORAL	50MG	0	DISIPAL	ORPHENADRINE HYDROCHLORIDE	0
010656	001	OINTMENT;OPHTHALMIC	0.025%	0	FLOROPRYL	ISOFLUROPHATE	0
010669	002	TABLET;ORAL	2MG	1	LEUKERAN	CHLORAMBUCIL	1
010670	001	TABLET;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	ORINASE	TOLBUTAMIDE	0
010670	002	TABLET;ORAL	250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	ORINASE	TOLBUTAMIDE	0
010679	003	TABLET;ORAL	25MG	1	CANTIL	MEPENZOLATE BROMIDE	0
010679	004	SOLUTION;ORAL	25MG/5ML	0	CANTIL	MEPENZOLATE BROMIDE	0
010686	003	TABLET;ORAL	0.25MG	0	MODERIL	RESCINNAMINE	0
010686	006	TABLET;ORAL	0.5MG	0	MODERIL	RESCINNAMINE	0
010721	001	TABLET;ORAL	50MG	1	ANTIVERT	MECLIZINE HYDROCHLORIDE	1
010721	004	TABLET;ORAL	25MG	1	ANTIVERT	MECLIZINE HYDROCHLORIDE	0
010721	005	TABLET, CHEWABLE;ORAL	25MG	1	ANTIVERT	MECLIZINE HYDROCHLORIDE	1
010721	006	TABLET;ORAL	12.5MG	1	ANTIVERT	MECLIZINE HYDROCHLORIDE	0
010742	002	INJECTABLE;INJECTION	EQ 5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE EDISYLATE	0
010744	001	TABLET;ORAL	EQ 5MG BASE	0	DARBID	ISOPROPAMIDE IODIDE	0
010753	001	INJECTABLE;INJECTION	40MG/AMP	0	ESTRADURIN	POLYESTRADIOL PHOSPHATE	0
010775	001	TABLET;ORAL	2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TRILAFON	PERPHENAZINE	0
010775	002	TABLET;ORAL	4MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TRILAFON	PERPHENAZINE	0
010775	003	TABLET;ORAL	8MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TRILAFON	PERPHENAZINE	0
010775	004	TABLET;ORAL	16MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TRILAFON	PERPHENAZINE	0
010787	002	INJECTABLE;INJECTION	EQ 50MG IRON/ML	0	IRON DEXTRAN	IRON DEXTRAN	0
010791	001	INJECTABLE;INJECTION	0.05MG/ML	0	RUBIVITE	CYANOCOBALAMIN	0
010791	002	INJECTABLE;INJECTION	0.1MG/ML	0	RUBIVITE	CYANOCOBALAMIN	0
010791	003	INJECTABLE;INJECTION	1MG/ML	0	RUBIVITE	CYANOCOBALAMIN	0
010791	004	INJECTABLE;INJECTION	0.03MG/ML	0	RUBIVITE	CYANOCOBALAMIN	0
010791	005	INJECTABLE;INJECTION	0.12MG/ML	0	RUBIVITE	CYANOCOBALAMIN	0
010796	001	TABLET;ORAL	0.1MG	0	HARMONYL	DESERPIDINE	0
010796	002	TABLET;ORAL	0.25MG	0	HARMONYL	DESERPIDINE	0
010799	003	TABLET;ORAL	4MG	0	DIMETANE	BROMPHENIRAMINE MALEATE	0
010799	010	TABLET, EXTENDED RELEASE;ORAL	8MG	0	DIMETANE	BROMPHENIRAMINE MALEATE	0
010799	011	TABLET, EXTENDED RELEASE;ORAL	12MG	0	DIMETANE	BROMPHENIRAMINE MALEATE	0
010831	001	INJECTABLE;INJECTION	40 UNITS/ML	0	CORTICOTROPIN	CORTICOTROPIN	0
010831	002	INJECTABLE;INJECTION	80 UNITS/ML	0	CORTICOTROPIN	CORTICOTROPIN	0
010841	001	TABLET;ORAL	250MG	1	PEGANONE	ETHOTOIN	0
010841	003	TABLET;ORAL	500MG	0	PEGANONE	ETHOTOIN	0
010909	003	TABLET;ORAL	50MG	0	MIRADON	ANISINDIONE	0
010911	006	TABLET;ORAL	50MG	0	BUCLADIN-S	BUCLIZINE HYDROCHLORIDE	0
010926	001	SUPPOSITORY;RECTAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
010926	002	SUPPOSITORY;RECTAL	12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
010927	001	SOLUTION;INJECTION, ORAL	1-8mCi/VIAL	0	PHOSPHOTOPE	SODIUM PHOSPHATE P-32	0
010929	001	CAPSULE;ORAL	1-130mCi	0	IODOTOPE	SODIUM IODIDE I-131	0
010929	002	SOLUTION;ORAL	7-106mCi/BOT	0	IODOTOPE	SODIUM IODIDE I-131	0
010929	003	CAPSULE;ORAL	1-150mCi	0	IODOTOPE	SODIUM IODIDE I-131	0
010942	001	CONCENTRATE;ORAL	30MG/ML	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010942	003	SYRUP;ORAL	10MG/5ML	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010942	004	CONCENTRATE;ORAL	100MG/ML	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010971	003	TABLET;ORAL	0.45MG;400MG	0	PMB 400	ESTROGENS, CONJUGATED; MEPROBAMATE	0
010971	005	TABLET;ORAL	0.45MG;200MG	0	PMB 200	ESTROGENS, CONJUGATED; MEPROBAMATE	0
010976	004	TABLET;ORAL-20	0.075MG;5MG	0	ENOVID	MESTRANOL; NORETHYNODREL	0
010976	005	TABLET;ORAL	0.15MG;9.85MG	0	ENOVID	MESTRANOL; NORETHYNODREL	0
010976	006	TABLET;ORAL-20	0.1MG;2.5MG	0	ENOVID-E	MESTRANOL; NORETHYNODREL	0
010976	007	TABLET;ORAL-21	0.1MG;2.5MG	0	ENOVID-E 21	MESTRANOL; NORETHYNODREL	0
010976	008	TABLET;ORAL	0.075MG;5MG	0	ENOVID	MESTRANOL; NORETHYNODREL	0
010996	005	CAPSULE;ORAL	325MG;65MG	0	DARVON W/ ASA	ASPIRIN; PROPOXYPHENE HYDROCHLORIDE	0
010996	006	CAPSULE;ORAL	389MG;32.4MG;32MG	0	DARVON COMPOUND	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE	0
010996	007	CAPSULE;ORAL	389MG;32.4MG;65MG	0	DARVON COMPOUND-65	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE	0
010997	001	CAPSULE;ORAL	32MG	0	DARVON	PROPOXYPHENE HYDROCHLORIDE	0
010997	003	CAPSULE;ORAL	65MG	0	DARVON	PROPOXYPHENE HYDROCHLORIDE	0
011000	001	CAPSULE, EXTENDED RELEASE;ORAL	EQ 10MG BASE	0	COMPAZINE	PROCHLORPERAZINE MALEATE	0
011000	002	CAPSULE, EXTENDED RELEASE;ORAL	EQ 15MG BASE	0	COMPAZINE	PROCHLORPERAZINE MALEATE	0
011000	003	CAPSULE, EXTENDED RELEASE;ORAL	EQ 30MG BASE	0	COMPAZINE	PROCHLORPERAZINE MALEATE	0
011000	004	CAPSULE, EXTENDED RELEASE;ORAL	EQ 75MG BASE	0	COMPAZINE	PROCHLORPERAZINE MALEATE	0
011011	004	TABLET;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ROBAXIN	METHOCARBAMOL	0
011011	006	TABLET;ORAL	750MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ROBAXIN-750	METHOCARBAMOL	0
011073	003	CAPSULE;ORAL	500MG	0	WAMPOCAP	NIACIN	0
011111	001	INJECTABLE;INJECTION	25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	VISTARIL	HYDROXYZINE HYDROCHLORIDE	0
011111	002	INJECTABLE;INJECTION	50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	VISTARIL	HYDROXYZINE HYDROCHLORIDE	0
011120	016	CAPSULE, EXTENDED RELEASE;ORAL	30MG	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
011120	017	CAPSULE, EXTENDED RELEASE;ORAL	75MG	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
011120	018	CAPSULE, EXTENDED RELEASE;ORAL	150MG	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
011120	019	CAPSULE, EXTENDED RELEASE;ORAL	200MG	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
011120	020	CAPSULE, EXTENDED RELEASE;ORAL	300MG	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
011123	001	TABLET;ORAL	10MG	0	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	0
011123	002	TABLET;ORAL	25MG	0	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	0
011123	003	TABLET;ORAL	50MG	0	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	0
011127	001	SUPPOSITORY;RECTAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE	0
011127	002	SUPPOSITORY;RECTAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE	0
011127	003	SUPPOSITORY;RECTAL	2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE	0
011145	002	TABLET;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIURIL	CHLOROTHIAZIDE	0
011145	004	TABLET;ORAL	250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIURIL	CHLOROTHIAZIDE	0
011145	005	INJECTABLE;INJECTION	EQ 500MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIURIL	CHLOROTHIAZIDE SODIUM	0
011153	001	TABLET;ORAL	4MG	1	MEDROL	METHYLPREDNISOLONE	0
011153	002	TABLET;ORAL	2MG	1	MEDROL	METHYLPREDNISOLONE	0
011153	003	TABLET;ORAL	16MG	1	MEDROL	METHYLPREDNISOLONE	0
011153	004	TABLET;ORAL	8MG	1	MEDROL	METHYLPREDNISOLONE	0
011153	005	TABLET;ORAL	24MG	0	MEDROL	METHYLPREDNISOLONE	0
011153	006	TABLET;ORAL	32MG	1	MEDROL	METHYLPREDNISOLONE	1
011161	004	TABLET;ORAL	2MG	0	ARISTOCORT	TRIAMCINOLONE	0
011161	007	TABLET;ORAL	4MG	0	ARISTOCORT	TRIAMCINOLONE	0
011161	009	TABLET;ORAL	1MG	0	ARISTOCORT	TRIAMCINOLONE	0
011161	010	TABLET;ORAL	16MG	0	ARISTOCORT	TRIAMCINOLONE	0
011161	011	TABLET;ORAL	8MG	0	ARISTOCORT	TRIAMCINOLONE	0
011188	001	SYRUP;ORAL	EQ 5MG BASE/5ML	0	COMPAZINE	PROCHLORPERAZINE EDISYLATE	0
011210	001	CAPSULE;ORAL	100MG	1	TESSALON	BENZONATATE	0
011210	003	CAPSULE;ORAL	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TESSALON	BENZONATATE	0
011213	002	INJECTABLE;INJECTION	5MG/ML	0	TRILAFON	PERPHENAZINE	0
011228	001	TABLET;ORAL	3MG	0	LIQUAMAR	PHENPROCOUMON	0
011245	003	SOLUTION;ORAL, RECTAL	66%;10%	1	GASTROGRAFIN	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	1
011265	002	SYRUP;ORAL	15MG/5ML;6.25MG/5ML	1	PROMETHAZINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE	0
011270	002	TABLET;ORAL	100MG	0	FUROXONE	FURAZOLIDONE	0
011283	003	TABLET;ORAL	1MG	0	KENACORT	TRIAMCINOLONE	0
011283	006	TABLET;ORAL	4MG	0	KENACORT	TRIAMCINOLONE	0
011283	008	TABLET;ORAL	2MG	0	KENACORT	TRIAMCINOLONE	0
011283	010	TABLET;ORAL	8MG	0	KENACORT	TRIAMCINOLONE	0
011287	001	POWDER;ORAL, RECTAL	453.6GM/BOT **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	KAYEXALATE	SODIUM POLYSTYRENE SULFONATE	0
011323	002	SUSPENSION;ORAL	50MG/15ML	0	FUROXONE	FURAZOLIDONE	0
011324	002	SOLUTION;INTRAUTERINE	52.7%;26.8%	1	SINOGRAFIN	DIATRIZOATE MEGLUMINE; IODIPAMIDE MEGLUMINE	0
011325	001	INJECTABLE;INJECTION	20MG/ML	0	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	0
011325	004	INJECTABLE;INJECTION	10MG/ML	0	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	0
011325	005	INJECTABLE;INJECTION	3MG/ML	0	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	0
011338	001	LIQUID;INHALATION	99.99% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	FLUOTHANE	HALOTHANE	0
011340	002	SOLUTION/DROPS;OTIC	10%	0	CERUMENEX	TROLAMINE POLYPEPTIDE OLEATE CONDENSATE	0
011366	001	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DARANIDE	DICHLORPHENAMIDE	0
011366	002	TABLET;ORAL	50MG	1	KEVEYIS	DICHLORPHENAMIDE	1
011386	001	FOR SOLUTION;ORAL, RECTAL	100%	0	HYPAQUE	DIATRIZOATE SODIUM	0
011386	003	SOLUTION;ORAL, RECTAL	40%	0	HYPAQUE	DIATRIZOATE SODIUM	0
011418	002	INJECTABLE;INJECTION	10MG/ML	0	DIMETANE-TEN	BROMPHENIRAMINE MALEATE	0
011467	003	TABLET;ORAL	100MG	0	TRANCOPAL	CHLORMEZANONE	0
011467	005	TABLET;ORAL	200MG	0	TRANCOPAL	CHLORMEZANONE	0
011483	004	CAPSULE;ORAL	356.4MG;30MG;16MG	1	SYNALGOS-DC	ASPIRIN; CAFFEINE; DIHYDROCODEINE BITARTRATE	0
011522	007	TABLET;ORAL	2.5MG;2.5MG;2.5MG;2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ADDERALL 10	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	0
011522	008	TABLET;ORAL	5MG;5MG;5MG;5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ADDERALL 20	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	0
011522	009	TABLET;ORAL	1.25MG;1.25MG;1.25MG;1.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ADDERALL 5	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	0
